"","municipio","codEstacao","PrecM"
"1","ABARÉ","290020701C",0
"2","ABAÍRA","290010801C",0
"3","AMARGOSA","290100701C",29.8
"4","AMÉRICA DOURADA","290115501A",57
"5","AMÉRICA DOURADA","290115501C",0.2
"6","ANAGÉ","290120501C",0
"7","ANDARAÍ","290130401C",1
"8","ANTAS","290160101C",50.2
"9","ARACATU","290200501C",0
"10","BARRA DA ESTIVA","290280701U",57.2
"11","BARRA DO CHOÇA","290290601C",0
"12","BARRA DO MENDES","290300301C",3
"13","BARRA DO ROCHA","290310201A",200.2
"14","BARRO ALTO","290323501C",118.2
"15","BELMONTE","290340901A",175.62
"16","BIRITINGA","290360701C",58.2
"17","BONITO","290405001C",27.8
"18","BOQUIRA","290410001C",0
"19","BREJÕES","290430801C",20
"20","BRUMADO","290460501C",127.6
"21","CACHOEIRA","290490201A",251.2
"22","CACULÉ","290500801C",14.6
"23","CAETANOS","290515601C",0
"24","CAFARNAUM","290530501C",79.8
"25","CALDEIRÃO GRANDE","290550301C",0
"26","CAMACAN","290560202A",346.27
"27","CAMACAN","290560203A",326.39
"28","CAMAMU","290580001A",247.6
"29","CANDEIAS","290650101A",506.03
"30","CANDEIAS","290650102A",1037.46
"31","CANDEIAS","290650104A",502.45
"32","CANDEIAS","290650105A",510.85
"33","CANDIBA","290660001C",3.8
"34","CANUDOS","290682401C",87
"35","CARAÍBAS","290689901C",78.6
"36","CHORROCHÓ","290770701C",98.2
"37","CURAÇÁ","290990101C",0
"38","CÂNDIDO SALES","290670901C",0
"39","CÍCERO DANTAS","290780601C",25.2
"40","ELÍSIO MEDRADO","291030501C",0.4
"41","FEIRA DE SANTANA","291080001U",195
"42","GANDU","291120401A",152.98
"43","GUAJERU","291165901C",0
"44","GUARATINGA","291180801A",148.4
"45","HELIÓPOLIS","291185701C",125.4
"46","IAÇU","291190701C",1.6
"47","IBIPITANGA","291250901C",89.8
"48","IGRAPIÚNA","291345701A",202.2
"49","ILHÉUS","291360601A",245.12
"50","ILHÉUS","291360602A",221.47
"51","INHAMBUPE","291370501C",10.4
"52","IRAJUBA","291420801C",14.2
"53","IRAQUARA","291440601C",0
"54","IRECÊ","291460401C",0
"55","ITABERABA","291470301C",89.6
"56","ITABUNA","291480201A",0
"57","ITABUNA","291480202A",137.65
"58","ITABUNA","291480202H",0
"59","ITABUNA","291480203A",115.05
"60","ITACARÉ","291490101A",241.4
"61","ITAGIMIRIM","291530401A",74
"62","ITAMARAJU","291560101A",245.8
"63","ITAMBÉ","291580901C",8.4
"64","ITAPETINGA","291640101A",167.78
"65","ITAPICURU","291650001C",0.8
"66","ITARANTIM","291680701C",127.8
"67","ITATIM","291685601C",115
"68","ITIRUÇU","291690601C",167.8
"69","ITIÚBA","291700301C",7
"70","ITORORÓ","291710201A",207.82
"71","ITORORÓ","291710201C",58
"72","IUIÚ","291733401C",0
"73","JACOBINA","291750801A",81.2
"74","JACOBINA","291750801C",1.2
"75","JACOBINA","291750802A",153.6
"76","JAGUAQUARA","291760701A",94.2
"77","JAGUAQUARA","291760702A",173
"78","JOÃO DOURADO","291835701C",29.8
"79","JUAZEIRO","291840701A",95.8
"80","JUAZEIRO","291840704A",100.6
"81","LAFAIETE COUTINHO","291870401C",12
"82","LAJEDINHO","291900901A",178.2
"83","LAJEDO DO TABOCAL","291905801C",103.4
"84","LAMARÃO","291910801C",88
"85","LAPÃO","291915701A",136.8
"86","LAURO DE FREITAS","291920701A",244.09
"87","LAURO DE FREITAS","291920702A",286.22
"88","LAURO DE FREITAS","291920704A",444.21
"89","LAURO DE FREITAS","291920705A",345.22
"90","LAURO DE FREITAS","291920706A",333.84
"91","LICÍNIO DE ALMEIDA","291940501C",54.8
"92","LIVRAMENTO DE NOSSA SENHORA","291950401U",99.4
"93","MARACÁS","292050201C",120.2
"94","MARAGOGIPE","292060101A",402.9
"95","MEDEIROS NETO","292110401A",44.71
"96","MORPARÁ","292160901C",0
"97","MORTUGABA","292180701C",17
"98","MUCUGÊ","292190601C",0
"99","MUNDO NOVO","292210201C",4.2
"100","NOVA CANAÃ","292270601C",198.2
"101","NOVA ITARANA","292280501C",53.6
"102","NOVA REDENÇÃO","292285401C",4.6
"103","NOVA VIÇOSA","292300102A",104.07
"104","NOVA VIÇOSA","292300103A",116.1
"105","OLINDINA","292310001C",14.2
"106","OLIVEIRA DOS BREJINHOS","292320901C",9.2
"107","PALMAS DE MONTE ALTO","292340701U",14.2
"108","PAU BRASIL","292390201A",223.6
"109","PEDRO ALEXANDRE","292420701C",0
"110","PIRITIBA","292480101C",0
"111","PORTO SEGURO","292530301A",345.11
"112","PORTO SEGURO","292530302A",46.74
"113","PORTO SEGURO","292530303A",261.64
"114","PORTO SEGURO","292530304A",13.6
"115","POÇÕES","292510501U",138.8
"116","PRADO","292550101A",270.8
"117","QUIXABEIRA","292593101C",99
"118","REMANSO","292600401C",1.4
"119","RIO DE CONTAS","292670701C",108
"120","RIO DO ANTÔNIO","292680601C",48.6
"121","RODELAS","292710101C",4.4
"122","RUY BARBOSA","292720001C",25
"123","SALVADOR","292740801A",578.53
"124","SALVADOR","292740802A",702.62
"125","SALVADOR","292740803A",528.05
"126","SALVADOR","292740804A",586.67
"127","SALVADOR","292740805A",437.35
"128","SALVADOR","292740806A",423.23
"129","SALVADOR","292740808A",515.18
"130","SALVADOR","292740810A",620.84
"131","SALVADOR","292740811A",520.18
"132","SALVADOR","292740812A",564.95
"133","SALVADOR","292740814A",547.12
"134","SALVADOR","292740815A",648.99
"135","SALVADOR","292740816A",715.86
"136","SALVADOR","292740817A",510.26
"137","SALVADOR","292740818A",465.23
"138","SALVADOR","292740819A",391.8
"139","SALVADOR","292740820A",506.2
"140","SALVADOR","292740821A",489
"141","SALVADOR","292740822A",415
"142","SALVADOR","292740823A",504.8
"143","SANTA BÁRBARA","292750701C",40
"144","SANTA CRUZ CABRÁLIA","292770501A",272.09
"145","SANTA INÊS","292790301C",155.6
