"","municipio","codEstacao","PrecM"
"1","ABARÉ","290020701C",0
"2","AMÉRICA DOURADA","290115501A",64
"3","AMÉRICA DOURADA","290115501C",0
"4","ANAGÉ","290120501C",0
"5","ANDARAÍ","290130401C",1
"6","ANTAS","290160101C",24.6
"7","ANTÔNIO CARDOSO","290170001C",0
"8","ARACATU","290200501C",0
"9","BARRA DA ESTIVA","290280701U",13.4
"10","BARRA DO CHOÇA","290290601C",0
"11","BARRA DO ROCHA","290310201A",131.6
"12","BARRO ALTO","290323501C",57
"13","BELMONTE","290340901A",33.86
"14","BIRITINGA","290360701C",24.2
"15","BONITO","290405001C",8.6
"16","BOQUIRA","290410001C",0
"17","BROTAS DE MACAÚBAS","290450601C",15.8
"18","BRUMADO","290460501C",47
"19","CACHOEIRA","290490201A",221.6
"20","CACULÉ","290500801C",0
"21","CAMACAN","290560201A",92.73
"22","CAMACAN","290560202A",129.65
"23","CAMACAN","290560203A",86.52
"24","CAMAMU","290580001A",334
"25","CAMAÇARI","290570101H",366.6
"26","CANDEIAS","290650101A",152.8
"27","CANDEIAS","290650102A",17.74
"28","CANDEIAS","290650104A",362.5
"29","CANDEIAS","290650105A",283.23
"30","CANDIBA","290660001C",0.4
"31","CARAÍBAS","290689901C",40.2
"32","CHORROCHÓ","290770701C",59
"33","CURAÇÁ","290990101C",0
"34","CÂNDIDO SALES","290670901C",65.6
"35","ELÍSIO MEDRADO","291030501C",0
"36","FÁTIMA","291075001C",1
"37","GANDU","291120401A",153.42
"38","GUARATINGA","291180801A",98.8
"39","IBICOARA","291220201C",96.4
"40","IGRAPIÚNA","291345701A",279.6
"41","ILHÉUS","291360601A",210.9
"42","ILHÉUS","291360602A",191.32
"43","INHAMBUPE","291370501C",14.8
"44","IRECÊ","291460401C",0
"45","ITABERABA","291470301C",91.2
"46","ITABUNA","291480201A",82.39
"47","ITABUNA","291480202A",112.95
"48","ITABUNA","291480202H",58.2
"49","ITABUNA","291480203A",106.95
"50","ITACARÉ","291490101A",345.6
"51","ITAGIMIRIM","291530401A",19.75
"52","ITAMARAJU","291560101A",108.8
"53","ITAMBÉ","291580901C",108.8
"54","ITAPETINGA","291640101A",98.52
"55","ITAPETINGA","291640103H",121.2
"56","ITAPICURU","291650001C",2.2
"57","ITATIM","291685601C",78.2
"58","ITIRUÇU","291690601C",1.2
"59","ITORORÓ","291710201A",0.6
"60","ITORORÓ","291710201C",0
"61","IUIÚ","291733401C",0
"62","JACOBINA","291750801A",45.8
"63","JACOBINA","291750801C",10.4
"64","JACOBINA","291750802A",109.8
"65","JAGUAQUARA","291760701A",134.8
"66","JAGUAQUARA","291760702A",201.6
"67","JUAZEIRO","291840701A",83.6
"68","JUAZEIRO","291840703A",74.4
"69","JUAZEIRO","291840704A",49.8
"70","LAJEDINHO","291900901A",96.8
"71","LAJEDO DO TABOCAL","291905801C",18.8
"72","LAPÃO","291915701A",113.8
"73","LAURO DE FREITAS","291920701A",276.69
"74","LAURO DE FREITAS","291920702A",233.28
"75","LAURO DE FREITAS","291920704A",291.45
"76","LAURO DE FREITAS","291920704H",93.2
"77","LAURO DE FREITAS","291920705A",366.53
"78","LAURO DE FREITAS","291920706A",364.8
"79","LENÇÓIS","291930601C",0
"80","LICÍNIO DE ALMEIDA","291940501C",1.4
"81","MARAGOGIPE","292060101A",257.97
"82","MEDEIROS NETO","292110401A",26.07
"83","MONTE SANTO","292150001U",0.8
"84","MORPARÁ","292160901C",0
"85","MUNDO NOVO","292210201C",0.6
"86","NOVA CANAÃ","292270601C",121.2
"87","NOVA ITARANA","292280501C",2.8
"88","NOVA REDENÇÃO","292285401C",0.4
"89","NOVA VIÇOSA","292300102A",228.92
"90","NOVA VIÇOSA","292300103A",216.81
"91","PAU BRASIL","292390201A",101
"92","PEDRO ALEXANDRE","292420701C",0
"93","PIRITIBA","292480101C",0
"94","PORTO SEGURO","292530301A",116.36
"95","PORTO SEGURO","292530302A",112.99
"96","PORTO SEGURO","292530303A",140.03
"97","PORTO SEGURO","292530304A",163.03
"98","PRADO","292550101A",112.6
"99","QUIXABEIRA","292593101C",34.4
"100","REMANSO","292600401C",4.4
"101","RIO DO ANTÔNIO","292680601C",32.6
"102","RODELAS","292710101C",0.2
"103","RUY BARBOSA","292720001C",10
"104","SALVADOR","292740801A",350.97
"105","SALVADOR","292740802A",199.92
"106","SALVADOR","292740803A",273.95
"107","SALVADOR","292740804A",275.54
"108","SALVADOR","292740804G",32.4
"109","SALVADOR","292740805A",371.19
"110","SALVADOR","292740806A",496.3
"111","SALVADOR","292740808A",342.52
"112","SALVADOR","292740810A",334.12
"113","SALVADOR","292740810G",29.2
"114","SALVADOR","292740811A",389.65
"115","SALVADOR","292740811G",35.2
"116","SALVADOR","292740812A",291
"117","SALVADOR","292740814A",292.19
"118","SALVADOR","292740815A",313.23
"119","SALVADOR","292740816A",278.04
"120","SALVADOR","292740817A",412.41
"121","SALVADOR","292740818A",76.14
"122","SALVADOR","292740819A",375.2
"123","SALVADOR","292740820A",423
"124","SALVADOR","292740821A",415.2
"125","SALVADOR","292740822A",40.6
"126","SALVADOR","292740823A",342
"127","SANTA BÁRBARA","292750701C",33
"128","SANTA LUZIA","292805901A",133.2
"129","SANTA TERESINHA","292850501C",0
"130","SANTANÓPOLIS","292830701C",108.2
"131","SANTO AMARO","292860401A",286
"132","SANTO AMARO","292860402A",253.8
"133","SAÚDE","292980001C",0
"134","SENHOR DO BONFIM","293010501C",63
"135","SERRINHA","293050101C",11.6
"136","SIMÕES FILHO","293070901A",312.2
"137","SIMÕES FILHO","293070902A",491.8
"138","SIMÕES FILHO","293070903A",67.8
"139","SÃO FÉLIX","292900801A",206
"140","SÃO JOSÉ DO JACUÍPE","292937001C",0.4
"141","TANQUE NOVO","293105301C",0
"142","TAPEROÁ","293120201A",0
"143","TAPIRAMUTÁ","293130101C",9.2
"144","TEOFILÂNDIA","293150901C",215
"145","TUCANO","293190501C",1
"146","UAUÁ","293200201C",127
"147","UMBURANAS","293245701C",0
"148","VALENÇA","293290301A",349.57
"149","VALENÇA","293290307H",367.8
"150","VITÓRIA DA CONQUISTA","293330701A",113.89
"151","VITÓRIA DA CONQUISTA","293330702A",54.29
"152","VITÓRIA DA CONQUISTA","293330703A",59.2
"153","VITÓRIA DA CONQUISTA","293330704A",63.64
