"","municipio","codEstacao","PrecM"
"1","BELMONTE","290340901A",216.58
"2","BIRITINGA","290360701C",98
"3","CAMACAN","290560201A",188.02
"4","CAMACAN","290560202A",178.37
"5","CAMACAN","290560203A",144.61
"6","CANDEIAS","290650101A",512.68
"7","CANDEIAS","290650102A",532.44
"8","CANDEIAS","290650103A",527.69
"9","CANDEIAS","290650104A",516.9
"10","CANDEIAS","290650105A",532.72
"11","CANSANÇÃO","290680801C",0.2
"12","CANUDOS","290682401C",48.4
"13","CONCEIÇÃO DO COITÉ","290840801C",58
"14","CORONEL JOÃO SÁ","290920801C",14.2
"15","CRISÓPOLIS","290960401C",137
"16","EUCLIDES DA CUNHA","291070101C",70.6
"17","FÁTIMA","291075001C",22.8
"18","GANDU","291120401A",99.97
"19","ILHÉUS","291360601A",44.14
"20","ILHÉUS","291360602A",48.27
"21","ITABUNA","291480201A",51.01
"22","ITABUNA","291480202A",51.93
"23","ITABUNA","291480203A",45.46
"24","ITAGIMIRIM","291530401A",113.34
"25","ITAPETINGA","291640101A",32.89
"26","ITAPICURU","291650001C",131
"27","ITORORÓ","291710201A",73.59
"28","JEREMOABO","291810001C",7.6
"29","LAMARÃO","291910801C",0.4
"30","LAURO DE FREITAS","291920701A",414.72
"31","LAURO DE FREITAS","291920702A",271.73
"32","LAURO DE FREITAS","291920703A",357.21
"33","LAURO DE FREITAS","291920704A",347.89
"34","LAURO DE FREITAS","291920705A",357.17
"35","LAURO DE FREITAS","291920706A",409.06
"36","MARAGOGIPE","292060101A",356.31
"37","MEDEIROS NETO","292110401A",18.25
"38","NAZARÉ","292250801A",250.87
"39","NOVA VIÇOSA","292300102A",195.61
"40","NOVA VIÇOSA","292300103A",194.08
"41","OLINDINA","292310001C",144
"42","PORTO SEGURO","292530301A",184.29
"43","PORTO SEGURO","292530302A",253.3
"44","PORTO SEGURO","292530303A",163.81
"45","PORTO SEGURO","292530304A",187.8
"46","RETIROLÂNDIA","292610301C",20.6
"47","RIACHÃO DO JACUÍPE","292630101U",174
"48","SALVADOR","292740801A",480.86
"49","SALVADOR","292740802A",379.08
"50","SALVADOR","292740803A",230.58
"51","SALVADOR","292740804A",312.86
"52","SALVADOR","292740805A",575.61
"53","SALVADOR","292740806A",383.42
"54","SALVADOR","292740808A",453.46
"55","SALVADOR","292740810A",569.74
"56","SALVADOR","292740811A",468.06
"57","SALVADOR","292740812A",654.16
"58","SALVADOR","292740814A",610.22
"59","SALVADOR","292740815A",369.38
"60","SALVADOR","292740816A",509.08
"61","SALVADOR","292740817A",478.8
"62","SALVADOR","292740818A",385.28
"63","SANTA CRUZ CABRÁLIA","292770501A",183.64
"64","SENHOR DO BONFIM","293010501A",96.86
"65","SERRINHA","293050101C",134.2
"66","TEOFILÂNDIA","293150901C",77.8
"67","UAUÁ","293200201C",92.8
"68","VALENÇA","293290301A",148.25
"69","VITÓRIA DA CONQUISTA","293330701A",44.33
"70","VITÓRIA DA CONQUISTA","293330702A",51.33
"71","VITÓRIA DA CONQUISTA","293330703A",51.05
"72","VITÓRIA DA CONQUISTA","293330704A",43.51
"73","VITÓRIA DA CONQUISTA","293330705A",66.6
