"","municipio","codEstacao","PrecM"
"1","ABARÉ","290020701C",0
"2","ABAÍRA","290010801C",42.6
"3","ADUSTINA","290035501C",6
"4","AMARGOSA","290100701C",19.2
"5","AMÉRICA DOURADA","290115501A",31.6
"6","AMÉRICA DOURADA","290115501C",24.8
"7","ANAGÉ","290120501C",0
"8","ANDARAÍ","290130401C",55
"9","ANTAS","290160101C",4
"10","ANTÔNIO CARDOSO","290170001C",5.2
"11","ARACATU","290200501C",55.2
"12","ARACI","290210401U",0
"13","BAIXA GRANDE","290260901U",13.2
"14","BANZAÊ","290265801C",10.4
"15","BARRA","290270801C",1.2
"16","BARRA DO CHOÇA","290290601C",121.2
"17","BARRA DO MENDES","290300301C",75
"18","BARRA DO ROCHA","290310201A",73
"19","BARRO ALTO","290323501C",89.6
"20","BELMONTE","290340901A",45.77
"21","BIRITINGA","290360701C",26
"22","BOM JESUS DA LAPA","290390401C",0
"23","BOM JESUS DA SERRA","290395301C",0.2
"24","BONINAL","290400101C",0
"25","BONITO","290405001C",8.8
"26","BOQUIRA","290410001C",61
"27","BREJÕES","290430801C",61.6
"28","BROTAS DE MACAÚBAS","290450601C",81.6
"29","BRUMADO","290460501C",31
"30","CAATIBA","290480301C",35.8
"31","CABACEIRAS DO PARAGUAÇU","290485201C",53
"32","CACHOEIRA","290490201A",105
"33","CACULÉ","290500801C",53.6
"34","CAETANOS","290515601C",0
"35","CAFARNAUM","290530501C",27.2
"36","CALDEIRÃO GRANDE","290550301C",0
"37","CAMACAN","290560201A",37.18
"38","CAMACAN","290560203A",104.08
"39","CAMAMU","290580001A",115.2
"40","CANARANA","290620401C",0.2
"41","CANDEIAS","290650101A",43.6
"42","CANDIBA","290660001C",38.8
"43","CANSANÇÃO","290680801C",0
"44","CANUDOS","290682401C",39.6
"45","CAPIM GROSSO","290687301C",41.4
"46","CARAVELAS","290690701A",238.4
"47","CARAÍBAS","290689901C",68.4
"48","CARINHANHA","290710301C",0
"49","CHORROCHÓ","290770701C",24.4
"50","COCOS","290810101C",4.2
"51","CORONEL JOÃO SÁ","290920801C",51
"52","CURAÇÁ","290990101C",0
"53","CÂNDIDO SALES","290670901C",0
"54","CÍCERO DANTAS","290780601C",5
"55","ELÍSIO MEDRADO","291030501C",1.2
"56","EUCLIDES DA CUNHA","291070101C",0
"57","FEIRA DE SANTANA","291080001U",79.8
"58","FÁTIMA","291075001C",0
"59","GANDU","291120401A",88.43
"60","GLÓRIA","291140201C",66.8
"61","GUAJERU","291165901C",39.6
"62","GUANAMBI","291170901C",13
"63","GUARATINGA","291180801A",252.6
"64","HELIÓPOLIS","291185701C",4.4
"65","IAÇU","291190701C",42.6
"66","IBIASSUCÊ","291200401C",0
"67","IBICOARA","291220201C",99.4
"68","IBIPITANGA","291250901C",38.8
"69","IBOTIRAMA","291320001C",0
