"","municipio","codEstacao","PrecM"
"1","AQUIDABÃ","280020901C",22.2
"2","ARACAJU","280030801A",377.8
"3","ARACAJU","280030802A",420.8
"4","ARACAJU","280030803A",448.8
"5","ARACAJU","280030804A",426
"6","CANHOBA","280110801C",196
"7","CARIRA","280140501C",79
"8","FREI PAULO","280230401C",263
"9","GARARU","280240301C",94.2
"10","ITABI","280310401C",122
"11","MARUIM","280400301A",478.8
"12","NOSSA SENHORA APARECIDA","280445801C",256.4
"13","PORTO DA FOLHA","280560401C",67.6
"14","POÇO REDONDO","280540601A",93.6
"15","POÇO VERDE","280550501U",43.8
"16","PROPRIÁ","280570301C",157
"17","TOBIAS BARRETO","280740201C",73.6
