"","municipio","codEstacao","PrecM"
"1","ALTO DO RODRIGUES","240070301A",25.91
"2","APODI","240100801A",0.8
"3","AÇU","240020801A",22.32
"4","BAÍA FORMOSA","240140401A",293.69
"5","CAICÓ","240200601A",141.53
"6","CAICÓ","240200602A",151.55
"7","CANGUARETAMA","240220401A",168.56
"8","CEARÁ-MIRIM","240260001A",219.99
"9","CURRAIS NOVOS","240310301U",73.6
"10","GOIANINHA","240420001A",163.42
"11","GUAMARÉ","240450701A",62.56
"12","ITAJÁ","240485301A",45.5
"13","JARDIM DE PIRANHAS","240560301A",5.79
"14","JARDIM DO SERIDÓ","240570201C",72.2
"15","JOÃO CÂMARA","240580101A",132.98
"16","JUCURUTU","240610601A",76.81
"17","LAGOA NOVA","240650201C",33.2
"18","MACAU","240720301A",113.5
"19","MAXARANGUAPE","240750001A",0
"20","MONTE ALEGRE","240780701C",0.2
"21","MOSSORÓ","240800302A",69.41
"22","MOSSORÓ","240800303A",38.87
"23","MOSSORÓ","240800304A",75.29
"24","MOSSORÓ","240800305A",63.35
"25","MOSSORÓ","240800306A",34.92
"26","MOSSORÓ","240800308A",42.99
"27","NATAL","240810201A",221.73
"28","NATAL","240810202A",93.36
"29","NATAL","240810203A",255.42
"30","NATAL","240810204A",245.15
"31","NATAL","240810205A",19.44
"32","NATAL","240810206A",229.52
"33","NATAL","240810207A",244.55
"34","NATAL","240810208A",37.14
"35","NOVA CRUZ","240830001C",63.4
"36","PATU","240930801A",75.28
"37","PORTO DO MANGUE","241025601A",64.23
"38","SÃO JOSÉ DE MIPIBU","241220301A",289.75
"39","SÃO JOSÉ DE MIPIBU","241220302A",201.51
"40","SÃO PAULO DO POTENGI","241260901C",81.4
"41","SÃO TOMÉ","241290601C",42.6
"42","TOUROS","241440701A",120.12
"43","UPANEMA","241460501A",79.62
"44","VÁRZEA","241470401A",159.4
