"","municipio","codEstacao","PrecM"
"1","AFONSO BEZERRA","240030701C",12.6
"2","AUGUSTO SEVERO","240130501C",0.6
"3","BAÍA FORMOSA","240140401A",310.21
"4","CAICÓ","240200601A",43.8
"5","CAICÓ","240200601C",0
"6","CAICÓ","240200602A",52.18
"7","CANGUARETAMA","240220401A",198.58
"8","CANGUARETAMA","240220402A",0.2
"9","CARAÚBAS","240230301C",1.6
"10","CARNAUBAIS","240250101A",82.8
"11","EXTREMOZ","240360801A",144.09
"12","GOIANINHA","240420001A",153.12
"13","GUAMARÉ","240450701A",17.93
"14","IPANGUAÇU","240470501A",27.38
"15","ITAJÁ","240485301A",39.7
"16","JOÃO CÂMARA","240580101A",99.24
"17","JOÃO CÂMARA","240580101C",2
"18","JUCURUTU","240610601A",64.84
"19","LAGOA NOVA","240650201C",0
"20","MACAU","240720301A",39.27
"21","MAXARANGUAPE","240750001A",275.42
"22","MOSSORÓ","240800302A",54.58
"23","MOSSORÓ","240800303A",69.99
"24","MOSSORÓ","240800304A",67.29
"25","MOSSORÓ","240800306A",68.97
"26","NATAL","240810201A",210.7
"27","NATAL","240810202A",239.47
"28","NATAL","240810203A",313.02
"29","NATAL","240810204A",272.18
"30","NATAL","240810205A",258.91
"31","NATAL","240810206A",272.71
"32","NATAL","240810207A",340.59
"33","NATAL","240810208A",227.09
"34","NOVA CRUZ","240830001C",106
"35","PARELHAS","240890401C",0
"36","PATU","240930801A",65.65
"37","PORTO DO MANGUE","241025601A",24.04
"38","RIACHO DE SANTANA","241080101C",7.8
"39","SANTA CRUZ","241120501C",39.8
"40","SÃO JOSÉ DE MIPIBU","241220301A",206.63
"41","SÃO JOSÉ DE MIPIBU","241220302A",164.51
"42","SÃO PAULO DO POTENGI","241260901C",0.4
"43","SÃO RAFAEL","241280701A",41.77
"44","TOUROS","241440701A",206.79
"45","UPANEMA","241460501A",34.88
"46","VÁRZEA","241470401A",79.8
