"","municipio","codEstacao","PrecM"
"1","AFONSO BEZERRA","240030701C",0.2
"2","ALTO DO RODRIGUES","240070301A",26.25
"3","APODI","240100801A",15.39
"4","AUGUSTO SEVERO","240130501C",0
"5","AÇU","240020801A",15.95
"6","BAÍA FORMOSA","240140401A",369.64
"7","CAICÓ","240200601A",39.18
"8","CAICÓ","240200601C",29
"9","CANGUARETAMA","240220401A",295.23
"10","CANGUARETAMA","240220402A",314.49
"11","CARAÚBAS","240230301C",15.4
"12","CARNAUBAIS","240250101A",0
"13","CEARÁ-MIRIM","240260001A",168.37
"14","CEARÁ-MIRIM","240260002A",312.62
"15","CURRAIS NOVOS","240310301U",19.2
"16","GOIANINHA","240420001A",217.29
"17","GUAMARÉ","240450701A",41.89
"18","IPANGUAÇU","240470501A",12.48
"19","ITAJÁ","240485301A",5.94
"20","JARDIM DE PIRANHAS","240560301A",21.91
"21","JARDIM DO SERIDÓ","240570201C",0
"22","JOÃO CÂMARA","240580101A",89.39
"23","LAGOA NOVA","240650201C",0
"24","MACAU","240720301A",22.93
"25","MAXARANGUAPE","240750001A",332.96
"26","MOSSORÓ","240800302A",39.92
"27","MOSSORÓ","240800303A",34.01
"28","MOSSORÓ","240800304A",36.83
"29","MOSSORÓ","240800305A",23.61
"30","MOSSORÓ","240800306A",23.05
"31","MOSSORÓ","240800307A",31.46
"32","MOSSORÓ","240800308A",26.07
"33","NATAL","240810201A",186.31
"34","NATAL","240810202A",218.83
"35","NATAL","240810203A",294.07
"36","NATAL","240810204A",216.56
"37","NATAL","240810205A",228.2
"38","NATAL","240810206A",208.28
"39","NATAL","240810207A",299.35
"40","NATAL","240810208A",202.6
"41","NOVA CRUZ","240830001C",97.8
"42","PARELHAS","240890401C",0
"43","PATU","240930801A",8.87
"44","PENDÊNCIAS","240990201A",33.69
"45","PORTO DO MANGUE","241025601A",0.4
"46","RIACHO DE SANTANA","241080101C",22.8
"47","SANTA CRUZ","241120501C",35.6
"48","SÃO JOSÉ DE MIPIBU","241220301A",236.74
"49","SÃO JOSÉ DE MIPIBU","241220302A",206.33
"50","SÃO MIGUEL","241250001C",8.2
"51","SÃO PAULO DO POTENGI","241260901C",90.6
"52","SÃO TOMÉ","241290601C",22
"53","TOUROS","241440701A",240.53
"54","VÁRZEA","241470401A",98.59
