"","municipio","codEstacao","PrecM"
"1","ABAÍRA","290010801C",2.8
"2","ADUSTINA","290035501C",35
"3","AMÉRICA DOURADA","290115501A",0
"4","ANAGÉ","290120501C",0
"5","ANDARAÍ","290130401C",3.8
"6","ANTÔNIO CARDOSO","290170001C",45.2
"7","ARACATU","290200501C",3.2
"8","BARRA DA ESTIVA","290280701U",47.6
"9","BARRA DO CHOÇA","290290601C",27
"10","BARRA DO MENDES","290300301C",0
"11","BARRA DO ROCHA","290310201A",35.2
"12","BARRO ALTO","290323501C",1.8
"13","BELMONTE","290340901A",143.5
"14","BOA VISTA DO TUPIM","290380501U",12
"15","BOM JESUS DA LAPA","290390401C",0
"16","BOM JESUS DA SERRA","290395301C",5.6
"17","BONINAL","290400101C",0
"18","BONITO","290405001C",4.6
"19","BOQUIRA","290410001C",0
"20","BREJÕES","290430801C",8
"21","BROTAS DE MACAÚBAS","290450601C",0
"22","CABACEIRAS DO PARAGUAÇU","290485201C",29.8
"23","CACHOEIRA","290490201A",97.4
"24","CACULÉ","290500801C",0
"25","CAETITÉ","290520601U",4
"26","CALDEIRÃO GRANDE","290550301C",0
"27","CAMACAN","290560201A",68.9
"28","CAMACAN","290560202A",76.56
"29","CAMACAN","290560203A",57.37
"30","CAMAMU","290580001A",62.6
"31","CAMAÇARI","290570101H",52.6
"32","CAMPO ALEGRE DE LOURDES","290590901C",0
"33","CAMPO FORMOSO","290600601C",0
"34","CANARANA","290620401C",0.6
"35","CANDEIAS","290650101A",61.17
"36","CANDEIAS","290650104A",59.02
"37","CANDEIAS","290650105A",49.03
"38","CANDIBA","290660001C",0.2
"39","CANSANÇÃO","290680801C",0.2
"40","CANUDOS","290682401C",0
"41","CAPIM GROSSO","290687301C",7.2
"42","CARAVELAS","290690701A",133.8
"43","CARAÍBAS","290689901C",0.8
"44","CASTRO ALVES","290730101C",29.2
"45","CENTRAL","290760801C",0
"46","CHORROCHÓ","290770701C",0
"47","CONCEIÇÃO DO COITÉ","290840801C",2
"48","CONDEÚBA","290870501C",4.6
"49","CORONEL JOÃO SÁ","290920801C",12.4
"50","CURAÇÁ","290990101C",0
"51","DOM BASÍLIO","291010701C",0
"52","FEIRA DE SANTANA","291080001U",0
"53","FÁTIMA","291075001C",6.4
"54","GANDU","291120401A",34.02
"55","GAVIÃO","291125301C",0.2
"56","GUAJERU","291165901C",0
"57","GUANAMBI","291170901C",0
"58","GUARATINGA","291180801A",40.4
"59","IAÇU","291190701C",4
"60","IBIASSUCÊ","291200401C",0
"61","IBICOARA","291220201C",25.2
"62","IBIPITANGA","291250901C",0
"63","IBITITÁ","291310101U",0
"64","IGRAPIÚNA","291345701A",44.6
"65","ILHÉUS","291360602A",73.54
"66","IPECAETÁ","291380401C",42
"67","IPIRÁ","291400001C",18.8
"68","IRAJUBA","291420801C",14.8
"69","IRAMAIA","291430701U",2
"70","IRAQUARA","291440601C",5.4
"71","IRECÊ","291460401C",0
"72","ITABERABA","291470301C",3.2
"73","ITABUNA","291480202A",34.06
"74","ITABUNA","291480202H",30
"75","ITABUNA","291480203A",39.13
"76","ITACARÉ","291490101A",143.2
"77","ITAETÉ","291500701C",15
"78","ITAGIMIRIM","291530401A",64.93
"79","ITAMARAJU","291560101A",136.4
"80","ITAMBÉ","291580901C",1
"81","ITAPETINGA","291640101A",4.97
"82","ITAPETINGA","291640103H",1.4
"83","ITAPICURU","291650001C",6.4
"84","ITARANTIM","291680701C",66.6
"85","ITATIM","291685601C",3
"86","ITIÚBA","291700301C",0
"87","ITORORÓ","291710201A",14.33
"88","ITORORÓ","291710201C",19.4
"89","IUIÚ","291733401C",0
"90","JACOBINA","291750801A",16.6
"91","JACOBINA","291750801C",1.4
