"","municipio","codEstacao","PrecM"
"1","ABARÉ","290020701C",1.8
"2","AMARGOSA","290100701C",41.4
"3","AMÉRICA DOURADA","290115501A",0.4
"4","AMÉRICA DOURADA","290115501C",0.6
"5","ANTAS","290160101C",28.4
"6","ANTÔNIO CARDOSO","290170001C",0
"7","ARACATU","290200501C",12.6
"8","BARRA","290270801C",1
"9","BARRA DO CHOÇA","290290601C",0
"10","BARRA DO ROCHA","290310201A",7.4
"11","BARRO ALTO","290323501C",0
"12","BELMONTE","290340901A",0.98
"13","BIRITINGA","290360701C",30.6
"14","BOM JESUS DA LAPA","290390401C",8.2
"15","BOQUIRA","290410001C",3.2
"16","BROTAS DE MACAÚBAS","290450601C",7.4
"17","CABACEIRAS DO PARAGUAÇU","290485201C",0
"18","CACHOEIRA","290490201A",99.8
"19","CAETANOS","290515601C",0.2
"20","CAMACAN","290560201A",31.87
"21","CAMACAN","290560202A",28.54
"22","CAMACAN","290560203A",33.78
"23","CAMAMU","290580001A",52
"24","CANDEIAS","290650101A",77.71
"25","CANDEIAS","290650102A",85.25
"26","CANDEIAS","290650104A",69.5
"27","CANDEIAS","290650105A",73.36
"28","CAPELA DO ALTO ALEGRE","290685701C",0
"29","CARINHANHA","290710301C",51.2
"30","CASTRO ALVES","290730101C",40.8
"31","COCOS","290810101C",56.6
"32","CORONEL JOÃO SÁ","290920801C",28.4
"33","ELÍSIO MEDRADO","291030501C",22
"34","FEIRA DE SANTANA","291080001U",43.4
"35","GANDU","291120401A",36.98
"36","GAVIÃO","291125301C",23.2
"37","GENTIO DO OURO","291130301C",0.4
"38","GUAJERU","291165901C",7.8
"39","GUANAMBI","291170901C",2.8
"40","GUARATINGA","291180801A",40.8
"41","IAÇU","291190701C",1.6
"42","IBIASSUCÊ","291200401C",37.8
"43","IBIPITANGA","291250901C",19.8
"44","IGAPORÃ","291340801C",40.6
"45","IGRAPIÚNA","291345701A",120.2
"46","ILHÉUS","291360601A",24.94
"47","ILHÉUS","291360602A",0
"48","ITABUNA","291480201A",27.03
"49","ITABUNA","291480202A",37.08
"50","ITABUNA","291480203A",33.37
"51","ITAGIMIRIM","291530401A",55.56
"52","ITAMARAJU","291560101A",61
"53","ITAMBÉ","291580901C",22.4
"54","ITAPETINGA","291640101A",0.2
"55","ITARANTIM","291680701C",24.8
"56","ITATIM","291685601C",12.4
"57","ITORORÓ","291710201A",1.18
"58","ITORORÓ","291710201C",31
"59","IUIÚ","291733401C",34.6
"60","JACOBINA","291750801A",14.6
