"","municipio","codEstacao","PrecM"
"1","ABARÉ","290020701C",0
"2","ABAÍRA","290010801C",6.6
"3","AMARGOSA","290100701C",43.4
"4","AMÉRICA DOURADA","290115501A",1.6
"5","AMÉRICA DOURADA","290115501C",1.4
"6","ANAGÉ","290120501C",4.6
"7","ANDARAÍ","290130401C",17.8
"8","ANTAS","290160101C",12.8
"9","ANTÔNIO CARDOSO","290170001C",34
"10","ARACATU","290200501C",0
"11","BAIXA GRANDE","290260901U",0
"12","BANZAÊ","290265801C",15.4
"13","BARRA DO CHOÇA","290290601C",51.4
"14","BARRA DO MENDES","290300301C",0
"15","BARRA DO ROCHA","290310201A",126
"16","BARRO ALTO","290323501C",11.8
"17","BELMONTE","290340901A",145.3
"18","BIRITINGA","290360701C",6.2
"19","BOM JESUS DA LAPA","290390401C",0
"20","BONITO","290405001C",20.4
"21","BOQUIRA","290410001C",0.2
"22","BREJÕES","290430801C",58
"23","BROTAS DE MACAÚBAS","290450601C",0
"24","BRUMADO","290460501C",10.4
"25","CAATIBA","290480301C",16
"26","CACHOEIRA","290490201A",135.8
"27","CAETANOS","290515601C",0
"28","CAFARNAUM","290530501C",2
"29","CALDEIRÃO GRANDE","290550301C",0
"30","CAMACAN","290560201A",143.75
"31","CAMACAN","290560202A",157.95
"32","CAMACAN","290560203A",136.3
"33","CAMAMU","290580001A",237
"34","CANARANA","290620401C",2
"35","CANDEIAS","290650101A",91
"36","CANDEIAS","290650102A",84.07
"37","CANDEIAS","290650104A",91.13
"38","CANDEIAS","290650105A",120.33
"39","CANDIBA","290660001C",0.2
"40","CANUDOS","290682401C",15.4
"41","CAPIM GROSSO","290687301C",32.4
"42","CARAVELAS","290690701A",136.6
"43","CARAÍBAS","290689901C",12.2
"44","CARINHANHA","290710301C",0
"45","CHORROCHÓ","290770701C",6.4
"46","COCOS","290810101C",0.4
"47","CORONEL JOÃO SÁ","290920801C",31.8
"48","CURAÇÁ","290990101C",0
"49","CÂNDIDO SALES","290670901C",0
"50","CÍCERO DANTAS","290780601C",10.8
"51","ELÍSIO MEDRADO","291030501C",0
"52","EUCLIDES DA CUNHA","291070101C",1.6
"53","FEIRA DE SANTANA","291080001U",39.8
"54","GANDU","291120401A",123.15
"55","GLÓRIA","291140201C",0
"56","GUAJERU","291165901C",0
"57","GUANAMBI","291170901C",0.6
"58","GUARATINGA","291180801A",157
"59","HELIÓPOLIS","291185701C",61.2
"60","IAÇU","291190701C",0.8
"61","IBIASSUCÊ","291200401C",0
"62","IBICOARA","291220201C",61.6
"63","IBIPITANGA","291250901C",0
"64","IBOTIRAMA","291320001C",0
"65","IGRAPIÚNA","291345701A",255.4
"66","ILHÉUS","291360601A",262.59
"67","ILHÉUS","291360602A",229.52
"68","INHAMBUPE","291370501C",15.4
"69","IRAJUBA","291420801C",65.6
"70","IRAMAIA","291430701U",0
"71","IRAQUARA","291440601C",0
"72","IRECÊ","291460401C",0.4
"73","ITABERABA","291470301C",37.2
"74","ITABUNA","291480201A",125.17
"75","ITABUNA","291480202A",131.82
"76","ITABUNA","291480203A",121.46
"77","ITACARÉ","291490101A",356.4
"78","ITAGIMIRIM","291530401A",85.13
"79","ITAMARAJU","291560101A",230.2
"80","ITAMBÉ","291580901C",21.2
"81","ITAPETINGA","291640101A",39.63
"82","ITAPICURU","291650001C",1.2
"83","ITARANTIM","291680701C",68
"84","ITATIM","291685601C",0
"85","ITIRUÇU","291690601C",0
"86","ITIÚBA","291700301C",10.4
"87","ITORORÓ","291710201A",75.88
"88","ITORORÓ","291710201C",80.8
"89","IUIÚ","291733401C",0
