"","municipio","codEstacao","Dia","PrecD"
"1","AFONSO BEZERRA","240030701C","01",0
"2","AFONSO BEZERRA","240030701C","02",0
"3","AFONSO BEZERRA","240030701C","03",0
"4","AFONSO BEZERRA","240030701C","04",0
"5","AFONSO BEZERRA","240030701C","05",0
"6","AFONSO BEZERRA","240030701C","06",0
"7","AFONSO BEZERRA","240030701C","07",0
"8","AFONSO BEZERRA","240030701C","08",0
"9","AFONSO BEZERRA","240030701C","09",0
"10","AFONSO BEZERRA","240030701C","10",0
"11","AFONSO BEZERRA","240030701C","11",0
"12","AFONSO BEZERRA","240030701C","12",0
"13","AFONSO BEZERRA","240030701C","13",0
"14","AFONSO BEZERRA","240030701C","14",0
"15","AFONSO BEZERRA","240030701C","15",0
"16","AFONSO BEZERRA","240030701C","25",0
"17","AFONSO BEZERRA","240030701C","26",0
"18","AFONSO BEZERRA","240030701C","27",0
"19","AFONSO BEZERRA","240030701C","28",0
"20","AFONSO BEZERRA","240030701C","29",0
"21","AFONSO BEZERRA","240030701C","30",0
"22","AFONSO BEZERRA","240030701C","31",0
"23","ALTO DO RODRIGUES","240070301A","01",0
"24","ALTO DO RODRIGUES","240070301A","02",0
"25","ALTO DO RODRIGUES","240070301A","03",0
"26","ALTO DO RODRIGUES","240070301A","04",0
"27","ALTO DO RODRIGUES","240070301A","05",0
"28","ALTO DO RODRIGUES","240070301A","06",0
"29","ALTO DO RODRIGUES","240070301A","07",0
"30","ALTO DO RODRIGUES","240070301A","08",0
"31","ALTO DO RODRIGUES","240070301A","09",0
"32","ALTO DO RODRIGUES","240070301A","10",0
"33","ALTO DO RODRIGUES","240070301A","11",0
"34","ALTO DO RODRIGUES","240070301A","12",0
"35","ALTO DO RODRIGUES","240070301A","13",0
"36","ALTO DO RODRIGUES","240070301A","14",0
"37","ALTO DO RODRIGUES","240070301A","15",0
"38","ALTO DO RODRIGUES","240070301A","20",0.99
"39","ALTO DO RODRIGUES","240070301A","24",0.2
"40","ALTO DO RODRIGUES","240070301A","26",0
"41","ALTO DO RODRIGUES","240070301A","27",2.37
"42","ALTO DO RODRIGUES","240070301A","28",0.6
"43","ALTO DO RODRIGUES","240070301A","29",0
"44","ALTO DO RODRIGUES","240070301A","30",0
"45","ALTO DO RODRIGUES","240070301A","31",0
"46","APODI","240100801A","01",0.6
"47","APODI","240100801A","02",0
"48","APODI","240100801A","03",0.79
"49","APODI","240100801A","04",0
"50","APODI","240100801A","05",0
"51","APODI","240100801A","06",0
"52","APODI","240100801A","07",0
"53","APODI","240100801A","08",0
"54","APODI","240100801A","09",0
"55","APODI","240100801A","10",0
"56","APODI","240100801A","11",0
"57","APODI","240100801A","12",0
"58","APODI","240100801A","13",0
"59","APODI","240100801A","14",0
"60","APODI","240100801A","15",0
"61","APODI","240100801A","20",0.2
"62","APODI","240100801A","22",4.91
"63","APODI","240100801A","23",18.72
"64","APODI","240100801A","26",0
"65","APODI","240100801A","27",0
"66","APODI","240100801A","28",0.4
"67","APODI","240100801A","29",0
"68","APODI","240100801A","30",0
"69","APODI","240100801A","31",0
"70","AUGUSTO SEVERO","240130501C","01",0
"71","AUGUSTO SEVERO","240130501C","02",0
"72","AUGUSTO SEVERO","240130501C","03",0
"73","AUGUSTO SEVERO","240130501C","04",0
"74","AUGUSTO SEVERO","240130501C","05",0
"75","AUGUSTO SEVERO","240130501C","06",0
"76","AUGUSTO SEVERO","240130501C","07",0
"77","AUGUSTO SEVERO","240130501C","08",0
"78","AUGUSTO SEVERO","240130501C","09",0
"79","AUGUSTO SEVERO","240130501C","10",0
"80","AUGUSTO SEVERO","240130501C","11",0
"81","AUGUSTO SEVERO","240130501C","12",0
"82","AUGUSTO SEVERO","240130501C","13",0
"83","AUGUSTO SEVERO","240130501C","14",0
"84","AUGUSTO SEVERO","240130501C","15",0
"85","AUGUSTO SEVERO","240130501C","25",0
"86","AUGUSTO SEVERO","240130501C","26",0
"87","AUGUSTO SEVERO","240130501C","27",0
"88","AUGUSTO SEVERO","240130501C","28",0
"89","AUGUSTO SEVERO","240130501C","29",0
"90","AUGUSTO SEVERO","240130501C","30",0
"91","AUGUSTO SEVERO","240130501C","31",0
"92","AÇU","240020801A","01",0
"93","AÇU","240020801A","02",0
"94","AÇU","240020801A","03",1.37
"95","AÇU","240020801A","04",0
"96","AÇU","240020801A","05",0
"97","AÇU","240020801A","06",0
"98","AÇU","240020801A","07",0
"99","AÇU","240020801A","08",0.99
"100","AÇU","240020801A","09",0
"101","AÇU","240020801A","10",0
"102","AÇU","240020801A","11",0
"103","AÇU","240020801A","12",0
"104","AÇU","240020801A","13",0.4
"105","AÇU","240020801A","14",4.14
"106","AÇU","240020801A","15",0
"107","AÇU","240020801A","20",0.59
"108","AÇU","240020801A","23",1
"109","AÇU","240020801A","26",0
"110","AÇU","240020801A","27",0.4
"111","AÇU","240020801A","28",0.2
"112","AÇU","240020801A","29",0
"113","AÇU","240020801A","30",0
"114","AÇU","240020801A","31",0.79
"115","BAÍA FORMOSA","240140401A","01",9.06
"116","BAÍA FORMOSA","240140401A","02",9.27
"117","BAÍA FORMOSA","240140401A","03",16.03
"118","BAÍA FORMOSA","240140401A","04",9.14
"119","BAÍA FORMOSA","240140401A","05",0.4
"120","BAÍA FORMOSA","240140401A","06",0
"121","BAÍA FORMOSA","240140401A","07",0.2
"122","BAÍA FORMOSA","240140401A","08",0.2
"123","BAÍA FORMOSA","240140401A","09",1.01
"124","BAÍA FORMOSA","240140401A","10",14.88
"125","BAÍA FORMOSA","240140401A","11",2.76
"126","BAÍA FORMOSA","240140401A","12",9.06
"127","BAÍA FORMOSA","240140401A","13",11.84
"128","BAÍA FORMOSA","240140401A","14",20.33
"129","BAÍA FORMOSA","240140401A","15",15.54
"130","BAÍA FORMOSA","240140401A","16",1.39
"131","BAÍA FORMOSA","240140401A","18",0.4
"132","BAÍA FORMOSA","240140401A","19",11.44
"133","BAÍA FORMOSA","240140401A","20",23.26
"134","BAÍA FORMOSA","240140401A","21",1.57
"135","BAÍA FORMOSA","240140401A","22",23.3
"136","BAÍA FORMOSA","240140401A","23",11.3
"137","BAÍA FORMOSA","240140401A","24",16.14
"138","BAÍA FORMOSA","240140401A","25",1.61
"139","BAÍA FORMOSA","240140401A","26",4.34
"140","BAÍA FORMOSA","240140401A","27",74.43
"141","BAÍA FORMOSA","240140401A","28",5.32
"142","BAÍA FORMOSA","240140401A","29",0.2
"143","BAÍA FORMOSA","240140401A","30",1.97
"144","BAÍA FORMOSA","240140401A","31",10.26
"145","CAICÓ","240200601A","01",2.36
"146","CAICÓ","240200601A","02",0
"147","CAICÓ","240200601A","03",1.97
"148","CAICÓ","240200601A","04",0
"149","CAICÓ","240200601A","05",0
