"","municipio","codEstacao","PrecM"
"1","ALCÂNTARA","210020401A",4.8
"2","ALTO ALEGRE DO MARANHÃO","210043601A",1.2
"3","ALTO ALEGRE DO PINDARÉ","210047701A",0.4
"4","APICUM-AÇU","210083201A",0.4
"5","ARAIOSES","210090701A",0.2
"6","ARAME","210095601A",0
"7","ARARI","210100401A",3.8
"8","BACABAL","210120201A",0.2
"9","BACABAL","210120202A",5
"10","BACURI","210130101A",5.2
"11","BALSAS","210140001A",0
"12","BELA VISTA DO MARANHÃO","210177201A",17.6
"13","BENEDITO LEITE","210180601A",0
"14","BOA VISTA DO GURUPI","210197001A",46.2
"15","BURITI","210220001A",0
"16","BURITICUPU","210232501A",0.2
"17","CAJARI","210250701A",0.2
"18","CANTANHEDE","210270501A",0
"19","CAXIAS","210300001A",0
"20","CAXIAS","210300002A",0
"21","CAXIAS","210300003A",0
"22","CENTRO DO GUILHERME","210315801A",4.8
"23","CHAPADINHA","210320801A",0
"24","CODÓ","210330701A",0
"25","CODÓ","210330702A",0.2
"26","COELHO NETO","210340601A",0
"27","COELHO NETO","210340602A",0
"28","COLINAS","210350501A",0
"29","CONCEIÇÃO DO LAGO-AÇU","210355401A",0
"30","COROATÁ","210360401A",7
"31","DUQUE BACELAR","210390101A",0
"32","ESPERANTINÓPOLIS","210400801A",1.2
"33","FORTALEZA DOS NOGUEIRAS","210410701A",0
"34","FORTUNA","210420601A",0
"35","GRAJAÚ","210480001A",0
"36","GRAJAÚ","210480002A",0
"37","ICATU","210510401A",7
"38","IGARAPÉ DO MEIO","210515301A",1.8
"39","IMPERATRIZ","210530201A",0.2
"40","IMPERATRIZ","210530202A",0
"41","IMPERATRIZ","210530203A",0
"42","IMPERATRIZ","210530204A",0.8
"43","ITAPECURU MIRIM","210540101A",8
"44","JATOBÁ","210545001A",0
"45","LAGO DA PEDRA","210570801A",0.4
"46","LAGO DO JUNCO","210580701A",2
"47","LAGO DOS RODRIGUES","210594801A",0
"48","LAGO VERDE","210590601A",15.4
"49","MAGALHÃES DE ALMEIDA","210630001A",0
"50","MATÕES","210660701A",0
"51","MATÕES DO NORTE","210663101A",11.8
"52","MIRADOR","210670601A",0
"53","MIRANDA DO NORTE","210675501A",21
"54","MIRINZAL","210680501A",5
"55","MONÇÃO","210690401A",7.8
"56","NINA RODRIGUES","210720901A",0
"57","OLINDA NOVA DO MARANHÃO","210745601A",0
"58","PALMEIRÂNDIA","210760501A",0
"59","PARNARAMA","210780301A",0
"60","PAÇO DO LUMIAR","210750601A",0.4
"61","PEDREIRAS","210820701A",0
"62","PENALVA","210830601A",2.4
"63","PERITORÓ","210845401A",2.4
"64","PINDARÉ-MIRIM","210850401A",5.4
"65","PIO XII","210870201A",0.8
"66","PIRAPEMAS","210880101A",5.2
"67","POÇÃO DE PEDRAS","210890001A",0
"68","PRESIDENTE DUTRA","210910601A",0
"69","PRESIDENTE VARGAS","210930401A",0
"70","RAPOSA","210945201A",0
"71","ROSÁRIO","210960101A",10
"72","SANTA FILOMENA DO MARANHÃO","210975901A",0
"73","SANTA HELENA","210980901A",20.2
"74","SANTA LUZIA","211000501A",0
"75","SANTA QUITÉRIA DO MARANHÃO","211010401A",0
"76","SATUBINHA","211172201A",4.8
"77","SÃO BERNARDO","211060901A",5.2
"78","SÃO FÉLIX DE BALSAS","211080701A",0
"79","SÃO LUÍS","211130002A",10.4
"80","SÃO LUÍS","211130003A",1
"81","SÃO LUÍS","211130004A",9.6
"82","SÃO LUÍS","211130005A",0
"83","SÃO LUÍS","211130006A",7.4
"84","SÃO LUÍS","211130007A",0.8
"85","SÃO LUÍS","211130008A",1.4
"86","SÃO LUÍS","211130009A",0
"87","SÃO LUÍS","211130010A",0
"88","SÃO LUÍS","211130011A",1.4
"89","SÃO LUÍS GONZAGA DO MARANHÃO","211140901A",10.4
"90","SÃO MATEUS DO MARANHÃO","211150801A",7
"91","TIMBIRAS","211210001A",0
"92","TIMON","211220901A",0
"93","TRIZIDELA DO VALE","211223301A",0
"94","TUFILÂNDIA","211227401A",0.4
"95","TURILÂNDIA","211245601A",21.2
"96","VARGEM GRANDE","211270401A",4.4
"97","VIANA","211280301A",14
"98","VITÓRIA DO MEARIM","211290201A",19.6
