"","municipio","codEstacao","PrecM"
"1","ALCÂNTARA","210020401A",4.2
"2","ALTO ALEGRE DO MARANHÃO","210043601A",0
"3","ALTO ALEGRE DO PINDARÉ","210047701A",0.2
"4","ALTO PARNAÍBA","210050102A",0.99
"5","APICUM-AÇU","210083201A",4
"6","ARAIOSES","210090701A",0
"7","ARAME","210095601A",14.6
"8","ARARI","210100401A",29
"9","BACABAL","210120201A",0.2
"10","BACABAL","210120202A",0.2
"11","BACURI","210130101A",24.4
"12","BALSAS","210140001A",0.4
"13","BELA VISTA DO MARANHÃO","210177201A",0.4
"14","BENEDITO LEITE","210180601A",0
"15","BREJO","210210102A",0
"16","BURITI","210220001A",0
"17","BURITICUPU","210232501A",0.2
"18","CAJARI","210250701A",0
"19","CANTANHEDE","210270501A",0
"20","CAXIAS","210300001A",0
"21","CAXIAS","210300002A",0
"22","CAXIAS","210300003A",0
"23","CENTRO DO GUILHERME","210315801A",3.6
"24","CHAPADINHA","210320801A",0.6
"25","CHAPADINHA","210320802A",0
"26","CODÓ","210330701A",0
"27","CODÓ","210330702A",0
"28","COELHO NETO","210340601A",0
"29","COELHO NETO","210340602A",0.2
"30","COLINAS","210350501A",0
"31","CONCEIÇÃO DO LAGO-AÇU","210355401A",8.4
"32","COROATÁ","210360401A",0
"33","DUQUE BACELAR","210390101A",0
"34","FORTALEZA DOS NOGUEIRAS","210410701A",12.6
"35","FORTUNA","210420601A",0
"36","GRAJAÚ","210480001A",0
"37","ICATU","210510401A",57.2
"38","IGARAPÉ DO MEIO","210515301A",0.2
"39","IMPERATRIZ","210530201A",0
"40","IMPERATRIZ","210530202A",0
"41","IMPERATRIZ","210530203A",0
"42","IMPERATRIZ","210530204A",0
"43","ITAPECURU MIRIM","210540101A",0
"44","JATOBÁ","210545001A",0
"45","LAGO DA PEDRA","210570801A",0
"46","LAGO DO JUNCO","210580701A",0
"47","LAGO DOS RODRIGUES","210594801A",0
"48","LAGO VERDE","210590601A",0
"49","LAGOA GRANDE DO MARANHÃO","210596302A",0
"50","MAGALHÃES DE ALMEIDA","210630001A",2.2
"51","MARAJÁ DO SENA","210635902A",0.79
"52","MATÕES","210660701A",0
"53","MATÕES DO NORTE","210663101A",13.2
"54","MIRADOR","210670601A",0
"55","MIRANDA DO NORTE","210675501A",42
"56","MIRINZAL","210680501A",7.4
"57","MONÇÃO","210690401A",0
"58","NINA RODRIGUES","210720901A",0.8
"59","OLINDA NOVA DO MARANHÃO","210745601A",0.2
"60","PALMEIRÂNDIA","210760501A",0.2
"61","PARNARAMA","210780301A",0
"62","PEDREIRAS","210820701A",0
"63","PENALVA","210830601A",0
"64","PERITORÓ","210845401A",0
"65","PINDARÉ-MIRIM","210850401A",0
"66","PIRAPEMAS","210880101A",0
"67","POÇÃO DE PEDRAS","210890001A",0
"68","PRESIDENTE DUTRA","210910601A",0
"69","PRESIDENTE VARGAS","210930401A",0
"70","RAPOSA","210945201A",18.2
"71","ROSÁRIO","210960101A",16220.8
"72","SANTA FILOMENA DO MARANHÃO","210975901A",0
"73","SANTA HELENA","210980901A",4.2
"74","SANTA LUZIA","211000501A",0.4
"75","SANTA QUITÉRIA DO MARANHÃO","211010401A",15.4
"76","SANTO AMARO DO MARANHÃO","211027802A",0.4
"77","SATUBINHA","211172201A",0.6
"78","SÃO FÉLIX DE BALSAS","211080701A",0
"79","SÃO LUÍS","211130002A",8
"80","SÃO LUÍS","211130003A",32.2
"81","SÃO LUÍS","211130004A",17.2
"82","SÃO LUÍS","211130005A",28.6
"83","SÃO LUÍS","211130006A",12.2
"84","SÃO LUÍS","211130007A",9.6
"85","SÃO LUÍS","211130008A",29.2
"86","SÃO LUÍS","211130009A",2.4
"87","SÃO LUÍS","211130010A",33
"88","SÃO LUÍS GONZAGA DO MARANHÃO","211140901A",0.8
"89","SÃO MATEUS DO MARANHÃO","211150801A",0.2
"90","SÃO PEDRO DA ÁGUA BRANCA","211153202A",18
"91","TIMBIRAS","211210001A",0
"92","TIMON","211220901A",0
"93","TRIZIDELA DO VALE","211223301A",0
"94","TUFILÂNDIA","211227401A",0
"95","TURILÂNDIA","211245601A",9.8
"96","VARGEM GRANDE","211270401A",0.2
"97","VIANA","211280301A",2.2
"98","VITÓRIA DO MEARIM","211290201A",0
