"","municipio","codEstacao","PrecM"
"1","ACARAÚ","230020001A",0
"2","ACARAÚ","230020002A",0
"3","ALCÂNTARAS","230050701C",47
"4","ALTO SANTO","230070501C",42.4
"5","AMONTADA","230075402A",7.7
"6","AMONTADA","230075403A",5.94
"7","AURORA","230170301A",0
"8","BANABUIÚ","230185101C",0.2
"9","BARBALHA","230190101C",0
"10","BARRO","230200801C",0
"11","BATURITÉ","230210701A",121.4
"12","BATURITÉ","230210701C",0
"13","BOA VIAGEM","230240401A",60.26
"14","CAMPOS SALES","230270101C",0
"15","CANINDÉ","230280001C",53.2
"16","CANINDÉ","230280002A",37.8
"17","CARIDADE","230300601A",16.6
"18","CARIRIAÇU","230320401C",0
"19","CARIRÉ","230310501C",25
"20","CATARINA","230360001C",21.4
"21","CAUCAIA","230370901A",120.33
"22","CAUCAIA","230370902A",114.29
"23","CAUCAIA","230370903A",107.49
"24","CAUCAIA","230370904A",97
"25","CHAVAL","230390701A",55.6
"26","COREAÚ","230400401A",22.4
"27","COREAÚ","230400401C",0
"28","CRATEÚS","230410301A",3.2
"29","CRATEÚS","230410302A",3.2
"30","CRATO","230420201A",1.59
"31","CRATO","230420202A",0.2
"32","FARIAS BRITO","230430101C",0
"33","FORQUILHA","230435001A",22.82
"34","FORQUILHA","230435001C",26.8
"35","FORTALEZA","230440001A",138.48
"36","FORTALEZA","230440004A",132.39
"37","FORTALEZA","230440005A",69.35
"38","FORTALEZA","230440005H",0
"39","FORTALEZA","230440006A",122.08
"40","FORTALEZA","230440007A",22.24
"41","FORTALEZA","230440008A",1.2
"42","FORTALEZA","230440011A",131.03
"43","FORTALEZA","230440014A",47.42
"44","GENERAL SAMPAIO","230460801C",0
"45","GRANJA","230470701A",28.4
"46","GRANJA","230470702A",31
"47","GUARACIABA DO NORTE","230500101C",21.8
"48","ICAPUÍ","230535701C",0
"49","ICÓ","230540701A",1.2
"50","ICÓ","230540701C",1.6
"51","ICÓ","230540702A",0.4
"52","IGUATU","230550601A",4.8
"53","IGUATU","230550602A",0
"54","IRACEMA","230600901C",0.2
"55","ITAIÇABA","230620701A",60.6
"56","ITAPAGÉ","230630601C",44
"57","ITAPIPOCA","230640501C",1.6
"58","ITATIRA","230660301C",0
"59","JAGUARIBARA","230680101C",6.6
"60","JAGUARIBE","230690001C",67.2
"61","JAGUARUANA","230700701A",25.14
"62","JAGUARUANA","230700701C",0
"63","JAGUARUANA","230700702A",37.06
"64","JAGUARUANA","230700703A",43.46
"65","JAGUARUANA","230700704A",22.26
"66","JAGUARUANA","230700705A",23.29
"67","JATI","230720501C",2.2
"68","JUAZEIRO DO NORTE","230730401A",4.14
"69","JUAZEIRO DO NORTE","230730401C",8.8
"70","JUCÁS","230740301C",0
"71","LAVRAS DA MANGABEIRA","230750201A",1.4
"72","LAVRAS DA MANGABEIRA","230750201C",1.2
"73","MADALENA","230763501A",69.4
"74","MARACANAÚ","230765001A",50.4
"75","MARACANAÚ","230765002A",41.4
"76","MARACANAÚ","230765003A",48.2
"77","MARACANAÚ","230765004A",47
"78","MARANGUAPE","230770001A",63.4
"79","MARANGUAPE","230770002A",22
"80","MASSAPÊ","230800501A",74.38
"81","MAURITI","230810401C",0.4
"82","MERUOCA","230820301A",84.8
"83","MILAGRES","230830201C",0
"84","MILHÃ","230835101C",41
"85","MISSÃO VELHA","230840101A",0.4
"86","MISSÃO VELHA","230840101C",78.4
"87","MORADA NOVA","230870801C",35.8
"88","MORADA NOVA","230870803A",0
"89","MORAÚJO","230880701A",43.6
"90","NOVA RUSSAS","230930001C",2.8
"91","OCARA","230945801C",0
"92","PACAJUS","230960701C",0.8
"93","PACOTI","230980501A",101.8
"94","PACUJÁ","230990401A",13.2
"95","PEDRA BRANCA","231050602A",42.78
"96","PENTECOSTE","231070401C",49.8
"97","QUIXELÔ","231135501C",0
"98","QUIXERAMOBIM","231140501A",90.03
"99","QUIXERAMOBIM","231140501C",89.2
"100","QUIXERÉ","231150401A",38.4
"101","REDENÇÃO","231160301C",27
"102","RERIUTABA","231170201C",13.2
"103","RUSSAS","231180101A",39.4
"104","RUSSAS","231180102A",72.4
"105","SENADOR POMPEU","231270001A",61.27
"106","SOLONÓPOLE","231300501C",50.4
"107","SÃO BENEDITO","231230401C",2
"108","TABULEIRO DO NORTE","231310401A",59.8
"109","TABULEIRO DO NORTE","231310401C",53.2
"110","TARRAFAS","231325201C",0
"111","UMARI","231370801C",0
"112","UMIRIM","231375701C",0
"113","VIÇOSA DO CEARÁ","231410201A",2
"114","VIÇOSA DO CEARÁ","231410202A",18
"115","VÁRZEA ALEGRE","231400301C",0
