"","municipio","codEstacao","PrecM"
"1","AMONTADA","230075401A",0.39
"2","AMONTADA","230075402A",63.2
"3","AMONTADA","230075403A",65.76
"4","AURORA","230170301A",52.15
"5","BELA CRUZ","230230501A",46.33
"6","BOA VIAGEM","230240401A",37.64
"7","CAUCAIA","230370901A",130.77
"8","CAUCAIA","230370903A",55.04
"9","CAUCAIA","230370904A",51.2
"10","CAUCAIA","230370905A",138.83
"11","CAUCAIA","230370906A",132.81
"12","CRATO","230420201A",28.95
"13","CRATO","230420202A",16.11
"14","FORTALEZA","230440001A",165.84
"15","FORTALEZA","230440002A",101.04
"16","FORTALEZA","230440003A",134.85
"17","FORTALEZA","230440004A",135.79
"18","FORTALEZA","230440005A",132.92
"19","FORTALEZA","230440006A",57.27
"20","FORTALEZA","230440007A",123.14
"21","FORTALEZA","230440008A",132
"22","FORTALEZA","230440009A",132.53
"23","FORTALEZA","230440010A",125.19
"24","FORTALEZA","230440011A",124.89
"25","FORTALEZA","230440012A",162.8
"26","FORTALEZA","230440014A",105.94
"27","FORTALEZA","230440015A",0
"28","FORTALEZA","230440016A",135.34
"29","IRAUÇUBA","230610801A",32.75
"30","JAGUARUANA","230700701A",23.73
"31","JAGUARUANA","230700702A",21.94
"32","JAGUARUANA","230700703A",21.71
"33","JAGUARUANA","230700705A",12.66
"34","JAGUARUANA","230700706A",0
"35","JUAZEIRO DO NORTE","230730401A",28.55
"36","LIMOEIRO DO NORTE","230760101A",0.99
"37","MARCO","230780901A",40.16
"38","MASSAPÊ","230800501A",35.71
"39","MAURITI","230810401A",75.04
"40","MORADA NOVA","230870802A",4.74
"41","MORADA NOVA","230870803A",5.73
"42","MORADA NOVA","230870804A",4.95
"43","MORADA NOVA","230870805A",4.58
"44","MORRINHOS","230890601A",55.75
"45","PEDRA BRANCA","231050601A",121.49
"46","PEDRA BRANCA","231050602A",154.12
"47","QUIXERAMOBIM","231140501A",18.57
"48","SANTANA DO ACARAÚ","231200701A",42.94
"49","SOBRAL","231290801A",34.11
"50","SOBRAL","231290802A",30.56
"51","SOBRAL","231290803A",36.66
