"","municipio","codEstacao","PrecM"
"1","ACARAÚ","230020001A",43.2
"2","ACARAÚ","230020002A",38
"3","ACOPIARA","230030901U",20.2
"4","ALCÂNTARAS","230050701C",24.6
"5","ALTO SANTO","230070501C",24.6
"6","AMONTADA","230075401A",34.32
"7","AMONTADA","230075402A",48.43
"8","AMONTADA","230075403A",34.69
"9","ARACATI","230110901C",3
"10","ARACOIABA","230120801C",9.6
"11","ARATUBA","230140601C",52.4
"12","ASSARÉ","230160401C",0
"13","AURORA","230170301A",3.96
"14","AURORA","230170301U",3.2
"15","BANABUIÚ","230185101C",20.6
"16","BARBALHA","230190101C",0
"17","BARRO","230200801C",1
"18","BATURITÉ","230210701A",17.6
"19","BATURITÉ","230210701C",17.4
"20","BELA CRUZ","230230501A",28.01
"21","BOA VIAGEM","230240401A",2.19
"22","BREJO SANTO","230250301C",1.6
"23","CAMPOS SALES","230270101C",0
"24","CANINDÉ","230280001A",17.4
"25","CANINDÉ","230280001C",19.2
"26","CANINDÉ","230280002A",17
"27","CAPISTRANO","230290901C",24.4
"28","CARIDADE","230300601A",31.6
"29","CARIDADE","230300601U",14.8
"30","CARIRIAÇU","230320401C",1.2
"31","CARIRÉ","230310501C",5.2
"32","CATARINA","230360001C",5.8
"33","CAUCAIA","230370901A",161.48
"34","CAUCAIA","230370902A",173.39
"35","CAUCAIA","230370903A",198.07
"36","CAUCAIA","230370904A",0
"37","CAUCAIA","230370905A",0
"38","CEDRO","230380801U",13
"39","CHAVAL","230390701A",8.6
"40","COREAÚ","230400401A",24.8
"41","COREAÚ","230400401C",21.2
"42","CRATEÚS","230410301A",7
"43","CRATEÚS","230410301C",36.2
"44","CRATEÚS","230410302A",45.2
"45","CRATO","230420201A",2.56
"46","CRATO","230420202A",284.99
"47","FARIAS BRITO","230430101C",0.2
"48","FORQUILHA","230435001A",7.88
"49","FORQUILHA","230435001C",6.8
"50","FORTALEZA","230440001A",152.01
"51","FORTALEZA","230440003A",0
"52","FORTALEZA","230440004A",143.51
"53","FORTALEZA","230440005A",0
"54","FORTALEZA","230440006A",130.4
"55","FORTALEZA","230440008A",0
"56","FORTALEZA","230440009A",157.07
"57","FORTALEZA","230440010A",125.06
"58","FORTALEZA","230440011A",118.46
"59","FORTALEZA","230440012A",0.42
"60","FORTALEZA","230440015A",139.27
"61","FORTALEZA","230440016A",158.61
"62","FRECHEIRINHA","230450901C",13.6
"63","GENERAL SAMPAIO","230460801C",24.8
"64","GRANJA","230470702A",24
"65","GUARACIABA DO NORTE","230500101C",35
"66","IBICUITINGA","230533201C",11.6
"67","ICAPUÍ","230535701C",19
"68","ICÓ","230540701A",0.6
"69","ICÓ","230540701C",1
"70","ICÓ","230540702A",0
"71","IGUATU","230550601A",9.6
"72","IGUATU","230550602A",14.6
"73","IPAPORANGA","230565401C",2.4
"74","IRACEMA","230600901C",0.6
"75","IRAUÇUBA","230610801A",14
"76","ITAIÇABA","230620701A",4.4
"77","ITAPAGÉ","230630601C",29.8
"78","ITAPIPOCA","230640501C",88.2
"79","ITAPIÚNA","230650401U",19.8
"80","ITATIRA","230660301C",9.2
"81","JAGUARETAMA","230670201C",0.2
"82","JAGUARIBARA","230680101C",10.4
"83","JAGUARIBE","230690001C",1.4
"84","JAGUARUANA","230700701A",0.8
"85","JAGUARUANA","230700701C",3.4
"86","JAGUARUANA","230700702A",6.5
"87","JAGUARUANA","230700703A",3.18
"88","JAGUARUANA","230700704A",0.6
"89","JAGUARUANA","230700705A",3.94
"90","JAGUARUANA","230700706A",1.97
"91","JATI","230720501C",0.2
"92","JUAZEIRO DO NORTE","230730401A",0
"93","JUAZEIRO DO NORTE","230730401C",0
"94","JUCÁS","230740301C",17.2
"95","LAVRAS DA MANGABEIRA","230750201A",11.4
"96","LAVRAS DA MANGABEIRA","230750201C",0
"97","LAVRAS DA MANGABEIRA","230750207H",11.6
"98","LIMOEIRO DO NORTE","230760101A",0
"99","LIMOEIRO DO NORTE","230760101C",2.6
"100","MADALENA","230763501A",16.4
"101","MADALENA","230763501U",0.8
"102","MARACANAÚ","230765001A",134.6
"103","MARACANAÚ","230765002A",185
"104","MARACANAÚ","230765003A",198.6
"105","MARACANAÚ","230765004A",208.4
"106","MARANGUAPE","230770001A",171
"107","MARANGUAPE","230770002A",50.8
"108","MARCO","230780901A",35.65
"109","MASSAPÊ","230800501A",12.35
"110","MASSAPÊ","230800501C",13.4
"111","MAURITI","230810401A",3.75
"112","MAURITI","230810401C",1.2
"113","MERUOCA","230820301A",48.8
"114","MILAGRES","230830201C",1.6
"115","MILHÃ","230835101C",2.8
"116","MISSÃO VELHA","230840101A",0
"117","MISSÃO VELHA","230840101C",0
"118","MOMBAÇA","230850001C",0
"119","MORADA NOVA","230870801C",3
"120","MORADA NOVA","230870802A",3.4
"121","MORADA NOVA","230870803A",5.31
"122","MORADA NOVA","230870804A",3.54
"123","MORADA NOVA","230870805A",3.74
"124","MORAÚJO","230880701A",26
"125","MORRINHOS","230890601A",33.47
"126","NOVA RUSSAS","230930001C",3
"127","OCARA","230945801C",8.8
"128","PACAJUS","230960701C",7.6
"129","PACOTI","230980501A",62.6
"130","PACUJÁ","230990401A",5.2
"131","PEDRA BRANCA","231050601A",3.2
"132","PEDRA BRANCA","231050601C",14.4
"133","PEDRA BRANCA","231050602A",14.08
"134","PENTECOSTE","231070401C",43.2
"135","PEREIRO","231080301C",0.6
"136","PIQUET CARNEIRO","231090201C",0
"137","QUIXADÁ","231130601C",3.4
"138","QUIXELÔ","231135501C",0
"139","QUIXERAMOBIM","231140501A",9.26
"140","QUIXERAMOBIM","231140501C",7
"141","QUIXERÉ","231150401A",7.4
"142","REDENÇÃO","231160301C",27.2
