"","municipio","codEstacao","Dia","PrecD"
"1","Amontada","230075401A","01",4.930272309
"2","Amontada","230075401A","02",0
"3","Amontada","230075401A","03",0
"4","Amontada","230075401A","04",0
"5","Amontada","230075401A","05",2.961324629
"6","Amontada","230075401A","06",18.755731686
"7","Amontada","230075401A","07",0
"8","Amontada","230075401A","08",0
"9","Amontada","230075401A","09",46.788891038
"10","Amontada","230075401A","10",24.651853399
"11","Amontada","230075401A","11",45.681772009
"12","Amontada","230075401A","12",24.434878414
"13","Amontada","230075401A","13",0.2
"14","Amontada","230075401A","14",3.947454342
"15","Amontada","230075401A","15",7.134391288
"16","Amontada","230075401A","16",0
"17","Amontada","230075401A","17",0
"18","Amontada","230075401A","18",5.720263839
"19","Amontada","230075401A","19",3.352560239
"20","Amontada","230075401A","20",0
"21","Amontada","230075401A","21",2.75906748
"22","Amontada","230075401A","22",0
"23","Amontada","230075401A","23",0.2
"24","Amontada","230075401A","24",7.696624447
"25","Amontada","230075401A","25",0
"26","Amontada","230075401A","26",0
"27","Amontada","230075401A","27",0
"28","Amontada","230075401A","28",0
"29","Amontada","230075401A","29",0
"30","Amontada","230075401A","30",0
"31","Amontada","230075401A","31",0
"32","Amontada","230075402A","01",5.140048988
"33","Amontada","230075402A","02",0
"34","Amontada","230075402A","03",0
"35","Amontada","230075402A","04",0
"36","Amontada","230075402A","05",0.4
"37","Amontada","230075402A","06",0
"38","Amontada","230075402A","07",0
"39","Amontada","230075402A","08",0
"40","Amontada","230075402A","09",1.96796659
"41","Amontada","230075402A","10",7.485490449
"42","Amontada","230075402A","11",34.285753075
"43","Amontada","230075402A","12",29.17170578
"44","Amontada","230075402A","13",0.4
"45","Amontada","230075402A","14",12.658730103
"46","Amontada","230075402A","15",8.12314
"47","Amontada","230075402A","16",0
"48","Amontada","230075402A","17",0
"49","Amontada","230075402A","18",11.611884806
"50","Amontada","230075402A","19",10.434510999
"51","Amontada","230075402A","20",0
"52","Amontada","230075402A","21",2.363504949
"53","Amontada","230075402A","22",0
