"","municipio","codEstacao","PrecM"
"1","AFONSO BEZERRA","240030701C",0
"2","ALTO DO RODRIGUES","240070301A",2.18
"3","APODI","240100801A",0
"4","AUGUSTO SEVERO","240130501C",0
"5","AÇU","240020801A",0.2
"6","BAÍA FORMOSA","240140401A",68.07
"7","CAICÓ","240200601A",2.95
"8","CAICÓ","240200601C",0.2
"9","CANGUARETAMA","240220401A",63.45
"10","CANGUARETAMA","240220402A",66.09
"11","CARAÚBAS","240230301C",0
"12","CARNAUBAIS","240250101A",0
"13","CEARÁ-MIRIM","240260001A",50.41
"14","CEARÁ-MIRIM","240260002A",43.46
"15","GOIANINHA","240420001A",47.75
"16","GUAMARÉ","240450701A",6.54
"17","IPANGUAÇU","240470501A",0.79
"18","ITAJÁ","240485301A",0.2
"19","JARDIM DE PIRANHAS","240560301A",0.39
"20","JARDIM DO SERIDÓ","240570201C",0.2
"21","JOÃO CÂMARA","240580101A",18.76
"22","JOÃO CÂMARA","240580101C",1.6
"23","LAGOA NOVA","240650201C",0
"24","MACAU","240720301A",5.73
"25","MAXARANGUAPE","240750001A",51.37
"26","MOSSORÓ","240800302A",0.6
"27","MOSSORÓ","240800303A",0
"28","MOSSORÓ","240800304A",0.99
"29","MOSSORÓ","240800305A",0.99
"30","MOSSORÓ","240800306A",0.2
"31","MOSSORÓ","240800307A",0.2
"32","MOSSORÓ","240800308A",0.2
"33","NATAL","240810201A",60.95
"34","NATAL","240810202A",65.03
"35","NATAL","240810203A",58.03
"36","NATAL","240810204A",66.65
"37","NATAL","240810205A",53.89
"38","NATAL","240810206A",46.88
"39","NATAL","240810207A",55.24
"40","NATAL","240810208A",53.11
"41","NOVA CRUZ","240830001C",40.6
"42","PARELHAS","240890401C",0
"43","PATU","240930801A",0.2
"44","PAU DOS FERROS","240940701C",0
"45","PENDÊNCIAS","240990201A",2.78
"46","RIACHO DE SANTANA","241080101C",1.4
"47","SANTA CRUZ","241120501C",22.4
"48","SÃO JOSÉ DE MIPIBU","241220301A",67.29
"49","SÃO JOSÉ DE MIPIBU","241220302A",42.31
"50","SÃO MIGUEL","241250001C",16.6
"51","SÃO PAULO DO POTENGI","241260901C",21
"52","TOUROS","241440701A",64.28
"53","VÁRZEA","241470401A",43.23
