"","municipio","codEstacao","PrecM"
"1","AFONSO BEZERRA","240030701C",0
"2","ALTO DO RODRIGUES","240070301A",0.4
"3","APODI","240100801A",5.51
"4","AUGUSTO SEVERO","240130501C",0
"5","AÇU","240020801A",0
"6","CAICÓ","240200601C",0
"7","CANGUARETAMA","240220401A",30.21
"8","CANGUARETAMA","240220402A",21.07
"9","CARAÚBAS","240230301C",0
"10","CEARÁ-MIRIM","240260001A",16.98
"11","CEARÁ-MIRIM","240260002A",39.6
"12","GOIANINHA","240420001A",24.27
"13","IPANGUAÇU","240470501A",0
"14","JOÃO CÂMARA","240580101C",5.8
"15","JOÃO CÂMARA","260810701A",4.96
"16","MARCELINO VIEIRA","240730201C",0
"17","MONTE ALEGRE","240780701C",0
"18","MOSSORÓ","240800302A",0
"19","MOSSORÓ","240800303A",0
"20","MOSSORÓ","240800304A",0
"21","MOSSORÓ","240800305A",0
"22","MOSSORÓ","240800306A",0
"23","MOSSORÓ","240800307A",0
"24","MOSSORÓ","240800308A",0
"25","NATAL","240810201A",14.98
"26","NATAL","240810202A",22.55
"27","NATAL","240810203A",24.46
"28","NATAL","240810204A",15.43
"29","NATAL","240810206A",22.75
"30","NATAL","240810207A",23.69
"31","NATAL","240810208A",27.45
"32","NOVA CRUZ","240830001C",0
"33","PARELHAS","240890401C",0
"34","PATU","240930801A",1
"35","PAU DOS FERROS","240940701C",0
"36","PENDÊNCIAS","240990201A",0.2
"37","SÃO BENTO DO NORTE","241160101C",0.4
"38","SÃO MIGUEL","241250001C",0
"39","SÃO PAULO DO POTENGI","241260901C",0
"40","SÃO TOMÉ","241290601C",0
"41","TAIPU","241390401C",0
"42","VÁRZEA","241470401A",16.21
