"","municipio","codEstacao","PrecM"
"1","AFONSO BEZERRA","240030701C",0.8
"2","ALTO DO RODRIGUES","240070301A",0.4
"3","ANTÔNIO MARTINS","240090101C",0
"4","APODI","240100801A",0
"5","AUGUSTO SEVERO","240130501C",0
"6","AÇU","240020801A",0
"7","BAÍA FORMOSA","240140401A",26.1
"8","CAICÓ","240200601A",0
"9","CAICÓ","240200601C",0
"10","CANGUARETAMA","240220401A",19.67
"11","CANGUARETAMA","240220402A",20.93
"12","CARAÚBAS","240230301C",0
"13","CARNAUBAIS","240250101A",0
"14","CEARÁ-MIRIM","240260001A",21.56
"15","CURRAIS NOVOS","240310301U",0
"16","EXTREMOZ","240360801A",6.96
"17","GOIANINHA","240420001A",10.54
"18","GUAMARÉ","240450701A",0
"19","ITAJÁ","240485301A",0
"20","JARDIM DE PIRANHAS","240560301A",0
"21","JARDIM DO SERIDÓ","240570201C",0
"22","JOÃO CÂMARA","240580101A",6.14
"23","JOÃO CÂMARA","240580101C",5.4
"24","JUCURUTU","240610601A",0
"25","LAGOA NOVA","240650201C",0
"26","MACAU","240720301A",0
"27","MARCELINO VIEIRA","240730201C",0
"28","MAXARANGUAPE","240750001A",37.44
"29","MOSSORÓ","240800302A",0
"30","MOSSORÓ","240800303A",0.2
"31","MOSSORÓ","240800304A",0
"32","MOSSORÓ","240800305A",0.2
"33","MOSSORÓ","240800306A",0
"34","MOSSORÓ","240800307A",0
"35","MOSSORÓ","240800308A",0.59
"36","NATAL","240810201A",42.99
"37","NATAL","240810202A",37.29
"38","NATAL","240810203A",36.03
"39","NATAL","240810204A",28.96
"40","NATAL","240810205A",47.35
"41","NATAL","240810206A",38.39
"42","NATAL","240810207A",0
"43","NATAL","240810208A",0
"44","NOVA CRUZ","240830001C",6
"45","PARELHAS","240890401C",0
"46","PATU","240930801A",0
"47","PAU DOS FERROS","240940701C",0
"48","PENDÊNCIAS","240990201A",0
"49","PORTO DO MANGUE","241025601A",0
"50","RIACHO DE SANTANA","241080101C",4.4
"51","SANTA CRUZ","241120501C",0
"52","SERRA DO MEL","241335901U",0
"53","SÃO JOSÉ DE MIPIBU","241220301A",19.59
"54","SÃO JOSÉ DE MIPIBU","241220302A",10.5
"55","SÃO MIGUEL","241250001C",1.4
"56","SÃO PAULO DO POTENGI","241260901C",2
"57","SÃO RAFAEL","241280701A",0.79
"58","SÃO RAFAEL","241280701U",0
"59","SÃO TOMÉ","241290601C",0.2
"60","TAIPU","241390401C",0
"61","TOUROS","241440701A",11.92
"62","UPANEMA","241460501A",0.2
"63","VÁRZEA","241470401A",6.8
