;municipio;codEstacao;Dia;PrecD
1;ALTO ALEGRE DO MARANHÃO;210043601A;1;41,6
2;ALTO ALEGRE DO MARANHÃO;210043601A;2;28,8
3;ALTO ALEGRE DO MARANHÃO;210043601A;3;2
4;ALTO ALEGRE DO MARANHÃO;210043601A;4;0
5;ALTO ALEGRE DO MARANHÃO;210043601A;5;0,2
6;ALTO ALEGRE DO MARANHÃO;210043601A;6;0
7;ALTO ALEGRE DO MARANHÃO;210043601A;7;2,2
8;ALTO ALEGRE DO MARANHÃO;210043601A;8;0
9;ALTO ALEGRE DO MARANHÃO;210043601A;9;0
10;ALTO ALEGRE DO MARANHÃO;210043601A;10;0
11;ALTO ALEGRE DO MARANHÃO;210043601A;11;2,2
12;ALTO ALEGRE DO MARANHÃO;210043601A;12;0
13;ALTO ALEGRE DO MARANHÃO;210043601A;13;0
14;ALTO ALEGRE DO MARANHÃO;210043601A;14;0
15;ALTO ALEGRE DO MARANHÃO;210043601A;15;0,2
16;ALTO ALEGRE DO MARANHÃO;210043601A;16;4,6
17;ALTO ALEGRE DO MARANHÃO;210043601A;17;0,8
18;ALTO ALEGRE DO MARANHÃO;210043601A;18;2,8
19;ALTO ALEGRE DO MARANHÃO;210043601A;19;14,2
20;ALTO ALEGRE DO MARANHÃO;210043601A;20;0
21;ALTO ALEGRE DO MARANHÃO;210043601A;21;0,4
22;ALTO ALEGRE DO MARANHÃO;210043601A;22;0
23;ALTO ALEGRE DO MARANHÃO;210043601A;23;0
24;ALTO ALEGRE DO MARANHÃO;210043601A;24;5
25;ALTO ALEGRE DO MARANHÃO;210043601A;25;0
26;ALTO ALEGRE DO MARANHÃO;210043601A;26;0
27;ALTO ALEGRE DO MARANHÃO;210043601A;27;0
28;ALTO ALEGRE DO MARANHÃO;210043601A;28;0
29;ALTO ALEGRE DO MARANHÃO;210043601A;29;4,8
30;ALTO ALEGRE DO MARANHÃO;210043601A;30;0
31;ALTO ALEGRE DO MARANHÃO;210043601A;31;16,8
32;ALTO ALEGRE DO PINDARÉ;210047701A;1;7,8
33;ALTO ALEGRE DO PINDARÉ;210047701A;2;0,2
34;ALTO ALEGRE DO PINDARÉ;210047701A;3;0
35;ALTO ALEGRE DO PINDARÉ;210047701A;4;13
36;ALTO ALEGRE DO PINDARÉ;210047701A;5;1,8
37;ALTO ALEGRE DO PINDARÉ;210047701A;6;0
38;ALTO ALEGRE DO PINDARÉ;210047701A;7;0
39;ALTO ALEGRE DO PINDARÉ;210047701A;8;2,4
40;ALTO ALEGRE DO PINDARÉ;210047701A;9;1,4
