"","municipio","codEstacao","PrecM"
"1","AFONSO BEZERRA","240030701C",13
"2","ALTO DO RODRIGUES","240070301A",26.36
"3","APODI","240100801A",33.9
"4","AUGUSTO SEVERO","240130501C",4.2
"5","AÇU","240020801A",25.84
"6","CAICÓ","240200601C",49.4
"7","CANGUARETAMA","240220401A",161.52
"8","CANGUARETAMA","240220402A",279.43
"9","CEARÁ-MIRIM","240260001A",49.66
"10","CEARÁ-MIRIM","240260002A",266.09
"11","GOIANINHA","240420001A",84.05
"12","IPANGUAÇU","240470501A",9.48
"13","JARDIM DE PIRANHAS","240560301A",13.75
"14","JOÃO CÂMARA","240580101C",46
"15","JOÃO CÂMARA","260810701A",0.2
"16","MONTE ALEGRE","240780701C",8.2
"17","MOSSORÓ","240800302A",9.47
"18","MOSSORÓ","240800303A",5.35
"19","MOSSORÓ","240800304A",13.6
"20","MOSSORÓ","240800305A",33.68
"21","MOSSORÓ","240800307A",7.2
"22","MOSSORÓ","240800308A",29.68
"23","NATAL","240810201A",127.97
"24","NATAL","240810202A",190.21
"25","NATAL","240810203A",229.8
"26","NATAL","240810204A",226.07
"27","NATAL","240810205A",218.15
"28","NATAL","240810206A",0
"29","NATAL","240810207A",255.42
"30","NATAL","240810208A",140.29
"31","NOVA CRUZ","240830001C",68.4
"32","PATU","240930801A",66.48
"33","PENDÊNCIAS","240990201A",23.56
"34","SÃO BENTO DO NORTE","241160101C",34
"35","SÃO PAULO DO POTENGI","241260901C",74.6
"36","TAIPU","241390401C",25.4
"37","VÁRZEA","241470401A",65.55
