"","municipio","codEstacao","PrecM"
"1","ALTO DO RODRIGUES","240070301A",31.96
"2","AÇU","240020801A",18.57
"3","CANGUARETAMA","240220401A",95.61
"4","CANGUARETAMA","240220402A",113.47
"5","CEARÁ-MIRIM","240260002A",45.97
"6","GOIANINHA","240420001A",72.24
"7","IPANGUAÇU","240470501A",72.74
"8","JARDIM DE PIRANHAS","240560301A",14.78
"9","MOSSORÓ","240800302A",69.34
"10","MOSSORÓ","240800303A",84.91
"11","MOSSORÓ","240800304A",68.23
"12","MOSSORÓ","240800306A",53.41
"13","MOSSORÓ","240800307A",42.51
"14","MOSSORÓ","240800308A",41.2
"15","NATAL","240810202A",100.42
"16","NATAL","240810203A",109.3
"17","NATAL","240810205A",85.35
"18","NATAL","240810206A",80.29
"19","NATAL","240810208A",81.64
"20","PENDÊNCIAS","240990201A",24.72
"21","VÁRZEA","241470401A",53.63
