"","municipio","codEstacao","PrecM"
"1","AFONSO BEZERRA","240030701C",53.4
"2","ALTO DO RODRIGUES","240070301A",25.85
"3","ANTÔNIO MARTINS","240090101C",8.8
"4","APODI","240100801A",104.76
"5","AUGUSTO SEVERO","240130501C",134.4
"6","AÇU","240020801A",55.2
"7","BAÍA FORMOSA","240140401A",157.69
"8","CAICÓ","240200601A",31.75
"9","CAICÓ","240200601C",41
"10","CANGUARETAMA","240220401A",108.6
"11","CANGUARETAMA","240220402A",156.01
"12","CARAÚBAS","240230301C",112.6
"13","CARNAUBAIS","240250101A",0
"14","CEARÁ-MIRIM","240260001A",70.19
"15","CEARÁ-MIRIM","240260002A",1.97
"16","EXTREMOZ","240360801A",121.76
"17","GOIANINHA","240420001A",69.31
"18","GUAMARÉ","240450701A",40.02
"19","IPANGUAÇU","240470501A",111.91
"20","ITAJÁ","240485301A",12.65
"21","JARDIM DE PIRANHAS","240560301A",100.05
"22","JARDIM DO SERIDÓ","240570201C",8.2
"23","JOÃO CÂMARA","240580101A",47.1
"24","JOÃO CÂMARA","240580101C",14.6
"25","JUCURUTU","240610601A",1.58
"26","LAGOA NOVA","240650201C",22
"27","MACAU","240720301A",70
"28","MARCELINO VIEIRA","240730201C",0
"29","MAXARANGUAPE","240750001A",102.21
"30","MONTE ALEGRE","240780701C",0
"31","MOSSORÓ","240800302A",99.21
"32","MOSSORÓ","240800303A",124.9
"33","MOSSORÓ","240800304A",95.3
"34","MOSSORÓ","240800305A",0
"35","MOSSORÓ","240800306A",0
"36","MOSSORÓ","240800307A",96.48
"37","MOSSORÓ","240800308A",3.2
"38","NATAL","240810201A",150.02
"39","NATAL","240810202A",152.55
"40","NATAL","240810203A",172.86
"41","NATAL","240810204A",171.02
"42","NATAL","240810205A",151.79
"43","NATAL","240810206A",162.81
"44","NATAL","240810207A",0
"45","NATAL","240810208A",7.22
"46","NOVA CRUZ","240830001C",55.4
"47","PARELHAS","240890401C",7.6
"48","PATU","240930801A",0
"49","PENDÊNCIAS","240990201A",117.62
"50","PORTO DO MANGUE","241025601A",83.07
"51","RIACHO DE SANTANA","241080101C",96.4
"52","SANTA CRUZ","241120501C",9
"53","SÃO JOSÉ DE MIPIBU","241220301A",92.19
"54","SÃO JOSÉ DE MIPIBU","241220302A",69.7
"55","SÃO MIGUEL","241250001C",85
"56","SÃO PAULO DO POTENGI","241260901C",46
"57","SÃO RAFAEL","241280701A",46.04
"58","SÃO TOMÉ","241290601C",9.8
"59","TAIPU","241390401C",0
"60","TOUROS","241440701A",77.79
"61","VÁRZEA","241470401A",39.21
