"","municipio","codEstacao","PrecM"
"1","AQUIDABÃ","280020901C",10.4
"2","ARACAJU","280030801A",121.4
"3","ARACAJU","280030802A",131.2
"4","ARACAJU","280030803A",171
"5","ARACAJU","280030804A",0
"6","CANHOBA","280110801C",35.2
"7","CARIRA","280140501C",14.2
"8","FREI PAULO","280230401C",42
"9","GARARU","280240301C",30.8
"10","ITABI","280310401C",15
"11","MARUIM","280400301A",73.6
"12","NOSSA SENHORA APARECIDA","280445801C",33.2
"13","PORTO DA FOLHA","280560401C",8.8
"14","POÇO REDONDO","280540601A",8.2
"15","POÇO REDONDO","280540601U",2.8
"16","POÇO VERDE","280550501U",49.8
"17","PROPRIÁ","280570301C",52.6
"18","TOBIAS BARRETO","280740201C",53.4
