"","municipio","codEstacao","PrecM"
"1","AQUIDABÃ","280020901C",3
"2","ARACAJU","280030801A",251.8
"3","ARACAJU","280030802A",304.6
"4","ARACAJU","280030803A",293
"5","ARACAJU","280030804A",276.8
"6","CANHOBA","280110801C",156
"7","FREI PAULO","280230401C",103.2
"8","GARARU","280240301C",69.2
"9","ITABI","280310401C",84.6
"10","MARUIM","280400301A",289.4
"11","NOSSA SENHORA APARECIDA","280445801C",46
"12","PORTO DA FOLHA","280560401C",104.6
"13","POÇO REDONDO","280540601A",89.6
"14","POÇO VERDE","280550501U",148.2
"15","PROPRIÁ","280570301C",147.6
"16","TOBIAS BARRETO","280740201C",173.8
