"","municipio","codEstacao","PrecM"
"1","ALAGOA GRANDE","250030401A",23
"2","ALAGOINHA","250050201A",18.4
"3","BARRA DE SANTA ROSA","250160902U",3.6
"4","BARRA DE SANTANA","250157501C",6.4
"5","BAYEUX","250180701A",43.6
"6","BAYEUX","250180702A",54.8
"7","BAYEUX","250180703A",55.8
"8","CAAPORÃ","250300101A",54.4
"9","CABEDELO","250320901A",60.6
"10","CABEDELO","250320902A",49.8
"11","CABEDELO","250320903A",58
"12","CAMPINA GRANDE","250400901A",22
"13","CAMPINA GRANDE","250400902A",20.8
"14","CAMPINA GRANDE","250400903A",14.4
"15","CAMPINA GRANDE","250400904A",11.8
"16","CAMPINA GRANDE","250400905A",12.6
"17","CAMPINA GRANDE","250400906A",9
"18","CAMPINA GRANDE","250400907A",13
"19","CONCEIÇÃO","250440501C",2.4
"20","ESPERANÇA","250600401C",10.4
"21","JOÃO PESSOA","250750701A",63.2
"22","JOÃO PESSOA","250750702A",56.2
"23","JOÃO PESSOA","250750703A",60.6
"24","JOÃO PESSOA","250750704A",68.4
"25","JOÃO PESSOA","250750705A",55.6
"26","JOÃO PESSOA","250750706A",60.8
"27","JOÃO PESSOA","250750707A",67.4
"28","JUNCO DO SERIDÓ","250780401C",1.8
"29","JURU","250800001C",1.4
"30","LIVRAMENTO","250850501C",1.8
"31","MARI","250910701A",17.4
"32","MATARACA","250930501A",45.4
"33","MULUNGU","250980001A",11.2
"34","PICUÍ","251140001C",1.6
"35","PITIMBU","251190501A",66
"36","POMBAL","251210101C",0.2
"37","QUEIMADAS","251250702U",11.8
"38","REMÍGIO","251270501C",22.6
"39","SANTANA DE MANGUEIRA","251350501C",1.2
"40","SAPÉ","251530201A",22
"41","SOLEDADE","251610201C",1.6
"42","SOLÂNEA","251600301C",11.4
"43","SOUSA","251620101C",1.2
"44","SÃO JOSÉ DA LAGOA TAPADA","251420602U",3.4
"45","SÃO JOÃO DO CARIRI","251400801C",0.4
"46","TAPEROÁ","251650802U",2
"47","UMBUZEIRO","251700101C",5.2
