"","municipio","codEstacao","PrecM"
"1","ALAGOA GRANDE","250030401A",175
"2","ALAGOINHA","250050201A",183.6
"3","BARRA DE SANTANA","250157501C",56.8
"4","BAYEUX","250180701A",353.6
"5","BAYEUX","250180702A",310.6
"6","BAYEUX","250180703A",303.6
"7","CAAPORÃ","250300101A",61.4
"8","CABEDELO","250320901A",0
"9","CABEDELO","250320902A",316.4
"10","CABEDELO","250320903A",326.8
"11","CAMALAÚ","250390201C",26
"12","CAMPINA GRANDE","250400901A",161
"13","CAMPINA GRANDE","250400901C",50.4
"14","CAMPINA GRANDE","250400902A",153.2
"15","CAMPINA GRANDE","250400903A",147
"16","CAMPINA GRANDE","250400904A",130.6
"17","CAMPINA GRANDE","250400905A",125.8
"18","CAMPINA GRANDE","250400906A",156.6
"19","CAMPINA GRANDE","250400907A",124.8
"20","CONCEIÇÃO","250440501C",0.6
"21","CONDADO","250450401C",12
"22","COREMAS","250480101A",22.6
"23","ESPERANÇA","250600401C",28.2
"24","JOÃO PESSOA","250750701A",340.4
"25","JOÃO PESSOA","250750702A",345.2
"26","JOÃO PESSOA","250750703A",306.4
"27","JOÃO PESSOA","250750704A",313.2
"28","JOÃO PESSOA","250750705A",385.6
"29","JOÃO PESSOA","250750706A",365.4
"30","JOÃO PESSOA","250750707A",341.4
"31","JUAZEIRINHO","250770501C",40.8
"32","JUNCO DO SERIDÓ","250780401C",0.6
"33","JURU","250800001C",65.4
"34","MANAÍRA","250900801C",0
"35","MARI","250910701A",169.2
"36","MASSARANDUBA","250920601C",41.4
"37","MATARACA","250930501A",280
"38","MONTEIRO","250970101C",27.6
"39","MULUNGU","250980001A",118
"40","PATOS","251080801A",27.4
"41","PATOS","251080801C",35.4
"42","PATOS","251080802A",22
"43","PITIMBU","251190501A",319.6
"44","POMBAL","251210101C",25.8
"45","QUEIMADAS","251250702U",23.6
"46","REMÍGIO","251270501C",81.8
"47","SALGADO DE SÃO FÉLIX","251310901C",6.4
"48","SANTA TERESINHA","251380201C",0
"49","SANTANA DE MANGUEIRA","251350501C",0
"50","SANTANA DOS GARROTES","251360401C",12
"51","SAPÉ","251530201A",161.6
"52","SOLEDADE","251610201C",43.2
"53","SOLÂNEA","251600301C",74.8
"54","SOUSA","251620101A",24
"55","SOUSA","251620101C",0
"56","SOUSA","251620102A",0.4
"57","SÃO BENTO","251390101A",26.8
"58","SÃO MAMEDE","251490901C",2
"59","UMBUZEIRO","251700101C",29.2
