"","municipio","codEstacao","PrecM"
"1","BARRA DE SÃO MIGUEL","270060701A",591.04
"2","BRANQUINHA","270110001A",23.4
"3","CAJUEIRO","270130801A",386.4
"4","CAPELA","270170401A",365.74
"5","COLÔNIA LEOPOLDINA","270210801A",392.4
"6","CORURIPE","270230602A",808.6
"7","CORURIPE","270230603A",633.4
"8","DELMIRO GOUVEIA","270240501C",154.8
"9","FELIZ DESERTO","270270201A",784.6
"10","INHAPI","270330401C",4.6
"11","JOAQUIM GOMES","270380901A",571.8
"12","LIMOEIRO DE ANADIA","270420301A",384
"13","MACEIÓ","270430203A",569.67
"14","MACEIÓ","270430205A",578.93
"15","MACEIÓ","270430207A",550.75
"16","MACEIÓ","270430209A",502.57
"17","MACEIÓ","270430210A",562.95
"18","MACEIÓ","270430211A",462.62
"19","MACEIÓ","270430213A",553.8
"20","MACEIÓ","270430215A",641.8
"21","MACEIÓ","270430216A",604.6
"22","MACEIÓ","270430218A",544.8
"23","MARECHAL DEODORO","270470801A",86.35
"24","MATRIZ DE CAMARAGIBE","270510101A",523.8
"25","OURO BRANCO","270610901C",0
"26","PARIPUEIRA","270644801A",702.2
"27","PAULO JACINTO","270660401A",233.65
"28","PIRANHAS","270710701C",0.6
"29","QUEBRANGULO","270760201A",217.68
"30","SANTANA DO MUNDAÚ","270810501A",337.33
"31","SATUBA","270890701A",674.51
"32","SÃO JOSÉ DA TAPERA","270840201C",2.2
"33","SÃO LUÍS DO QUITUNDE","270850101A",37.6
"34","SÃO MIGUEL DOS CAMPOS","270860001A",627.6
"35","SÃO MIGUEL DOS CAMPOS","270860002A",514.4
"36","TRAIPU","270920201C",0
"37","UNIÃO DOS PALMARES","270930101A",410.39
"38","UNIÃO DOS PALMARES","270930103A",427.5
"39","VIÇOSA","270940001A",366
