"","municipio","codEstacao","PrecM"
"1","ARAPIRACA","270030001C",55.2
"2","BARRA DE SÃO MIGUEL","270060701A",105.16
"3","BRANQUINHA","270110001A",4.01
"4","CAJUEIRO","270130801A",22.2
"5","CAMPESTRE","270135701A",152.6
"6","CANAPI","270160501C",9
"7","CAPELA","270170401A",201.11
"8","COLÔNIA LEOPOLDINA","270210801A",126.6
"9","CORURIPE","270230602A",128.8
"10","CORURIPE","270230603A",81.2
"11","CRAÍBAS","270235501C",0
"12","DELMIRO GOUVEIA","270240501C",11.8
"13","FELIZ DESERTO","270270201A",81.4
"14","INHAPI","270330401C",9
"15","JOAQUIM GOMES","270380901A",2.8
"16","LIMOEIRO DE ANADIA","270420301A",66
"17","MACEIÓ","270430202A",48.88
"18","MACEIÓ","270430203A",188.49
"19","MACEIÓ","270430205A",172.99
"20","MACEIÓ","270430207A",153.55
"21","MACEIÓ","270430209A",159.2
"22","MACEIÓ","270430210A",148.41
"23","MACEIÓ","270430211A",128.87
"24","MACEIÓ","270430212A",163.18
"25","MACEIÓ","270430213A",167
"26","MACEIÓ","270430215A",175.4
"27","MACEIÓ","270430216A",145
"28","MACEIÓ","270430217A",190.8
"29","MACEIÓ","270430218A",204.4
"30","MAJOR ISIDORO","270440101C",30.6
"31","MARAGOGI","270450001A",8.08
"32","MARAVILHA","270460901C",7.2
"33","MARECHAL DEODORO","270470801A",152.51
"34","MATRIZ DE CAMARAGIBE","270510101A",168.4
"35","MURICI","270550701A",9.85
"36","OURO BRANCO","270610901C",3.4
"37","PALMEIRA DOS ÍNDIOS","270630701U",37.8
"38","PARIPUEIRA","270644801A",188.6
"39","PAULO JACINTO","270660401A",51.8
"40","PIRANHAS","270710701C",20
"41","QUEBRANGULO","270760201A",62.64
"42","SANTANA DO MUNDAÚ","270810501A",138.86
"43","SATUBA","270890701A",156.05
"44","SÃO JOSÉ DA LAJE","270830301A",121.55
"45","SÃO JOSÉ DA TAPERA","270840201C",21
"46","SÃO LUÍS DO QUITUNDE","270850101A",16.01
"47","SÃO MIGUEL DOS CAMPOS","270860001A",109.4
"48","SÃO MIGUEL DOS CAMPOS","270860002A",78.4
"49","UNIÃO DOS PALMARES","270930101A",96.86
"50","UNIÃO DOS PALMARES","270930102A",4.33
"51","UNIÃO DOS PALMARES","270930103A",138.11
"52","VIÇOSA","270940001A",113.6
