"","municipio","codEstacao","PrecM"
"1","ALTO LONGÁ","220030101A",3.2
"2","BARRAS","220120001A",63.13
"3","BATALHA","220150701A",3.2
"4","BOQUEIRÃO DO PIAUÍ","220194501A",9.6
"5","BURITI DOS LOPES","220200001A",0.8
"6","CAJUEIRO DA PRAIA","220208301A",3.2
"7","CAMPO MAIOR","220220801A",100.91
"8","CASTELO DO PIAUÍ","220260401A",0.2
"9","COCAL","220270301A",2.8
"10","ESPERANTINA","220370101A",73.72
"11","ILHA GRANDE","220465901A",0.4
"12","LUZILÂNDIA","220580501A",14.4
"13","PARNAÍBA","220770201A",2.4
"14","PARNAÍBA","220770202A",7.6
"15","PARNAÍBA","220770203A",2
"16","PIRACURUCA","220830401A",41
"17","SANTA CRUZ DOS MILAGRES","220915301A",11.4
"18","SÃO JOSÉ DO DIVINO","221005201A",39.2
"19","URUÇUÍ","221120901A",0.4
