"","municipio","codEstacao","PrecM"
"1","ALTO LONGÁ","220030101A",180.8
"2","ALVORADA DO GURGUÉIA","220045901C",3.2
"3","BARRAS","220120001A",132.67
"4","BATALHA","220150701A",285.6
"5","BELA VISTA DO PIAUÍ","220155601C",0.8
"6","BETÂNIA DO PIAUÍ","220173901C",2.2
"7","BOQUEIRÃO DO PIAUÍ","220194501A",203.4
"8","BURITI DOS LOPES","220200001A",83
"9","BURITI DOS MONTES","220202601C",6
"10","CAJUEIRO DA PRAIA","220208301A",117.2
"11","CAMPO MAIOR","220220801A",119.39
"12","CASTELO DO PIAUÍ","220260401A",33.8
"13","CASTELO DO PIAUÍ","220260401C",81.6
"14","CAXINGÓ","220265301A",83.8
"15","COCAL","220270301A",81.4
"16","CURIMATÁ","220320601C",53.8
"17","CURRAIS","220323001C",11.6
"18","ESPERANTINA","220370101A",191.89
"19","FARTURA DO PIAUÍ","220375001C",13.4
"20","FLORESTA DO PIAUÍ","220385901C",11.2
"21","FLORIANO","220390901A",73.6
"22","FLORIANO","220390902A",90
"23","FRONTEIRAS","220430301C",0.2
"24","ILHA GRANDE","220465901A",121.2
"25","INHUMA","220470901C",2.4
"26","IPIRANGA DO PIAUÍ","220480801U",25.4
"27","LAGOA DO BARRO DO PIAUÍ","220556501C",1
"28","LUZILÂNDIA","220580501A",119
"29","MANOEL EMÍDIO","220590401C",8
"30","MASSAPÊ DO PIAUÍ","220605001C",5.8
"31","MATIAS OLÍMPIO","220610001A",243
"32","MIGUEL ALVES","220620901A",66.6
"33","NAZARÉ DO PIAUÍ","220670401C",52.2
"34","NOVA SANTA RITA","220795901C",1.6
"35","OEIRAS","220700901C",22.2
"36","PARNAÍBA","220770201A",109.4
"37","PARNAÍBA","220770202A",103.4
"38","PARNAÍBA","220770203A",120.8
"39","PATOS DO PIAUÍ","220777701C",10
"40","PAULISTANA","220780101C",0.8
"41","PICOS","220800701C",2
"42","PIMENTEIRAS","220810601C",26
"43","PIRACURUCA","220830401A",88.8
"44","PIRACURUCA","220830401C",1.2
"45","SANTA CRUZ DO PIAUÍ","220910401C",21.2
"46","SANTA CRUZ DOS MILAGRES","220915301A",39.4
"47","SANTA ROSA DO PIAUÍ","220937701C",30.4
"48","SANTO INÁCIO DO PIAUÍ","220950001C",10.6
"49","SIMÕES","221070601C",1.8
"50","SÃO FRANCISCO DE ASSIS DO PIAUÍ","220965801C",0.6
"51","SÃO JOÃO DA FRONTEIRA","220987201C",16.8
"52","SÃO JOÃO DO PIAUÍ","221000301C",1.4
"53","SÃO JULIÃO","221030001C",9.8
"54","SÃO LOURENÇO DO PIAUÍ","221035901C",5.6
"55","SÃO RAIMUNDO NONATO","221060701C",26.8
"56","TERESINA","221100101A",210.6
"57","TERESINA","221100102A",171.4
"58","TERESINA","221100103A",119.4
"59","TERESINA","221100104A",157.6
"60","UNIÃO","221110001A",195.8
"61","URUÇUÍ","221120901A",54.4
"62","VALENÇA DO PIAUÍ","221130801C",4.4
"63","WALL FERRAZ","221170401C",20.8
