"","municipio","codEstacao","PrecM"
"1","ACAUÃ","220005301U",0
"2","ALAGOINHA DO PIAUÍ","220025101C",4.4
"3","ALTO LONGÁ","220030101A",31.8
"4","ALVORADA DO GURGUÉIA","220045901C",0
"5","ASSUNÇÃO DO PIAUÍ","220105101C",7.2
"6","AVELINO LOPES","220110101C",0
"7","BARRAS","220120001A",99.17
"8","BATALHA","220150701A",75.6
"9","BETÂNIA DO PIAUÍ","220173901C",1.8
"10","BOM JESUS","220190301U",0.6
"11","BOQUEIRÃO DO PIAUÍ","220194501A",57.8
"12","BURITI DOS LOPES","220200001A",176.6
"13","BURITI DOS MONTES","220202601C",21.4
"14","CAJUEIRO DA PRAIA","220208301A",159.2
"15","CAMPO MAIOR","220220801A",28.13
"16","CANTO DO BURITI","220230701C",0.2
"17","CASTELO DO PIAUÍ","220260401A",17.2
"18","CASTELO DO PIAUÍ","220260401C",21
"19","CAXINGÓ","220265301A",121
"20","COCAL","220270301A",168
"21","COLÔNIA DO PIAUÍ","220277801C",1.4
"22","CURIMATÁ","220320601C",0
"23","CURRAIS","220323001C",4.8
"24","ESPERANTINA","220370101A",155.25
"25","FARTURA DO PIAUÍ","220375001C",0
"26","FLORESTA DO PIAUÍ","220385901C",3.2
"27","FLORIANO","220390901A",27.8
"28","FLORIANO","220390902A",19
"29","FRONTEIRAS","220430301C",23.4
"30","ILHA GRANDE","220465901A",185
"31","INHUMA","220470901C",11.2
"32","JACOBINA DO PIAUÍ","220515101C",29
"33","LAGOA DO BARRO DO PIAUÍ","220556501C",0
"34","LUZILÂNDIA","220580501A",75.6
"35","MANOEL EMÍDIO","220590401C",0
"36","MATIAS OLÍMPIO","220610001A",89.4
"37","MIGUEL ALVES","220620901A",72.8
"38","NAZARÉ DO PIAUÍ","220670401C",23
"39","NOVA SANTA RITA","220795901C",0
"40","OEIRAS","220700901C",0
"41","PADRE MARCOS","220720701C",0.2
"42","PALMEIRAIS","220750402A",28.72
"43","PARNAÍBA","220770201A",160.8
"44","PARNAÍBA","220770202A",120.6
"45","PARNAÍBA","220770203A",151
"46","PICOS","220800701C",0.4
"47","PIMENTEIRAS","220810601C",0
"48","PIRACURUCA","220830401A",35.4
"49","PIRACURUCA","220830401C",62.2
"50","PORTO","220850202A",84.03
"51","SANTA CRUZ DO PIAUÍ","220910401C",0
"52","SANTA CRUZ DOS MILAGRES","220915301A",41
"53","SANTA LUZ","220930201C",0
"54","SANTA ROSA DO PIAUÍ","220937701C",1.8
"55","SANTO INÁCIO DO PIAUÍ","220950001C",0
"56","SÃO FRANCISCO DE ASSIS DO PIAUÍ","220965801C",1.6
"57","SÃO JOSÉ DO DIVINO","221005201A",80
"58","SÃO JOSÉ DO PIAUÍ","221020101C",10.6
"59","SÃO JOÃO DO PIAUÍ","221000301C",0
"60","SÃO JULIÃO","221030001C",14.4
"61","SÃO MIGUEL DO TAPUIO","221040901C",12.8
"62","SÃO RAIMUNDO NONATO","221060701C",0
"63","TERESINA","221100101A",61
"64","TERESINA","221100102A",45.8
"65","TERESINA","221100103A",82.4
"66","TERESINA","221100104A",47.2
"67","UNIÃO","221110001A",37.2
"68","URUÇUÍ","221120901A",0.6
"69","VALENÇA DO PIAUÍ","221130801C",9
"70","WALL FERRAZ","221170401C",0.4
