"","municipio","codEstacao","Dia","PrecD"
"1","AFONSO BEZERRA","240030701C","01",0
"2","AFONSO BEZERRA","240030701C","02",0
"3","AFONSO BEZERRA","240030701C","03",0
"4","AFONSO BEZERRA","240030701C","04",0.2
"5","AFONSO BEZERRA","240030701C","05",0
"6","AFONSO BEZERRA","240030701C","06",0
"7","AFONSO BEZERRA","240030701C","07",0
"8","AFONSO BEZERRA","240030701C","08",0
"9","AFONSO BEZERRA","240030701C","09",0
"10","AFONSO BEZERRA","240030701C","10",0
"11","AFONSO BEZERRA","240030701C","11",0.4
"12","AFONSO BEZERRA","240030701C","12",0.2
"13","AFONSO BEZERRA","240030701C","13",0.2
"14","AFONSO BEZERRA","240030701C","14",0.4
"15","AFONSO BEZERRA","240030701C","15",0
"16","AFONSO BEZERRA","240030701C","16",0.2
"17","AFONSO BEZERRA","240030701C","17",0
"18","AFONSO BEZERRA","240030701C","18",0
"19","AFONSO BEZERRA","240030701C","19",0
"20","AFONSO BEZERRA","240030701C","20",0
"21","AFONSO BEZERRA","240030701C","21",0
"22","AFONSO BEZERRA","240030701C","22",14
"23","AFONSO BEZERRA","240030701C","23",11.4
"24","AFONSO BEZERRA","240030701C","24",0.8
"25","AFONSO BEZERRA","240030701C","25",0
"26","AFONSO BEZERRA","240030701C","26",0
"27","AFONSO BEZERRA","240030701C","27",0
"28","AFONSO BEZERRA","240030701C","28",0
"29","AFONSO BEZERRA","240030701C","29",1.6
"30","AFONSO BEZERRA","240030701C","30",1.2
"31","ALTO DO RODRIGUES","240070301A","01",0.6
"32","ALTO DO RODRIGUES","240070301A","02",0.4
"33","ALTO DO RODRIGUES","240070301A","03",0.6
"34","ALTO DO RODRIGUES","240070301A","04",0.6
"35","ALTO DO RODRIGUES","240070301A","05",0.4
"36","ALTO DO RODRIGUES","240070301A","06",0.4
"37","ALTO DO RODRIGUES","240070301A","07",0
"38","ALTO DO RODRIGUES","240070301A","08",0
"39","ALTO DO RODRIGUES","240070301A","09",0
"40","ALTO DO RODRIGUES","240070301A","10",0.2
"41","ALTO DO RODRIGUES","240070301A","11",1.98
"42","ALTO DO RODRIGUES","240070301A","12",0.2
"43","ALTO DO RODRIGUES","240070301A","13",12.02
"44","ALTO DO RODRIGUES","240070301A","14",2.6
"45","ALTO DO RODRIGUES","240070301A","15",0.4
"46","ALTO DO RODRIGUES","240070301A","16",0.4
"47","ALTO DO RODRIGUES","240070301A","17",0.6
"48","ALTO DO RODRIGUES","240070301A","18",0.6
"49","ALTO DO RODRIGUES","240070301A","19",0.6
"50","ALTO DO RODRIGUES","240070301A","20",0.6
"51","ALTO DO RODRIGUES","240070301A","21",0.4
"52","ALTO DO RODRIGUES","240070301A","22",0.6
"53","ALTO DO RODRIGUES","240070301A","23",0.4
"54","ALTO DO RODRIGUES","240070301A","24",0.6
"55","ALTO DO RODRIGUES","240070301A","25",0.4
"56","ALTO DO RODRIGUES","240070301A","26",0.6
"57","ALTO DO RODRIGUES","240070301A","27",0.4
"58","ALTO DO RODRIGUES","240070301A","28",0.4
"59","ALTO DO RODRIGUES","240070301A","29",11.6
"60","ALTO DO RODRIGUES","240070301A","30",3.19
"61","APODI","240100801A","01",0
"62","APODI","240100801A","02",0
"63","APODI","240100801A","03",19.9
"64","APODI","240100801A","04",0
"65","APODI","240100801A","05",0
"66","APODI","240100801A","06",0
"67","APODI","240100801A","07",0
"68","APODI","240100801A","08",0
"69","APODI","240100801A","09",1.78
"70","APODI","240100801A","10",6.48
"71","APODI","240100801A","11",60.43
"72","APODI","240100801A","12",5.34
"73","APODI","240100801A","13",13.62
"74","APODI","240100801A","14",4.13
"75","APODI","240100801A","15",2.37
"76","APODI","240100801A","16",2.36
"77","APODI","240100801A","17",14.36
"78","APODI","240100801A","18",36.07
"79","APODI","240100801A","19",0.79
"80","APODI","240100801A","20",0
"81","APODI","240100801A","21",6.69
"82","APODI","240100801A","22",0
"83","APODI","240100801A","23",12.82
"84","APODI","240100801A","24",0
"85","APODI","240100801A","25",0.79
"86","APODI","240100801A","26",0
"87","APODI","240100801A","27",0
"88","APODI","240100801A","28",20.88
"89","APODI","240100801A","29",55.73
"90","APODI","240100801A","30",7.28
"91","AUGUSTO SEVERO","240130501C","01",0
"92","AUGUSTO SEVERO","240130501C","02",0
"93","AUGUSTO SEVERO","240130501C","03",0
"94","AUGUSTO SEVERO","240130501C","04",0
"95","AUGUSTO SEVERO","240130501C","05",0
"96","AUGUSTO SEVERO","240130501C","06",0
"97","AUGUSTO SEVERO","240130501C","07",0
"98","AUGUSTO SEVERO","240130501C","08",0
"99","AUGUSTO SEVERO","240130501C","09",0
"100","AUGUSTO SEVERO","240130501C","10",0
"101","AUGUSTO SEVERO","240130501C","11",0
"102","AUGUSTO SEVERO","240130501C","12",0
"103","AUGUSTO SEVERO","240130501C","13",0
"104","AUGUSTO SEVERO","240130501C","14",0
"105","AUGUSTO SEVERO","240130501C","15",0
"106","AUGUSTO SEVERO","240130501C","16",0
"107","AUGUSTO SEVERO","240130501C","17",0
"108","AUGUSTO SEVERO","240130501C","18",0
"109","AUGUSTO SEVERO","240130501C","19",0
"110","AUGUSTO SEVERO","240130501C","20",0
"111","AUGUSTO SEVERO","240130501C","21",0
"112","AUGUSTO SEVERO","240130501C","22",0
"113","AUGUSTO SEVERO","240130501C","23",0
"114","AUGUSTO SEVERO","240130501C","24",0
"115","AUGUSTO SEVERO","240130501C","25",0
"116","AUGUSTO SEVERO","240130501C","26",0
"117","AUGUSTO SEVERO","240130501C","27",0
"118","AUGUSTO SEVERO","240130501C","28",0
"119","AUGUSTO SEVERO","240130501C","29",0
"120","AUGUSTO SEVERO","240130501C","30",0
"121","BAÍA FORMOSA","240140401A","01",0.39
"122","BAÍA FORMOSA","240140401A","02",0
"123","BAÍA FORMOSA","240140401A","03",23.28
"124","BAÍA FORMOSA","240140401A","04",6.5
"125","BAÍA FORMOSA","240140401A","05",0
"126","BAÍA FORMOSA","240140401A","06",0
"127","BAÍA FORMOSA","240140401A","07",0
"128","BAÍA FORMOSA","240140401A","08",0.2
"129","BAÍA FORMOSA","240140401A","09",0
"130","BAÍA FORMOSA","240140401A","10",5.12
"131","BAÍA FORMOSA","240140401A","11",3.57
"132","BAÍA FORMOSA","240140401A","12",0.2
"133","BAÍA FORMOSA","240140401A","13",0.4
"134","BAÍA FORMOSA","240140401A","14",8.28
"135","BAÍA FORMOSA","240140401A","15",0.4
"136","BAÍA FORMOSA","240140401A","16",0.39
"137","BAÍA FORMOSA","240140401A","17",3.55
"138","BAÍA FORMOSA","240140401A","18",24.1
"139","BAÍA FORMOSA","240140401A","19",4.73
"140","BAÍA FORMOSA","240140401A","20",1.38
