"","municipio","codEstacao","PrecM"
"1","ACARAÚ","230020001A",213.8
"2","ACARAÚ","230020002A",0
"3","ACOPIARA","230030901U",43.6
"4","ALTO SANTO","230070501C",77.2
"5","AMONTADA","230075401A",0
"6","AMONTADA","230075401H",116.6
"7","AMONTADA","230075402A",121.52
"8","AMONTADA","230075403A",66.26
"9","ARATUBA","230140601C",309
"10","ASSARÉ","230160401C",77.2
"11","AURORA","230170301A",85.54
"12","AURORA","230170301U",19.4
"13","BANABUIÚ","230185101C",85.8
"14","BARBALHA","230190101C",16.6
"15","BARRO","230200801C",14.2
"16","BATURITÉ","230210701A",197.4
"17","BATURITÉ","230210701C",16.8
"18","BELA CRUZ","230230501A",130.52
"19","BOA VIAGEM","230240401A",49.16
"20","BOA VIAGEM","230240401C",70.2
"21","BREJO SANTO","230250301C",24.2
"22","CANINDÉ","230280001A",112.8
"23","CANINDÉ","230280001C",104.4
"24","CANINDÉ","230280002A",111.8
"25","CAPISTRANO","230290901C",70
"26","CARIDADE","230300601A",89.8
"27","CARIRIAÇU","230320401C",4.4
"28","CATARINA","230360001C",62.6
"29","CAUCAIA","230370901A",140.51
"30","CAUCAIA","230370902A",126.87
"31","CAUCAIA","230370903A",1
"32","CAUCAIA","230370903H",142.2
"33","CAUCAIA","230370904A",135.97
"34","CAUCAIA","230370905A",100.49
"35","CAUCAIA","230370906A",133.16
"36","CHAVAL","230390701A",96.8
"37","COREAÚ","230400401C",13
"38","CRATEÚS","230410302A",26
"39","CRATO","230420201A",10.11
"40","CRATO","230420201C",0.6
"41","CRATO","230420202A",1.18
"42","CRATO","230420204H",22.4
"43","FARIAS BRITO","230430101C",0.2
"44","FORQUILHA","230435001A",88.1
"45","FORQUILHA","230435001C",84.6
"46","FORTALEZA","230440001A",193.38
"47","FORTALEZA","230440002A",178.46
"48","FORTALEZA","230440003A",143.58
"49","FORTALEZA","230440004A",220.16
"50","FORTALEZA","230440005A",132.21
"51","FORTALEZA","230440005H",143
"52","FORTALEZA","230440008A",50.94
"53","FORTALEZA","230440009A",149.14
"54","FORTALEZA","230440010A",160.51
"55","FORTALEZA","230440011A",163.96
"56","FORTALEZA","230440012A",69.38
"57","FORTALEZA","230440014A",113.55
"58","FORTALEZA","230440015A",220.55
"59","FORTALEZA","230440016A",144.29
"60","FRECHEIRINHA","230450901C",10
"61","GRANJA","230470701A",96.2
"62","GRANJA","230470702A",69.4
"63","GROAÍRAS","230490506H",55.4
"64","GUARACIABA DO NORTE","230500101C",113
"65","ICÓ","230540701A",25.8
"66","ICÓ","230540701C",8
"67","ICÓ","230540702A",31.6
"68","IGUATU","230550601A",55.6
"69","IGUATU","230550601C",52.8
"70","IGUATU","230550602A",89.6
"71","IPUEIRAS","230590201U",3
"72","IRACEMA","230600901C",7.6
"73","IRAUÇUBA","230610801A",70.28
"74","ITAIÇABA","230620701A",66.8
"75","ITAPAGÉ","230630601C",34.8
"76","ITAPIÚNA","230650401U",132.4
"77","ITATIRA","230660301C",75.2
"78","JAGUARETAMA","230670201C",36.6
"79","JAGUARIBARA","230680101C",7.2
"80","JAGUARIBE","230690001C",16.8
"81","JAGUARUANA","230700701C",4.2
"82","JAGUARUANA","230700702A",103.9
"83","JAGUARUANA","230700703A",40.15
"84","JAGUARUANA","230700704A",50.8
"85","JAGUARUANA","230700705A",50.67
"86","JAGUARUANA","230700706A",66.33
"87","JATI","230720501C",63.2
"88","JUAZEIRO DO NORTE","230730401A",13.46
"89","LAVRAS DA MANGABEIRA","230750201C",59
"90","LAVRAS DA MANGABEIRA","230750207H",61.6
"91","LIMOEIRO DO NORTE","230760101A",59.89
"92","LIMOEIRO DO NORTE","230760101C",39.4
"93","MADALENA","230763501A",115.8
"94","MARACANAÚ","230765001A",203
"95","MARACANAÚ","230765002A",136.4
"96","MARACANAÚ","230765003A",183.6
"97","MARACANAÚ","230765004A",142.4
"98","MARANGUAPE","230770001A",220.8
"99","MARANGUAPE","230770002A",115.4
"100","MARCO","230780901A",168.89
"101","MASSAPÊ","230800501A",98.49
"102","MAURITI","230810401A",21.19
"103","MAURITI","230810401C",22
"104","MERUOCA","230820301A",119.8
"105","MILHÃ","230835101C",45.8
"106","MISSÃO VELHA","230840101A",7.6
"107","MISSÃO VELHA","230840101C",8.8
"108","MOMBAÇA","230850001C",29
"109","MORADA NOVA","230870801C",31.8
"110","MORADA NOVA","230870802A",44.81
"111","MORADA NOVA","230870803A",56.38
"112","MORADA NOVA","230870804A",49.13
"113","MORADA NOVA","230870805A",0
"114","MORADA NOVA","230870809H",56.2
"115","MORADA NOVA","230870810H",54
"116","MORAÚJO","230880701A",75
"117","MORRINHOS","230890601A",120.16
"118","NOVA RUSSAS","230930001C",9
"119","PACAJUS","230960701C",133.8
"120","PACOTI","230980501A",195.2
"121","PACUJÁ","230990401A",77.6
"122","PEDRA BRANCA","231050601A",77.44
"123","PEDRA BRANCA","231050602A",83.35
"124","PENTECOSTE","231070401C",92
"125","PORANGA","231100901C",0.4
"126","QUIXERAMOBIM","231140501A",108.05
"127","QUIXERAMOBIM","231140501C",99.4
"128","QUIXERÉ","231150401A",78.8
"129","RERIUTABA","231170201C",48.8
"130","RUSSAS","231180101A",78.4
"131","RUSSAS","231180101U",69.8
"132","RUSSAS","231180102A",36.8
"133","SABOEIRO","231190001U",48
"134","SANTANA DO ACARAÚ","231200701A",85.11
"135","SANTANA DO ACARAÚ","231200702H",84
"136","SANTANA DO CARIRI","231210601C",22.4
"137","SENADOR POMPEU","231270001A",4.03
"138","SENADOR POMPEU","231270001C",52.8
"139","SOBRAL","231290801A",98.39
"140","SOBRAL","231290801C",44.6
"141","SOBRAL","231290802A",70.46
"142","SOBRAL","231290803A",103.17
"143","SOBRAL","231290811H",87.2
"144","SOLONÓPOLE","231300501C",65.6
"145","SÃO BENEDITO","231230401C",1
"146","TABULEIRO DO NORTE","231310401A",50.4
"147","TABULEIRO DO NORTE","231310401C",44
"148","TAUÁ","231330201C",2.2
"149","UMARI","231370801C",27.4
"150","UMIRIM","231375701C",14.2
