"","municipio","codEstacao","PrecM"
"1","ACARAÚ","230020001A",52.8
"2","ACARAÚ","230020002A",53.6
"3","ACOPIARA","230030901U",49
"4","ALCÂNTARAS","230050701C",90.8
"5","ALTO SANTO","230070501C",63
"6","AMONTADA","230075401A",130.95
"7","AMONTADA","230075401H",125.4
"8","AMONTADA","230075402A",145.09
"9","AMONTADA","230075403A",119.23
"10","APUIARÉS","230090301U",41
"11","ARACATI","230110901C",0
"12","ARATUBA","230140601C",92.4
"13","ASSARÉ","230160401C",53.2
"14","AURORA","230170301A",22.71
"15","AURORA","230170301U",33.4
"16","BANABUIÚ","230185101C",12.8
"17","BARBALHA","230190101C",46.4
"18","BARRO","230200801C",38.4
"19","BATURITÉ","230210701A",57.4
"20","BATURITÉ","230210701C",64
"21","BELA CRUZ","230230501A",98.45
"22","BOA VIAGEM","230240401A",68.86
"23","BREJO SANTO","230250301C",18.6
"24","CAMPOS SALES","230270101C",27.4
"25","CANINDÉ","230280001A",43
"26","CANINDÉ","230280001C",46.4
"27","CANINDÉ","230280002A",45.2
"28","CAPISTRANO","230290901C",50.2
"29","CARIDADE","230300601A",62.2
"30","CARIDADE","230300601U",20.4
"31","CARIRIAÇU","230320401C",15.4
"32","CARIRÉ","230310501C",62
"33","CARIÚS","230330301U",16.2
"34","CATARINA","230360001C",25.6
"35","CAUCAIA","230370901A",220.85
"36","CAUCAIA","230370902A",188.82
"37","CAUCAIA","230370903A",165.96
"38","CAUCAIA","230370903H",206.4
"39","CAUCAIA","230370904A",0
"40","CAUCAIA","230370905A",102.02
"41","CAUCAIA","230370906A",122.72
"42","CEDRO","230380801U",0
"43","CHAVAL","230390701A",114.8
"44","COREAÚ","230400401A",99.4
"45","COREAÚ","230400401C",72.8
"46","CRATEÚS","230410301A",23.2
"47","CRATEÚS","230410302A",0
"48","CRATO","230420201A",34.59
"49","CRATO","230420202A",95.71
"50","CRATO","230420204H",23.8
"51","FARIAS BRITO","230430101C",50.4
"52","FORQUILHA","230435001A",119.26
"53","FORQUILHA","230435001C",42.4
"54","FORTALEZA","230440001A",264.82
"55","FORTALEZA","230440003A",0
"56","FORTALEZA","230440004A",246.71
"57","FORTALEZA","230440005A",0
"58","FORTALEZA","230440005H",0.2
"59","FORTALEZA","230440006A",180.94
"60","FORTALEZA","230440008A",0
"61","FORTALEZA","230440009A",183.16
"62","FORTALEZA","230440010A",182.27
"63","FORTALEZA","230440011A",159.97
"64","FORTALEZA","230440012A",6.14
"65","FORTALEZA","230440014A",0
"66","FORTALEZA","230440015A",292.2
"67","FORTALEZA","230440016A",196.79
"68","FRECHEIRINHA","230450901C",13.2
"69","GENERAL SAMPAIO","230460801C",76.8
"70","GRANJA","230470701A",7.4
"71","GRANJA","230470702A",98.6
"72","GROAÍRAS","230490506H",60.2
"73","GUARACIABA DO NORTE","230500101C",54.2
