"","municipio","codEstacao","PrecM"
"1","ACARAÚ","230020001A",60.2
"2","ACARAÚ","230020002A",69.8
"3","ALCÂNTARAS","230050701C",64.2
"4","ALTO SANTO","230070501C",0.2
"5","AMONTADA","230075402A",18
"6","AMONTADA","230075403A",25.09
"7","AURORA","230170301A",85.96
"8","BANABUIÚ","230185101C",0
"9","BARBALHA","230190101C",68.2
"10","BARRO","230200801C",6
"11","BATURITÉ","230210701A",202.2
"12","BATURITÉ","230210701C",25.8
"13","BOA VIAGEM","230240401A",119.48
"14","CAMPOS SALES","230270101C",3.2
"15","CANINDÉ","230280001C",123.8
"16","CANINDÉ","230280002A",136
"17","CARIDADE","230300601A",54.2
"18","CARIRIAÇU","230320401C",0
"19","CATARINA","230360001C",7
"20","CAUCAIA","230370901A",219.51
"21","CAUCAIA","230370902A",216.96
"22","CAUCAIA","230370903A",230.28
"23","CAUCAIA","230370904A",221.35
"24","CAUCAIA","230370905A",227.33
"25","CAUCAIA","230370906A",210.73
"26","CHAVAL","230390701A",58.2
"27","COREAÚ","230400401A",50.6
"28","CRATEÚS","230410301A",80.4
"29","CRATEÚS","230410302A",77.6
"30","CRATO","230420201A",38.96
"31","CRATO","230420202A",51.05
"32","FARIAS BRITO","230430101C",49.6
"33","FORQUILHA","230435001A",34.66
"34","FORQUILHA","230435001C",44.6
"35","FORTALEZA","230440001A",270.3
"36","FORTALEZA","230440004A",249.52
"37","FORTALEZA","230440005A",234.57
"38","FORTALEZA","230440005H",0
"39","FORTALEZA","230440006A",760.57
"40","FORTALEZA","230440007A",14.19
"41","FORTALEZA","230440008A",130.58
"42","FORTALEZA","230440011A",219.04
"43","FORTALEZA","230440014A",159.78
"44","GENERAL SAMPAIO","230460801C",0
"45","GRANJA","230470701A",117
"46","GRANJA","230470702A",67.4
"47","GUARACIABA DO NORTE","230500101C",6.2
"48","ICAPUÍ","230535701C",0
"49","ICÓ","230540701A",30.4
"50","ICÓ","230540701C",29.2
"51","ICÓ","230540702A",29.4
"52","IGUATU","230550601A",86.6
"53","IGUATU","230550602A",97.4
"54","ITAIÇABA","230620701A",154.2
"55","ITAPAGÉ","230630601C",57.8
"56","ITAPIPOCA","230640501C",0
"57","ITATIRA","230660301C",2.4
"58","JAGUARIBARA","230680101C",22.8
"59","JAGUARIBE","230690001C",111.6
"60","JAGUARUANA","230700701A",44.57
"61","JAGUARUANA","230700701C",0.2
"62","JAGUARUANA","230700702A",46.24
"63","JAGUARUANA","230700703A",71.09
"64","JAGUARUANA","230700704A",50.01
"65","JAGUARUANA","230700705A",51.29
"66","JATI","230720501C",75.6
"67","JUAZEIRO DO NORTE","230730401A",464.84
"68","JUAZEIRO DO NORTE","230730401C",76
"69","JUCÁS","230740301C",0
"70","LAVRAS DA MANGABEIRA","230750201A",74
"71","LAVRAS DA MANGABEIRA","230750201C",53.4
"72","MADALENA","230763501A",99.2
"73","MARACANAÚ","230765001A",146.2
"74","MARACANAÚ","230765002A",201.8
"75","MARACANAÚ","230765003A",239.2
"76","MARACANAÚ","230765004A",180.4
"77","MARANGUAPE","230770001A",134
"78","MARANGUAPE","230770002A",136.6
"79","MASSAPÊ","230800501A",35.97
"80","MAURITI","230810401C",11.2
"81","MERUOCA","230820301A",62.8
"82","MILAGRES","230830201C",117.8
"83","MILHÃ","230835101C",124.2
"84","MISSÃO VELHA","230840101A",90.6
"85","MISSÃO VELHA","230840101C",85.6
"86","MORADA NOVA","230870801C",70.4
"87","MORADA NOVA","230870803A",0
"88","MORAÚJO","230880701A",43.8
"89","NOVA RUSSAS","230930001C",3.2
"90","OCARA","230945801C",0
"91","PACAJUS","230960701C",0
"92","PACOTI","230980501A",165.8
"93","PACUJÁ","230990401A",39
"94","PEDRA BRANCA","231050601A",139.64
"95","PEDRA BRANCA","231050602A",163.28
"96","PENTECOSTE","231070401C",67.2
"97","QUIXELÔ","231135501C",0
"98","QUIXERAMOBIM","231140501A",138.04
"99","QUIXERAMOBIM","231140501C",162.8
"100","QUIXERÉ","231150401A",86
"101","REDENÇÃO","231160301C",0.6
"102","RERIUTABA","231170201C",112.6
"103","RUSSAS","231180101A",97
"104","RUSSAS","231180102A",65.4
"105","SENADOR POMPEU","231270001A",106.47
"106","SOLONÓPOLE","231300501C",117.6
"107","SÃO BENEDITO","231230401C",0
"108","TABULEIRO DO NORTE","231310401A",99.6
"109","TARRAFAS","231325201C",59
"110","UMARI","231370801C",0
"111","UMIRIM","231375701C",0
"112","VIÇOSA DO CEARÁ","231410201A",145.8
"113","VIÇOSA DO CEARÁ","231410202A",88.6
"114","VÁRZEA ALEGRE","231400301C",0
