"","municipio","codEstacao","PrecM"
"1","ABREU E LIMA","260005401A",221.73
"2","ABREU E LIMA","260005402A",237.12
"3","AFOGADOS DA INGAZEIRA","260010401A",0
"4","ALIANÇA","260070801A",97.6
"5","ALTINHO","260080701A",63
"6","ALTINHO","260080702A",74.47
"7","AMARAJI","260090601A",62.22
"8","ARAÇOIABA","260105201A",87.06
"9","BARRA DE GUABIRABA","260130001A",115.75
"10","BARREIROS","260140901A",0
"11","BARREIROS","260140901H",169.2
"12","BARREIROS","260140902A",182.62
"13","BARREIROS","260140903A",27.75
"14","BELÉM DE MARIA","260150802A",152.38
"15","BEZERROS","260190401A",24.64
"16","BEZERROS","260190401C",5.4
"17","BOM JARDIM","260220901A",26.46
"18","BREJÃO","260240701C",0
"19","BUENOS AIRES","260270401A",81.02
"20","BUÍQUE","260280301A",92.49
"21","CABO DE SANTO AGOSTINHO","260290201G",106
"22","CABO DE SANTO AGOSTINHO","260290202A",93.57
"23","CABO DE SANTO AGOSTINHO","260290203A",187.91
"24","CABO DE SANTO AGOSTINHO","260290204A",179.71
"25","CABO DE SANTO AGOSTINHO","260290205A",226.7
"26","CABROBÓ","260300901A",16
"27","CACHOEIRINHA","260310801A",66.1
"28","CAETÉS","260320701A",67.21
"29","CALÇADO","260330601A",68.81
"30","CAMARAGIBE","260345401A",242.58
"31","CAMARAGIBE","260345401G",245.6
"32","CAMARAGIBE","260345402A",204.8
"33","CAMARAGIBE","260345403A",232.27
"34","CAMARAGIBE","260345404A",252.73
"35","CAMARAGIBE","260345405A",242.48
"36","CAMARAGIBE","260345406A",205.49
"37","CAMOCIM DE SÃO FÉLIX","260350401A",104.87
"38","CAMUTANGA","260360301A",37.89
"39","CAPOEIRAS","260380101A",76.82
"40","CARUARU","260410601A",38.42
"41","CARUARU","260410602A",31.47
"42","CARUARU","260410603A",16.89
"43","CARUARU","260410605A",38.91
"44","CARUARU","260410606A",130.86
"45","CARUARU","260410607A",44.2
"46","CARUARU","260410608A",2.37
"47","CATENDE","260420502A",140.04
"48","CATENDE","260420503A",192.09
"49","CATENDE","260420504A",161.93
"50","CHÃ DE ALEGRIA","260440301A",68.49
"51","CHÃ GRANDE","260450201A",167
"52","CONDADO","260460101A",66.71
"53","CORRENTES","260470001A",163.77
"54","CORTÊS","260480901A",206.27
"55","CUSTÓDIA","260510301A",0
"56","ESCADA","260520201A",200.38
"57","ESCADA","260520202A",69.19
"58","FERREIROS","260550901A",88.7
"59","FLORES","260560801A",25.83
"60","FLORESTA","260570701A",9
"61","FLORESTA","260570702A",0
"62","GAMELEIRA","260590501A",133.76
"63","GAMELEIRA","260590502A",82.13
"64","GLÓRIA DO GOITÁ","260610101A",31.48
"65","GLÓRIA DO GOITÁ","260610102A",47.34
"66","GOIANA","260620001A",135.8
"67","GOIANA","260620002A",156
"68","GOIANA","260620003A",210.98
"69","IBIMIRIM","260660601A",16.23
"70","IGARASSU","260680403A",212
"71","IGARASSU","260680404A",224.11
"72","IGARASSU","260680405A",223.1
"73","IGARASSU","260680406A",271.93
"74","ILHA DE ITAMARACÁ","260760401A",263.05
"75","IPOJUCA","260720801A",194.98
"76","IPOJUCA","260720801G",111.8
"77","IPOJUCA","260720802A",0
"78","IPOJUCA","260720804A",174.2
"79","IPOJUCA","260720805A",133.48
"80","IPUBI","260730701A",13.75
"81","IPUBI","260730702A",13.92
"82","IPUBI","260730703A",0.59
"83","ITACURUBA","260740601C",11.6
"84","ITAMBÉ","260765301A",92.16
"85","ITAMBÉ","260765302A",123.4
"86","ITAPISSUMA","260775201A",200.17
"87","ITAQUITINGA","260780201A",113.28
"88","ITAÍBA","260750501U",2.6
"89","JABOATÃO DOS GUARARAPES","260790101A",227.66
"90","JABOATÃO DOS GUARARAPES","260790101G",191
"91","JABOATÃO DOS GUARARAPES","260790102A",113.99
"92","JABOATÃO DOS GUARARAPES","260790102G",244.8
"93","JABOATÃO DOS GUARARAPES","260790103A",243.04
"94","JABOATÃO DOS GUARARAPES","260790103G",202.2
"95","JABOATÃO DOS GUARARAPES","260790104A",210.24
"96","JABOATÃO DOS GUARARAPES","260790104G",219
"97","JABOATÃO DOS GUARARAPES","260790106A",198.25
"98","JABOATÃO DOS GUARARAPES","260790108A",179.18
"99","JABOATÃO DOS GUARARAPES","260790109A",218.37
"100","JAQUEIRA","260795001A",137.06
"101","JAQUEIRA","260795002A",54.21
"102","JAQUEIRA","260795004H",147.4
"103","JOAQUIM NABUCO","260820602A",70.51
"104","JUREMA","260840401A",85.2
"105","LAGOA DE ITAENGA","260850301A",60.57
"106","LAGOA DO CARRO","260845301A",69.92
"107","LAGOA DO OURO","260860201A",121.03
"108","LAGOA DOS GATOS","260870101A",88.01
"109","LAGOA GRANDE","260875001A",6.65
"110","LAJEDO","260880001A",59.8
"111","LAJEDO","260880001C",0
"112","MACAPARANA","260900601A",64.72
"113","MACHADOS","260910501A",76.62
"114","MARAIAL","260920401A",112.23
"115","MARAIAL","260920402A",162.67
"116","MORENO","260940201A",84.94
"117","MORENO","260940202A",131.7
"118","NAZARÉ DA MATA","260950101A",80.02
"119","NAZARÉ DA MATA","260950103A",71.65
"120","NAZARÉ DA MATA","260950104A",70.24
"121","OLINDA","260960001A",203.66
"122","OLINDA","260960001G",220
"123","OLINDA","260960002A",251.54
"124","OLINDA","260960003A",220.7
"125","OLINDA","260960004A",170.26
"126","OLINDA","260960005A",199.62
"127","OROBÓ","260970901C",15.8
"128","OROCÓ","260980801A",7.13
"129","PALMARES","261000402A",0
"130","PALMARES","261000403A",180.06
"131","PALMEIRINA","261010301A",169.04
"132","PARANATAMA","261030101A",94.65
"133","PAUDALHO","261060801A",127.89
"134","PAUDALHO","261060802A",105.3
"135","PAULISTA","261070702A",190.24
"136","PAULISTA","261070703A",197.13
"137","PAULISTA","261070704A",212.7
"138","PAULISTA","261070705A",196.72
"139","PAULISTA","261070707A",183.75
"140","PEDRA","261080601A",0
"141","PETROLINA","261110101A",2.6
"142","PETROLINA","261110101C",0
"143","PETROLINA","261110102A",1
"144","PETROLINA","261110103A",0.6
"145","PETROLINA","261110103C",0
"146","PETROLINA","261110104A",1.4
"147","POMBOS","261130901A",52
"148","POMBOS","261130902A",105.42
"149","POÇÃO","261120001A",24
"150","PRIMAVERA","261140801A",0
"151","PRIMAVERA","261140802A",75.8
"152","QUIPAPÁ","261150701A",99.72
"153","QUIPAPÁ","261150702A",119.24
"154","QUIPAPÁ","261150704A",58.01
"155","RECIFE","261160601A",230.95
"156","RECIFE","261160603A",242.6
"157","RECIFE","261160603G",217.6
"158","RECIFE","261160604A",218.14
"159","RECIFE","261160604G",49.8
"160","RECIFE","261160605A",231.77
"161","RECIFE","261160605G",208.2
"162","RECIFE","261160606A",256.64
"163","RECIFE","261160606G",196.8
"164","RECIFE","261160607A",226.01
"165","RECIFE","261160608A",251.08
"166","RECIFE","261160609A",220.54
"167","RECIFE","261160609G",196
"168","RECIFE","261160610A",239.32
"169","RECIFE","261160611G",231
"170","RECIFE","261160613A",207.48
"171","RECIFE","261160614A",210.17
