"","municipio","codEstacao","PrecM"
"1","ABREU E LIMA","260005401A",133.65
"2","ABREU E LIMA","260005402A",110.86
"3","AFOGADOS DA INGAZEIRA","260010401A",2.56
"4","AFRÂNIO","260020301A",0
"5","AFRÂNIO","260020301U",0
"6","ALAGOINHA","260060901U",14.6
"7","ALIANÇA","260070801A",61.98
"8","ALTINHO","260080701A",38.2
"9","ALTINHO","260080702A",40.32
"10","AMARAJI","260090601A",172.28
"11","ANGELIM","260100301A",47.38
"12","ARARIPINA","260110201A",0
"13","ARAÇOIABA","260105201A",78.26
"14","ARCOVERDE","260120101C",0
"15","BARRA DE GUABIRABA","260130001A",87.26
"16","BARREIROS","260140901A",151.23
"17","BARREIROS","260140902A",132.71
"18","BARREIROS","260140903A",145.12
"19","BELO JARDIM","260170601C",23.8
"20","BELÉM DE MARIA","260150802A",99.8
"21","BETÂNIA","260180501A",1.79
"22","BEZERROS","260190401A",13.01
"23","BEZERROS","260190401C",14.8
"24","BODOCÓ","260200101C",1
"25","BOM CONSELHO","260210001C",36.6
"26","BONITO","260230801A",106.29
"27","BREJINHO","260250601A",2.97
"28","BREJO DA MADRE DE DEUS","260260501C",5.2
"29","BREJÃO","260240701C",0.2
"30","BUENOS AIRES","260270401A",23.56
"31","BUÍQUE","260280301A",47.3
"32","CABO DE SANTO AGOSTINHO","260290203A",1.79
"33","CABO DE SANTO AGOSTINHO","260290204A",107.59
"34","CABROBÓ","260300901A",0.2
"35","CABROBÓ","260300901C",0.2
"36","CABROBÓ","260300902A",2.39
"37","CACHOEIRINHA","260310801A",33.57
"38","CACHOEIRINHA","260310802A",35.71
"39","CAETÉS","260320701A",28.42
"40","CAETÉS","260320701C",16.2
"41","CALÇADO","260330601A",31.64
"42","CAMARAGIBE","260345401A",117.06
"43","CAMARAGIBE","260345402A",95.82
"44","CAMARAGIBE","260345403A",127.17
"45","CAMARAGIBE","260345404A",114.71
"46","CAMARAGIBE","260345405A",103.44
"47","CAMARAGIBE","260345406A",99.79
"48","CAMOCIM DE SÃO FÉLIX","260350401A",78.07
"49","CAMUTANGA","260360301A",0.6
"50","CANHOTINHO","260370201C",0.8
"51","CAPOEIRAS","260380101A",42.36
"52","CARNAÍBA","260390001C",25
"53","CARUARU","260410601A",16.89
"54","CARUARU","260410602A",10.65
"55","CARUARU","260410603A",7.6
"56","CARUARU","260410605A",20.69
"57","CARUARU","260410606A",75.15
"58","CARUARU","260410607A",13.4
"59","CARUARU","260410608A",15.6
"60","CASINHAS","260415501A",17.58
"61","CATENDE","260420501A",92.81
"62","CATENDE","260420502A",81.46
"63","CATENDE","260420503A",125.52
"64","CATENDE","260420504A",102.17
"65","CHÃ DE ALEGRIA","260440301A",30.66
"66","CHÃ GRANDE","260450201A",73.6
"67","CONDADO","260460101A",88.13
"68","CORRENTES","260470001A",90.4
"69","CORRENTES","260470001C",0.4
"70","CORTÊS","260480901A",171.26
"71","CORTÊS","260480902A",224.81
"72","CUSTÓDIA","260510301A",11.51
"73","CUSTÓDIA","260510301C",10
"74","DORMENTES","260515201A",0.59
"75","DORMENTES","260515201C",0
"76","ESCADA","260520201A",189.8
"77","EXU","260530101C",0
"78","FEIRA NOVA","260540001A",25.53
"79","FERREIROS","260550901A",55.47
"80","FLORES","260560801A",7.1
"81","FLORES","260560801C",19.6
"82","FLORESTA","260570701A",6
"83","FLORESTA","260570702A",1
"84","FREI MIGUELINHO","260580601C",22
"85","GAMELEIRA","260590501A",135.03
"86","GAMELEIRA","260590502A",151.47
"87","GARANHUNS","260600201C",24
"88","GLÓRIA DO GOITÁ","260610101A",23.95
"89","GLÓRIA DO GOITÁ","260610102A",19.46
"90","GOIANA","260620001A",110.4
"91","GOIANA","260620002A",140.6
"92","GOIANA","260620003A",104.39
"93","GRANITO","260630901C",0
"94","GRAVATÁ","260640801C",24.2
"95","IATI","260650701A",24.88
"96","IBIMIRIM","260660601A",6.19
"97","IBIMIRIM","260660601C",5.8
"98","IGARASSU","260680403A",80.94
"99","IGARASSU","260680404A",123.77
"100","IGARASSU","260680405A",85.31
"101","IGARASSU","260680406A",131.18
"102","IGUARACI","260690301A",12.79
"103","IGUARACI","260690301C",28.6
"104","ILHA DE ITAMARACÁ","260760401A",94.79
"105","INGAZEIRA","260710901U",7.2
"106","IPOJUCA","260720801A",162.82
"107","IPOJUCA","260720802A",175.38
"108","IPOJUCA","260720803A",89.2
"109","IPOJUCA","260720804A",112.49
"110","IPOJUCA","260720805A",144.59
"111","IPUBI","260730701A",0.4
"112","IPUBI","260730702A",0
"113","IPUBI","260730703A",1.19
"114","ITACURUBA","260740601A",6.97
"115","ITACURUBA","260740601C",5.6
"116","ITAMBÉ","260765301A",121.2
"117","ITAMBÉ","260765302A",105.24
"118","ITAPETIM","260770301A",5.74
"119","ITAPISSUMA","260775201A",98.6
"120","ITAQUITINGA","260780201A",75.44
"121","ITAÍBA","260750501U",20.4
"122","JABOATÃO DOS GUARARAPES","260790101A",123.58
"123","JABOATÃO DOS GUARARAPES","260790102A",92.83
"124","JABOATÃO DOS GUARARAPES","260790103A",92.26
"125","JABOATÃO DOS GUARARAPES","260790104A",112.02
"126","JABOATÃO DOS GUARARAPES","260790107A",108.11
"127","JABOATÃO DOS GUARARAPES","260790108A",124.59
"128","JABOATÃO DOS GUARARAPES","260790109A",100.75
"129","JABOATÃO DOS GUARARAPES","260790110A",88.2
"130","JAQUEIRA","260795001A",97.61
"131","JAQUEIRA","260795002A",103.92
"132","JATAÚBA","260800801C",1.4
"133","JATOBÁ","260805701C",10.8
"134","JOÃO ALFREDO","260810701A",23.2
"135","JUPI","260830501A",40.82
"136","JUREMA","260840401A",47.4
"137","JUREMA","260840401C",47.8
"138","LAGOA DE ITAENGA","260850301A",44.57
"139","LAGOA DO CARRO","260845301A",28.27
"140","LAGOA DO OURO","260860201A",81.27
"141","LAGOA DOS GATOS","260870101A",55.73
"142","LAGOA GRANDE","260875001A",0
"143","LAGOA GRANDE","260875001U",0.2
"144","LAJEDO","260880001A",29.6
"145","LAJEDO","260880001C",23
"146","LIMOEIRO","260890901A",21.7
"147","MACAPARANA","260900601A",27.35
"148","MACHADOS","260910501A",55
"149","MANARI","260915401C",31.4
"150","MARAIAL","260920401A",91.17
"151","MARAIAL","260920402A",136.73
"152","MIRANDIBA","260930301C",0.6
"153","MOREILÂNDIA","261430301A",0.2
"154","MORENO","260940201A",39.61
"155","MORENO","260940202A",55.15
"156","NAZARÉ DA MATA","260950101A",38.93
"157","NAZARÉ DA MATA","260950102A",26.51
"158","NAZARÉ DA MATA","260950103A",33.46
"159","NAZARÉ DA MATA","260950104A",35.59
"160","OLINDA","260960001A",71.3
"161","OLINDA","260960002A",98.38
"162","OLINDA","260960003A",96.17
"163","OLINDA","260960004A",88.74
"164","OLINDA","260960005A",99.09
"165","OROBÓ","260970901C",26.6
"166","OROCÓ","260980801A",0.2
"167","OROCÓ","260980801C",0.2
"168","OURICURI","260990701C",0
"169","PALMARES","261000402A",99.1
"170","PALMEIRINA","261010301A",94.72
"171","PANELAS","261020201A",36.39
"172","PARANATAMA","261030101A",80.19
"173","PARNAMIRIM","261040001A",0
"174","PARNAMIRIM","261040001C",0.2
"175","PARNAMIRIM","261040002A",0
"176","PASSIRA","261050901A",24.2
"177","PAUDALHO","261060801A",52.94
"178","PAUDALHO","261060802A",40.66
"179","PAULISTA","261070702A",104.27
"180","PAULISTA","261070703A",75.68
"181","PAULISTA","261070704A",101.84
"182","PAULISTA","261070705A",107.81
"183","PAULISTA","261070706A",0
"184","PEDRA","261080601A",21.8
"185","PEDRA","261080601C",2
"186","PESQUEIRA","261090501C",11.6
"187","PETROLINA","261110101A",0.2
"188","PETROLINA","261110101C",0.6
"189","PETROLINA","261110102A",0
"190","PETROLINA","261110102C",0
"191","PETROLINA","261110103A",0
"192","PETROLINA","261110103C",0
"193","PETROLINA","261110104A",0.2
"194","PETROLINA","261110105A",0
"195","PETROLINA","261110106A",1.97
"196","PETROLÂNDIA","261100201U",2.4
"197","POMBOS","261130901A",28.8
"198","POMBOS","261130902A",51.77
"199","POÇÃO","261120001A",9.2
"200","PRIMAVERA","261140801A",151.28
"201","PRIMAVERA","261140802A",200.4
"202","QUIPAPÁ","261150701A",52.99
"203","QUIPAPÁ","261150702A",70.75
