"","municipio","codEstacao","PrecM"
"1","ABARÉ","290020701C",0
"2","AMÉRICA DOURADA","290115501C",1
"3","ANAGÉ","290120501C",0.6
"4","ANTAS","290160101C",36
"5","ANTÔNIO CARDOSO","290170001C",0.2
"6","ARACATU","290200501C",10.6
"7","BANZAÊ","290265801C",0
"8","BARRA DO CHOÇA","290290601C",0
"9","BARRA DO MENDES","290300301C",3.8
"10","BARRO ALTO","290323501C",2.8
"11","BELMONTE","290340901A",51.46
"12","BOQUIRA","290410001C",0
"13","BRUMADO","290460501C",12.6
"14","CAATIBA","290480301C",26.2
"15","CACHOEIRA","290490201A",221.8
"16","CAMACAN","290560201A",0
"17","CAMACAN","290560202A",125.19
"18","CAMAMU","290580001A",172.6
"19","CANDEIAS","290650101A",150.35
"20","CANDEIAS","290650104A",146.48
"21","CANDEIAS","290650105A",167.22
"22","CANDIBA","290660001C",0
"23","CARAÍBAS","290689901C",1.6
"24","CENTRAL","290760801C",0.8
"25","DOM BASÍLIO","291010701C",0.4
"26","ELÍSIO MEDRADO","291030501C",0
"27","GANDU","291120401A",82.42
"28","GUAJERU","291165901C",0.6
"29","GUANAMBI","291170901C",0.2
"30","GUARATINGA","291180801A",71.4
"31","IBIASSUCÊ","291200401C",1
"32","IBIPITANGA","291250901C",0.2
"33","IBITITÁ","291310101U",0.2
"34","IGAPORÃ","291340801C",0
"35","IGRAPIÚNA","291345701A",183.8
"36","ILHÉUS","291360601A",199.56
"37","ILHÉUS","291360602A",185.01
"38","IRECÊ","291460401C",1
"39","ITABUNA","291480202A",114.11
"40","ITABUNA","291480202H",77.6
"41","ITABUNA","291480203A",93.93
"42","ITAGIMIRIM","291530401A",48.83
"43","ITAMARAJU","291560101A",85.6
"44","ITAMBÉ","291580901C",39.2
"45","ITAPETINGA","291640101A",34.64
"46","ITAPICURU","291650001C",0
"47","ITARANTIM","291680701C",5.2
"48","ITORORÓ","291710201A",64.73
"49","ITORORÓ","291710201C",66.8
"50","JACOBINA","291750801A",23
"51","JACOBINA","291750802A",54.6
"52","JAGUAQUARA","291760701A",70.8
"53","JAGUAQUARA","291760702A",57.2
"54","JEQUIÉ","291800101U",33.8
"55","JOÃO DOURADO","291835701C",1
"56","JUAZEIRO","291840701A",7
"57","JUAZEIRO","291840703A",7.6
"58","JUAZEIRO","291840704A",5.6
"59","JUSSARA","291850601C",1
"60","LAJEDINHO","291900901A",32.6
"61","LAMARÃO","291910801C",29.6
"62","LAPÃO","291915701A",0.4
"63","LAURO DE FREITAS","291920701A",180.95
"64","LAURO DE FREITAS","291920702A",23.68
"65","LAURO DE FREITAS","291920704A",213.23
"66","LAURO DE FREITAS","291920705A",222.47
"67","LAURO DE FREITAS","291920706A",247.21
"68","LICÍNIO DE ALMEIDA","291940501C",2.2
"69","LIVRAMENTO DE NOSSA SENHORA","291950401U",2.2
"70","MARAGOGIPE","292060101A",169.44
"71","MATINA","292105401C",0
"72","MORRO DO CHAPÉU","292170801U",0.2
"73","MUCUGÊ","292190601C",95.8
"74","NOVA VIÇOSA","292300102A",12.08
"75","NOVA VIÇOSA","292300103A",15.28
"76","OLINDINA","292310001C",25.6
"77","PALMAS DE MONTE ALTO","292340701U",1.2
"78","PAU BRASIL","292390201A",138
"79","PEDRO ALEXANDRE","292420701C",0
"80","PIRIPÁ","292470201C",1
"81","PLANALTINO","292490001C",51.8
"82","PORTO SEGURO","292530301A",228.72
"83","PORTO SEGURO","292530302A",208.95
"84","PORTO SEGURO","292530303A",204.7
"85","PORTO SEGURO","292530304A",57.94
"86","REMANSO","292600401C",0
"87","RIO DO ANTÔNIO","292680601C",4
"88","RIO DO PIRES","292690501C",0
"89","SALVADOR","292740801A",227.9
"90","SALVADOR","292740801G",178
"91","SALVADOR","292740802A",200.57
"92","SALVADOR","292740802G",215.6
"93","SALVADOR","292740803A",176.36
"94","SALVADOR","292740803G",185.8
"95","SALVADOR","292740804A",150.16
"96","SALVADOR","292740804G",203
"97","SALVADOR","292740805A",184.03
"98","SALVADOR","292740806A",139.94
"99","SALVADOR","292740806G",184.4
"100","SALVADOR","292740807G",180.4
"101","SALVADOR","292740808A",187.94
"102","SALVADOR","292740808G",174.2
"103","SALVADOR","292740809G",234.4
"104","SALVADOR","292740810A",183.21
"105","SALVADOR","292740810G",227.2
"106","SALVADOR","292740811A",179.16
"107","SALVADOR","292740811G",187.8
"108","SALVADOR","292740812A",164.48
"109","SALVADOR","292740812G",211.4
"110","SALVADOR","292740813G",189.4
"111","SALVADOR","292740814A",172.05
"112","SALVADOR","292740814G",235
"113","SALVADOR","292740814H",156.4
"114","SALVADOR","292740815A",191.04
"115","SALVADOR","292740815G",206.2
"116","SALVADOR","292740815H",166
"117","SALVADOR","292740816A",179.06
"118","SALVADOR","292740816G",172
"119","SALVADOR","292740817A",218.37
"120","SALVADOR","292740818A",196.5
"121","SALVADOR","292740819A",158.8
"122","SALVADOR","292740820A",219.2
"123","SALVADOR","292740821A",230.6
"124","SALVADOR","292740822A",220
"125","SALVADOR","292740823A",151
"126","SANTA LUZIA","292805901A",103.2
"127","SANTO AMARO","292860401A",138.6
"128","SANTO AMARO","292860402A",201.6
"129","SAÚDE","292980001C",0
"130","SEABRA","292990901U",18.6
"131","SENHOR DO BONFIM","293010501A",5.98
"132","SENHOR DO BONFIM","293010501C",26
"133","SIMÕES FILHO","293070901A",182.8
"134","SIMÕES FILHO","293070902A",226
"135","SIMÕES FILHO","293070903A",164.8
"136","SOBRADINHO","293077401C",0.6
"137","SÃO FÉLIX","292900801A",216.4
"138","TANQUE NOVO","293105301C",0
"139","TAPEROÁ","293120201A",169.8
"140","TAPIRAMUTÁ","293130101C",94.4
"141","TEOFILÂNDIA","293150901C",37.2
"142","UIBAÍ","293240801C",0.2
"143","URANDI","293260601C",0
"144","UTINGA","293280401C",20.4
"145","VALENÇA","293290301A",208.29
"146","VALENÇA","293290307H",205.6
"147","VITÓRIA DA CONQUISTA","293330701A",11.38
"148","VITÓRIA DA CONQUISTA","293330702A",13.13
"149","VITÓRIA DA CONQUISTA","293330703A",13.34
"150","VITÓRIA DA CONQUISTA","293330704A",13.81
"151","VITÓRIA DA CONQUISTA","293330705A",5.17
"152","VÁRZEA NOVA","293315801C",2.2
"153","XIQUE-XIQUE","293360401U",0.2
