"","municipio","codEstacao","PrecM"
"1","ABAÍRA","290010801C",21.4
"2","ADUSTINA","290035501C",97.8
"3","AMÉRICA DOURADA","290115501A",0.8
"4","ANAGÉ","290120501C",8.4
"5","ANDARAÍ","290130401C",19.6
"6","ANTÔNIO CARDOSO","290170001C",91
"7","ARACATU","290200501C",49.8
"8","BARRA DA ESTIVA","290280701U",100.8
"9","BARRA DO CHOÇA","290290601C",68.6
"10","BARRA DO ROCHA","290310201A",74.8
"11","BARRO ALTO","290323501C",2.6
"12","BELMONTE","290340901A",186.34
"13","BOA VISTA DO TUPIM","290380501U",32.8
"14","BOM JESUS DA SERRA","290395301C",26.8
"15","BONITO","290405001C",56.8
"16","BREJÕES","290430801C",57
"17","CABACEIRAS DO PARAGUAÇU","290485201C",84.2
"18","CACHOEIRA","290490201A",130.4
"19","CAETITÉ","290520601U",40
"20","CAMACAN","290560201A",238.06
"21","CAMACAN","290560202A",291.93
"22","CAMACAN","290560203A",232.74
"23","CAMAMU","290580001A",119.8
"24","CAMAÇARI","290570101H",192.8
"25","CANARANA","290620401C",5
"26","CANDEIAS","290650101A",175.52
"27","CANDEIAS","290650104A",187.02
"28","CANDEIAS","290650105A",141.46
"29","CANDIBA","290660001C",5.8
"30","CANSANÇÃO","290680801C",23.4
"31","CANUDOS","290682401C",2.8
"32","CAPIM GROSSO","290687301C",37.4
"33","CARAVELAS","290690701A",111.6
"34","CARAÍBAS","290689901C",14.4
"35","CASTRO ALVES","290730101C",70.6
"36","CENTRAL","290760801C",0.4
"37","CHORROCHÓ","290770701C",2.4
"38","CONCEIÇÃO DO COITÉ","290840801C",57.8
"39","CONDEÚBA","290870501C",10.8
"40","CORONEL JOÃO SÁ","290920801C",39.6
"41","CRISÓPOLIS","290960401C",5.8
"42","DOM BASÍLIO","291010701C",17
"43","FÁTIMA","291075001C",12.4
"44","GANDU","291120401A",120.42
"45","GAVIÃO","291125301C",3.6
"46","GUANAMBI","291170901C",1.2
"47","GUARATINGA","291180801A",88.2
"48","IAÇU","291190701C",7.2
"49","IBIASSUCÊ","291200401C",14
"50","IBICOARA","291220201C",80.2
"51","IBITITÁ","291310101U",0.2
"52","IGRAPIÚNA","291345701A",120.4
"53","ILHÉUS","291360602A",190.69
"54","IPECAETÁ","291380401C",125
"55","IPIRÁ","291400001C",67
"56","IRAJUBA","291420801C",62.2
"57","IRAMAIA","291430701U",60.2
"58","IRAQUARA","291440601C",17.4
"59","ITABERABA","291470301C",13.4
"60","ITABUNA","291480201A",82.28
"61","ITABUNA","291480202A",177.9
"62","ITABUNA","291480202H",186.6
"63","ITABUNA","291480203A",179.06
"64","ITACARÉ","291490101A",194.6
"65","ITAETÉ","291500701C",58.8
"66","ITAGIMIRIM","291530401A",127.41
"67","ITAMARAJU","291560101A",145.2
"68","ITAMBÉ","291580901C",19
"69","ITAPETINGA","291640101A",62.42
"70","ITAPETINGA","291640103H",51
"71","ITAPICURU","291650001C",7.2
"72","ITARANTIM","291680701C",136.8
"73","ITATIM","291685601C",11.4
"74","ITORORÓ","291710201A",135.06
"75","ITORORÓ","291710201C",159.2
"76","JACOBINA","291750801A",22.8
"77","JACOBINA","291750801C",0.8
"78","JACOBINA","291750802A",17.8
"79","JAGUAQUARA","291760701A",48
"80","JAGUAQUARA","291760702A",41.6
"81","JAGUARARI","291770601U",65
"82","JEREMOABO","291810001C",75
"83","JUAZEIRO","291840701A",0.6
"84","JUAZEIRO","291840702A",0.4
"85","JUAZEIRO","291840703A",0
"86","JUAZEIRO","291840704A",0.6
"87","LAFAIETE COUTINHO","291870401C",97.4
"88","LAJEDINHO","291900901A",41
"89","LAJEDO DO TABOCAL","291905801C",73.8
"90","LAMARÃO","291910801C",9.4
"91","LAPÃO","291915701A",1.6
"92","LAURO DE FREITAS","291920701A",169.04
"93","LAURO DE FREITAS","291920702A",0
"94","LAURO DE FREITAS","291920703A",160.84
"95","LAURO DE FREITAS","291920704A",71.19
"96","LAURO DE FREITAS","291920704H",176.4
"97","LAURO DE FREITAS","291920705A",166.95
"98","LAURO DE FREITAS","291920706A",179.67
"99","LENÇÓIS","291930601C",0.4
"100","LICÍNIO DE ALMEIDA","291940501C",15.2
"101","MACAJUBA","291960301C",50
"102","MACARANI","291970201C",13.8
"103","MACAÚBAS","291980101U",0.4
"104","MAIRI","292010601C",91.6
"105","MANOEL VITORINO","292040301C",6.4
"106","MARACÁS","292050201C",81
"107","MARAGOGIPE","292060101A",212.14
"108","MEDEIROS NETO","292110401A",79.95
"109","MORTUGABA","292180701C",12.4
"110","MUCUGÊ","292190601C",81
"111","MUNDO NOVO","292210201C",87.2
"112","NAZARÉ","292250801A",256.97
"113","NOVA CANAÃ","292270601C",129.4
"114","NOVA ITARANA","292280501C",8.4
"115","NOVA REDENÇÃO","292285401C",17
"116","NOVA VIÇOSA","292300102A",3.17
"117","NOVA VIÇOSA","292300103A",94.99
"118","OLINDINA","292310001C",96.4
"119","OLIVEIRA DOS BREJINHOS","292320901C",0.8
"120","PAU BRASIL","292390201A",92.4
"121","PAULO AFONSO","292400901C",24
"122","PEDRO ALEXANDRE","292420701C",20.6
"123","PIATÃ","292430601C",3.6
"124","PINTADAS","292465201C",4.2
"125","PIRIPÁ","292470201C",2.6
"126","PLANALTINO","292490001C",35.2
"127","PORTO SEGURO","292530301A",182.87
"128","PORTO SEGURO","292530302A",186.26
"129","PORTO SEGURO","292530303A",180.21
"130","PORTO SEGURO","292530304A",177.17
"131","POÇÕES","292510501U",60.2
"132","PRADO","292550101A",102
"133","RAFAEL JAMBEIRO","292595601U",35.2
"134","RETIROLÂNDIA","292610301C",5.8
"135","RIBEIRA DO AMPARO","292650901C",4.2
"136","RIO DO ANTÔNIO","292680601C",45.8
"137","RIO DO PIRES","292690501C",3.2
"138","RODELAS","292710101C",0.2
"139","RUY BARBOSA","292720001C",35.4
"140","SALVADOR","292740801A",215.89
"141","SALVADOR","292740802A",219.68
"142","SALVADOR","292740803A",199.94
"143","SALVADOR","292740804A",6.46
"144","SALVADOR","292740805A",228.28
"145","SALVADOR","292740806A",198.29
"146","SALVADOR","292740808A",93.28
"147","SALVADOR","292740810A",229.02
"148","SALVADOR","292740811A",191.07
"149","SALVADOR","292740812A",105.73
"150","SALVADOR","292740814A",227.8
"151","SALVADOR","292740815A",184.14
"152","SALVADOR","292740816A",186.42
"153","SALVADOR","292740817A",243.06
"154","SALVADOR","292740818A",174.52
"155","SALVADOR","292740819A",180.6
"156","SALVADOR","292740820A",261.8
"157","SALVADOR","292740821A",199.6
"158","SALVADOR","292740822A",232.8
"159","SALVADOR","292740823A",218
"160","SANTA CRUZ CABRÁLIA","292770501A",132.97
"161","SANTA CRUZ CABRÁLIA","292770505H",176
"162","SANTA INÊS","292790301C",41.6
"163","SANTA LUZIA","292805901A",99.4
"164","SANTA TERESINHA","292850501C",44
"165","SANTO AMARO","292860401A",44.2
"166","SANTO AMARO","292860402A",124.4
"167","SENHOR DO BONFIM","293010501A",64.73
"168","SENHOR DO BONFIM","293010501C",7.2
"169","SERRA PRETA","293040201C",88.2
"170","SERROLÂNDIA","293060001C",9.4
"171","SIMÕES FILHO","293070901A",118.4
"172","SIMÕES FILHO","293070902A",82.6
"173","SIMÕES FILHO","293070903A",58.4
"174","SÃO DOMINGOS","292895001C",39.6
"175","SÃO FÉLIX","292900801A",111.6
"176","TANQUE NOVO","293105301C",0.6
"177","TAPEROÁ","293120201A",148.8
"178","TEOFILÂNDIA","293150901C",56.6
"179","UAUÁ","293200201C",4.4
"180","UBAÍRA","293210101C",62.4
"181","URANDI","293260601C",0.2
"182","VALENTE","293300001C",5
"183","VALENÇA","293290301A",196.87
"184","VALENÇA","293290307H",189
"185","VITÓRIA DA CONQUISTA","293330701A",49.61
"186","VITÓRIA DA CONQUISTA","293330701U",45
"187","VITÓRIA DA CONQUISTA","293330702A",50.79
"188","VITÓRIA DA CONQUISTA","293330703A",48.08
"189","VITÓRIA DA CONQUISTA","293330704A",54.92
"190","VITÓRIA DA CONQUISTA","293330705A",69.9
"191","VÁRZEA DA ROÇA","293305901C",32.4
"192","VÁRZEA NOVA","293315801C",2
"193","ÁGUA FRIA","290040501C",84.2
