"","municipio","codEstacao","PrecM"
"1","ABAÍRA","290010801C",10.4
"2","ADUSTINA","290035501C",35
"3","AMARGOSA","290100701C",96
"4","ANAGÉ","290120501C",0.8
"5","ANDARAÍ","290130401C",15.4
"6","ANTÔNIO CARDOSO","290170001C",58.4
"7","ARACATU","290200501C",9.6
"8","BARRA DA ESTIVA","290280701U",49.2
"9","BARRA DO CHOÇA","290290601C",37.8
"10","BARRO ALTO","290323501C",5.4
"11","BELMONTE","290340901A",109.81
"12","BOA VISTA DO TUPIM","290380501U",27
"13","BOM JESUS DA SERRA","290395301C",24.4
"14","BONITO","290405001C",69.8
"15","BREJÕES","290430801C",62.2
"16","CABACEIRAS DO PARAGUAÇU","290485201C",64.6
"17","CACULÉ","290500801C",8.8
"18","CALDEIRÃO GRANDE","290550301C",7.6
"19","CAMACAN","290560201A",146.36
"20","CAMACAN","290560202A",161.09
"21","CAMAÇARI","290570101H",77.6
"22","CANARANA","290620401C",3.4
"23","CANDEIAS","290650101A",12.96
"24","CANDEIAS","290650102A",36.02
"25","CANDEIAS","290650104A",56.38
"26","CANDEIAS","290650105A",68.21
"27","CANDIBA","290660001C",1
"28","CANSANÇÃO","290680801C",20.8
"29","CANUDOS","290682401C",5.6
"30","CAPIM GROSSO","290687301C",15.2
"31","CARAÍBAS","290689901C",5
"32","CASTRO ALVES","290730101C",63
"33","CHORROCHÓ","290770701C",3.6
"34","CONCEIÇÃO DO COITÉ","290840801C",24
"35","CONDEÚBA","290870501C",0.6
"36","CORONEL JOÃO SÁ","290920801C",17.8
"37","CURAÇÁ","290990101C",2.8
"38","DOM BASÍLIO","291010701C",0.2
"39","EUCLIDES DA CUNHA","291070101C",1.2
"40","FEIRA DE SANTANA","291080001U",42.2
"41","FÁTIMA","291075001C",42.6
"42","GANDU","291120401A",114.26
"43","GAVIÃO","291125301C",16.2
"44","GENTIO DO OURO","291130301C",0.2
"45","GUAJERU","291165901C",7.2
"46","IAÇU","291190701C",29
"47","IBIASSUCÊ","291200401C",2.2
"48","IBICOARA","291220201C",75.2
"49","IBITITÁ","291310101U",0.6
"50","ILHÉUS","291360601A",169.16
"51","ILHÉUS","291360602A",152.88
"52","IPECAETÁ","291380401C",52
"53","IPIRÁ","291400001C",33.6
"54","IRAJUBA","291420801C",54.4
"55","IRAMAIA","291430701U",19.2
"56","IRAQUARA","291440601C",15
"57","IRECÊ","291460401C",0.2
"58","ITABUNA","291480201A",130.22
"59","ITABUNA","291480202A",115.25
"60","ITABUNA","291480202H",121
"61","ITABUNA","291480203A",101.38
"62","ITAETÉ","291500701C",24.8
"63","ITAGIMIRIM","291530401A",110.22
"64","ITAMBÉ","291580901C",39.6
"65","ITAPETINGA","291640101A",40.77
"66","ITAPETINGA","291640103H",41
"67","ITAPICURU","291650001C",55.2
"68","ITARANTIM","291680701C",107.8
"69","ITATIM","291685601C",4
"70","ITIRUÇU","291690601C",45.4
"71","ITORORÓ","291710201C",100
"72","JACOBINA","291750801C",14.6
"73","JAGUAQUARA","291760701C",42.4
"74","JAGUARARI","291770601U",25.8
"75","JEQUIÉ","291800101U",24
"76","JEREMOABO","291810001C",38
"77","JOÃO DOURADO","291835701C",0.8
"78","JUAZEIRO","291840701A",0.4
"79","JUAZEIRO","291840702A",0.4
"80","JUAZEIRO","291840703A",1.2
"81","JUAZEIRO","291840704A",0.4
"82","LAFAIETE COUTINHO","291870401C",58.4
"83","LAJEDINHO","291900901A",36.2
"84","LAJEDO DO TABOCAL","291905801C",44.4
"85","LAMARÃO","291910801C",21
"86","LAPÃO","291915701A",0.4
"87","LAURO DE FREITAS","291920701A",82.77
"88","LAURO DE FREITAS","291920702A",86.39
"89","LAURO DE FREITAS","291920703A",103.12
"90","LAURO DE FREITAS","291920704H",91.6
"91","LAURO DE FREITAS","291920705A",85.52
"92","LAURO DE FREITAS","291920706A",58.86
"93","LENÇÓIS","291930601C",7.2
"94","LICÍNIO DE ALMEIDA","291940501C",4
"95","LIVRAMENTO DE NOSSA SENHORA","291950401U",0.2
"96","MACAJUBA","291960301C",30.8
"97","MACURURÉ","291990001U",7.6
"98","MAIRI","292010601C",42.8
"99","MANOEL VITORINO","292040301C",4
"100","MARACÁS","292050201C",34.8
"101","MARAGOGIPE","292060101A",110.15
"102","MEDEIROS NETO","292110401A",42.26
"103","MIGUEL CALMON","292120301C",76.2
"104","MUCUGÊ","292190601C",82.2
"105","MUNDO NOVO","292210201C",45.6
"106","NAZARÉ","292250801A",1.79
"107","NOVA CANAÃ","292270601C",115.8
"108","NOVA ITARANA","292280501C",12.4
"109","NOVA REDENÇÃO","292285401C",7.8
"110","NOVA VIÇOSA","292300102A",60.25
"111","NOVA VIÇOSA","292300103A",51.12
"112","OLINDINA","292310001C",48.6
"113","PAULO AFONSO","292400901C",38.6
"114","PEDRO ALEXANDRE","292420701C",24.6
"115","PIATÃ","292430601C",44.8
"116","PINTADAS","292465201C",23.6
"117","PIRIPÁ","292470201C",1.6
"118","PLANALTINO","292490001C",28.8
"119","PLANALTO","292500601C",14.4
"120","PORTO SEGURO","292530301A",130.35
"121","PORTO SEGURO","292530302A",142.53
"122","PORTO SEGURO","292530303A",134.71
"123","PORTO SEGURO","292530304A",145.25
"124","POÇÕES","292510501U",43.8
"125","PRESIDENTE JÂNIO QUADROS","292570901U",5.8
"126","QUIXABEIRA","292593101C",9.8
"127","RAFAEL JAMBEIRO","292595601U",27.4
"128","RETIROLÂNDIA","292610301C",19.8
"129","RIBEIRA DO AMPARO","292650901C",39.2
"130","RIO DE CONTAS","292670701C",23.6
"131","RIO DO ANTÔNIO","292680601C",13.8
"132","RODELAS","292710101C",3
"133","RUY BARBOSA","292720001C",33.6
"134","SALVADOR","292740801A",117.49
"135","SALVADOR","292740802A",120.11
"136","SALVADOR","292740803A",85.06
"137","SALVADOR","292740804A",93.01
"138","SALVADOR","292740805A",107.81
"139","SALVADOR","292740806A",90.63
"140","SALVADOR","292740808A",102.67
"141","SALVADOR","292740810A",115.82
"142","SALVADOR","292740811A",76.28
"143","SALVADOR","292740812A",108.03
"144","SALVADOR","292740814A",94.51
"145","SALVADOR","292740815A",81.12
"146","SALVADOR","292740816A",112.17
"147","SALVADOR","292740817A",90.82
"148","SALVADOR","292740818A",112.79
"149","SANTA CRUZ CABRÁLIA","292770501A",131.42
"150","SANTA CRUZ CABRÁLIA","292770505H",145.4
"151","SANTA INÊS","292790301C",62.2
"152","SANTA TERESINHA","292850501C",52.8
"153","SANTO AMARO","292860406H",58.2
"154","SAÚDE","292980001C",8.8
"155","SENHOR DO BONFIM","293010501A",19.58
"156","SENHOR DO BONFIM","293010501C",15.2
"157","SERRA DO RAMALHO","293015401C",1
"158","SERRA PRETA","293040201C",49.8
"159","SERRINHA","293050101C",45.6
"160","SERROLÂNDIA","293060001C",30.2
"161","SOUTO SOARES","293080801U",10
"162","SÃO DOMINGOS","292895001C",20
"163","TANHAÇU","293100401U",4.2
"164","TAPIRAMUTÁ","293130101C",54.6
"165","TEOFILÂNDIA","293150901C",49.6
"166","UAUÁ","293200201C",6
"167","UBAÍRA","293210101C",123.2
"168","UMBURANAS","293245701C",1.8
"169","UTINGA","293280401C",21.6
"170","VALENTE","293300001C",30.8
