"","municipio","codEstacao","PrecM"
"1","ABARÉ","290020701C",0
"2","AMÉRICA DOURADA","290115501A",0
"3","AMÉRICA DOURADA","290115501C",0
"4","ANAGÉ","290120501C",0
"5","ANDARAÍ","290130401C",0
"6","ANTAS","290160101C",71
"7","ANTÔNIO CARDOSO","290170001C",0
"8","ARACATU","290200501C",0
"9","BARRA DA ESTIVA","290280701U",1.4
"10","BARRA DO CHOÇA","290290601C",0
"11","BARRA DO MENDES","290300301C",0
"12","BARRA DO ROCHA","290310201A",50.6
"13","BARRO ALTO","290323501C",0
"14","BELMONTE","290340901A",74.95
"15","BONITO","290405001C",0
"16","BRUMADO","290460501C",0
"17","CACHOEIRA","290490201A",324
"18","CACULÉ","290500801C",0
"19","CAFARNAUM","290530501C",0
"20","CAMACAN","290560201A",28.81
"21","CAMACAN","290560202A",39.44
"22","CAMACAN","290560203A",29.76
"23","CAMAMU","290580001A",117.4
"24","CAMAÇARI","290570101H",143
"25","CANDEIAS","290650101A",66.2
"26","CANDEIAS","290650102A",0
"27","CANDEIAS","290650104A",202.33
"28","CANDEIAS","290650105A",168.52
"29","CARAÍBAS","290689901C",0
"30","CHORROCHÓ","290770701C",6.4
"31","CURAÇÁ","290990101C",0
"32","CÂNDIDO SALES","290670901C",0
"33","ELÍSIO MEDRADO","291030501C",0
"34","GANDU","291120401A",42.54
"35","GUANAMBI","291170901C",0
"36","GUARATINGA","291180801A",32.6
"37","IBOTIRAMA","291320001C",0
"38","IGRAPIÚNA","291345701A",99
"39","ILHÉUS","291360601A",96.27
"40","ILHÉUS","291360602A",88.35
"41","INHAMBUPE","291370501C",2.6
"42","ITABERABA","291470301C",22
"43","ITABUNA","291480201A",26.24
"44","ITABUNA","291480202A",36.11
"45","ITABUNA","291480202H",30.6
"46","ITABUNA","291480203A",36.46
"47","ITACARÉ","291490101A",99.6
"48","ITAGIMIRIM","291530401A",20.75
"49","ITAMARAJU","291560101A",22.4
"50","ITAMBÉ","291580901C",0
"51","ITAPETINGA","291640101A",2.36
"52","ITAPETINGA","291640103H",2
"53","ITAPICURU","291650001C",0
"54","ITIRUÇU","291690601C",0.4
"55","ITORORÓ","291710201A",0
"56","ITORORÓ","291710201C",0.6
"57","JACOBINA","291750801A",30.6
"58","JACOBINA","291750802A",84.2
"59","JAGUAQUARA","291760701A",28.4
"60","JAGUAQUARA","291760702A",20.8
"61","JUAZEIRO","291840701A",1
"62","JUAZEIRO","291840703A",1
"63","JUAZEIRO","291840704A",2.2
"64","LAJEDINHO","291900901A",9.8
"65","LAJEDO DO TABOCAL","291905801C",18
"66","LAPÃO","291915701A",0
"67","LAURO DE FREITAS","291920701A",309.45
"68","LAURO DE FREITAS","291920702A",256.96
"69","LAURO DE FREITAS","291920704A",222.77
"70","LAURO DE FREITAS","291920704H",0.2
"71","LAURO DE FREITAS","291920705A",376.7
"72","LAURO DE FREITAS","291920706A",393.34
"73","LENÇÓIS","291930601C",0.2
"74","LICÍNIO DE ALMEIDA","291940501C",0
"75","MARAGOGIPE","292060101A",186.76
"76","MEDEIROS NETO","292110401A",14
"77","MONTE SANTO","292150001U",85.4
"78","MUNDO NOVO","292210201C",0
"79","NOVA REDENÇÃO","292285401C",0
"80","NOVA VIÇOSA","292300102A",72.21
"81","NOVA VIÇOSA","292300103A",82.63
"82","PARATINGA","292370401U",0
"83","PAU BRASIL","292390201A",22.6
"84","PEDRO ALEXANDRE","292420701C",0
"85","PLANALTINO","292490001C",0
"86","PORTO SEGURO","292530301A",79.8
"87","PRADO","292550101A",0
"88","QUEIMADAS","292580801C",0
"89","QUIXABEIRA","292593101C",18.2
"90","REMANSO","292600401C",0
"91","RIO DO ANTÔNIO","292680601C",0
"92","RUY BARBOSA","292720001C",0.6
"93","SALVADOR","292740801A",362.87
"94","SALVADOR","292740801G",242.6
"95","SALVADOR","292740802A",173.53
"96","SALVADOR","292740802G",280.2
"97","SALVADOR","292740803A",247.85
"98","SALVADOR","292740803G",237.8
"99","SALVADOR","292740804A",257.92
"100","SALVADOR","292740804G",147.6
"101","SALVADOR","292740805A",312.01
"102","SALVADOR","292740805G",318.2
"103","SALVADOR","292740806A",219.29
"104","SALVADOR","292740806G",280
"105","SALVADOR","292740807G",248.8
"106","SALVADOR","292740808A",237.7
"107","SALVADOR","292740808G",267
"108","SALVADOR","292740809G",294.8
"109","SALVADOR","292740810A",246.89
"110","SALVADOR","292740810G",401.2
"111","SALVADOR","292740811A",235.57
"112","SALVADOR","292740811G",269.8
"113","SALVADOR","292740812A",308.63
"114","SALVADOR","292740812G",230.8
"115","SALVADOR","292740813G",281.6
"116","SALVADOR","292740814A",254.81
"117","SALVADOR","292740814G",264.6
"118","SALVADOR","292740815A",242.55
"119","SALVADOR","292740815G",332.8
"120","SALVADOR","292740816A",307.21
"121","SALVADOR","292740817A",308.25
"122","SALVADOR","292740818A",312.21
"123","SALVADOR","292740819A",180.4
"124","SALVADOR","292740820A",312.2
"125","SALVADOR","292740821A",258.2
"126","SALVADOR","292740822A",246.4
"127","SALVADOR","292740823A",214.8
"128","SANTA BÁRBARA","292750701C",22
"129","SANTA LUZIA","292805901A",27.2
"130","SANTA TERESINHA","292850501C",0
"131","SANTANÓPOLIS","292830701C",16.8
"132","SANTO AMARO","292860401A",255.4
"133","SANTO AMARO","292860402A",377.6
"134","SAÚDE","292980001C",0
"135","SENHOR DO BONFIM","293010501A",17.26
"136","SENHOR DO BONFIM","293010501C",3.8
"137","SERRINHA","293050101C",0
"138","SIMÕES FILHO","293070901A",363
"139","SIMÕES FILHO","293070902A",344
"140","SIMÕES FILHO","293070903A",349.2
"141","SÃO FÉLIX","292900801A",266
"142","TAPEROÁ","293120201A",0
"143","TEOFILÂNDIA","293150901C",10.8
"144","UMBURANAS","293245701C",0
"145","VALENÇA","293290301A",170.22
"146","VALENÇA","293290307H",173.6
"147","VITÓRIA DA CONQUISTA","293330701A",0.8
"148","VITÓRIA DA CONQUISTA","293330702A",1.22
"149","VITÓRIA DA CONQUISTA","293330703A",1.4
"150","VITÓRIA DA CONQUISTA","293330704A",0
"151","VITÓRIA DA CONQUISTA","293330705A",7.33
