"","municipio","codEstacao","PrecM"
"1","AFONSO BEZERRA","240030701C",40
"2","AUGUSTO SEVERO","240130501C",1.8
"3","BAÍA FORMOSA","240140401A",269.24
"4","CAICÓ","240200601A",22.92
"5","CAICÓ","240200601C",0
"6","CAICÓ","240200602A",25.35
"7","CANGUARETAMA","240220401A",231.06
"8","CARAÚBAS","240230301C",0.2
"9","GOIANINHA","240420001A",208
"10","GUAMARÉ","240450701A",21.91
"11","IPANGUAÇU","240470501A",25.41
"12","ITAJÁ","240485301A",41.59
"13","JOÃO CÂMARA","240580101A",116.52
"14","JOÃO CÂMARA","240580101C",5.6
"15","JUCURUTU","240610601A",47.59
"16","LAGOA NOVA","240650201C",0
"17","MACAU","240720301A",18.57
"18","MAXARANGUAPE","240750001A",231.49
"19","MOSSORÓ","240800302A",62.6
"20","MOSSORÓ","240800303A",45.56
"21","MOSSORÓ","240800304A",63.71
"22","MOSSORÓ","240800306A",44.93
"23","NATAL","240810201A",167.67
"24","NATAL","240810202A",208.25
"25","NATAL","240810203A",251.98
"26","NATAL","240810204A",224.03
"27","NATAL","240810205A",209.93
"28","NATAL","240810206A",222.85
"29","NATAL","240810207A",253.18
"30","NATAL","240810208A",195.5
"31","NOVA CRUZ","240830001C",165.4
"32","PARELHAS","240890401C",0
"33","PATU","240930801A",103.68
"34","PORTO DO MANGUE","241025601A",39.15
"35","RIACHO DE SANTANA","241080101C",13.2
"36","SANTA CRUZ","241120501C",86
"37","SÃO JOSÉ DE MIPIBU","241220301A",247.08
"38","SÃO JOSÉ DE MIPIBU","241220302A",187.52
"39","SÃO PAULO DO POTENGI","241260901C",112.6
"40","SÃO RAFAEL","241280701A",66.68
"41","TOUROS","241440701A",197.21
"42","UPANEMA","241460501A",26.8
"43","VÁRZEA","241470401A",132.52
