"","municipio","codEstacao","PrecM"
"1","ALCÂNTARA","210020401A",24.2
"2","ALTO ALEGRE DO MARANHÃO","210043601A",21.6
"3","ALTO ALEGRE DO PINDARÉ","210047701A",25.2
"4","ALTO PARNAÍBA","210050102A",0
"5","APICUM-AÇU","210083201A",151.6
"6","ARAIOSES","210090701A",98.2
"7","ARAME","210095601A",13.6
"8","ARARI","210100401A",78.2
"9","BACABAL","210120201A",1.4
"10","BACABAL","210120202A",6.8
"11","BACURI","210130101A",160.8
"12","BALSAS","210140001A",12.8
"13","BELA VISTA DO MARANHÃO","210177201A",19.2
"14","BENEDITO LEITE","210180601A",72.8
"15","BOA VISTA DO GURUPI","210197001A",37.8
"16","BREJO","210210102A",38.96
"17","BURITI","210220001A",17.8
"18","BURITICUPU","210232501A",4
"19","CAJARI","210250701A",44.8
"20","CANTANHEDE","210270501A",64.8
"21","CAXIAS","210300001A",4
"22","CAXIAS","210300002A",12.6
"23","CAXIAS","210300003A",4.8
"24","CENTRO DO GUILHERME","210315801A",82
"25","CHAPADINHA","210320801A",5.4
"26","CHAPADINHA","210320802A",27.9
"27","CODÓ","210330701A",18.4
"28","CODÓ","210330702A",9.4
"29","COELHO NETO","210340601A",16
"30","COELHO NETO","210340602A",12.2
"31","COLINAS","210350501A",1.8
"32","CONCEIÇÃO DO LAGO-AÇU","210355401A",48.8
"33","COROATÁ","210360401A",9.6
"34","ESPERANTINÓPOLIS","210400801A",0.4
"35","FORTALEZA DOS NOGUEIRAS","210410701A",14.8
"36","FORTUNA","210420601A",27.8
"37","GRAJAÚ","210480001A",6.4
"38","GRAJAÚ","210480002A",1.8
"39","ICATU","210510401A",97.6
"40","IGARAPÉ DO MEIO","210515301A",21.8
"41","IMPERATRIZ","210530201A",19.8
"42","IMPERATRIZ","210530202A",8.6
"43","IMPERATRIZ","210530203A",3.8
"44","IMPERATRIZ","210530204A",4.8
"45","ITAPECURU MIRIM","210540101A",19.2
"46","JATOBÁ","210545001A",10.8
"47","LAGO DA PEDRA","210570801A",15.2
"48","LAGO DO JUNCO","210580701A",3.2
"49","LAGO DOS RODRIGUES","210594801A",3
"50","LAGO VERDE","210590601A",19.4
"51","LAGOA GRANDE DO MARANHÃO","210596302A",31.83
"52","MAGALHÃES DE ALMEIDA","210630001A",31.4
"53","MARAJÁ DO SENA","210635902A",2.76
"54","MATÕES","210660701A",8.4
"55","MATÕES DO NORTE","210663101A",26.8
"56","MIRADOR","210670601A",5.6
"57","MIRANDA DO NORTE","210675501A",30.6
"58","MIRINZAL","210680501A",114.4
"59","MONÇÃO","210690401A",59.4
"60","NINA RODRIGUES","210720901A",51.2
"61","OLINDA NOVA DO MARANHÃO","210745601A",75.4
"62","PALMEIRÂNDIA","210760501A",49.8
"63","PARNARAMA","210780301A",9
"64","PEDREIRAS","210820701A",7.8
"65","PENALVA","210830601A",36.4
"66","PERITORÓ","210845401A",19
"67","PINDARÉ-MIRIM","210850401A",25
"68","PIO XII","210870201A",6592.6
"69","PIRAPEMAS","210880101A",49.2
"70","POÇÃO DE PEDRAS","210890001A",9.8
"71","PRESIDENTE DUTRA","210910601A",25.8
"72","PRESIDENTE VARGAS","210930401A",25.2
"73","RAPOSA","210945201A",104.2
"74","ROSÁRIO","210960101A",40.2
"75","SANTA FILOMENA DO MARANHÃO","210975901A",53
"76","SANTA HELENA","210980901A",75.6
"77","SANTA LUZIA","211000501A",9.4
"78","SANTA QUITÉRIA DO MARANHÃO","211010401A",75.2
"79","SANTO AMARO DO MARANHÃO","211027802A",41.37
"80","SATUBINHA","211172201A",11.6
"81","SÃO FÉLIX DE BALSAS","211080701A",52
"82","SÃO LUÍS","211130002A",70.2
"83","SÃO LUÍS","211130003A",71.4
"84","SÃO LUÍS","211130004A",64.4
"85","SÃO LUÍS","211130005A",83.2
"86","SÃO LUÍS","211130006A",132.4
"87","SÃO LUÍS","211130007A",114.6
"88","SÃO LUÍS","211130008A",104.2
"89","SÃO LUÍS","211130009A",37.2
"90","SÃO LUÍS","211130010A",116.8
"91","SÃO LUÍS GONZAGA DO MARANHÃO","211140901A",0.2
"92","SÃO MATEUS DO MARANHÃO","211150801A",16.6
"93","SÃO PEDRO DA ÁGUA BRANCA","211153202A",33.32
"94","TIMBIRAS","211210001A",48.4
"95","TIMON","211220901A",3
"96","TRIZIDELA DO VALE","211223301A",0.2
"97","TUFILÂNDIA","211227401A",13.2
"98","TURILÂNDIA","211245601A",105.4
"99","VARGEM GRANDE","211270401A",23.2
"100","VIANA","211280301A",68.2
"101","VITÓRIA DO MEARIM","211290201A",45
