"","municipio","codEstacao","PrecM"
"1","ALTO ALEGRE DO MARANHÃO","210043601A",8
"2","ALTO ALEGRE DO PINDARÉ","210047701A",10.6
"3","APICUM-AÇU","210083201A",26.2
"4","ARAIOSES","210090701A",0
"5","BACURI","210130101A",53.8
"6","BELA VISTA DO MARANHÃO","210177201A",17.6
"7","BREJO","210210102A",713.79
"8","BURITI","210220001A",15.2
"9","BURITICUPU","210232501A",12.2
"10","CANTANHEDE","210270501A",10.2
"11","CAXIAS","210300001A",6.2
"12","CENTRO DO GUILHERME","210315801A",65
"13","CHAPADINHA","210320801A",12.8
"14","CHAPADINHA","210320802A",4.18
"15","COELHO NETO","210340601A",50
"16","COLINAS","210350501A",0
"17","COROATÁ","210360401A",8.2
"18","FORTUNA","210420601A",1.6
"19","GRAJAÚ","210480001A",0
"20","IGARAPÉ DO MEIO","210515301A",2
"21","IMPERATRIZ","210530202A",0.2
"22","IMPERATRIZ","210530203A",0
"23","IMPERATRIZ","210530204A",0
"24","JATOBÁ","210545001A",1
"25","LAGO DA PEDRA","210570801A",0.8
"26","LAGO DO JUNCO","210580701A",1
"27","LAGO DOS RODRIGUES","210594801A",1.4
"28","LAGO VERDE","210590601A",3.4
"29","MARAJÁ DO SENA","210635902A",1.18
"30","MATÕES","210660701A",0
"31","MATÕES DO NORTE","210663101A",27
"32","MIRINZAL","210680501A",42.8
"33","MONÇÃO","210690401A",11.4
"34","OLINDA NOVA DO MARANHÃO","210745601A",30.4
"35","PARNARAMA","210780301A",0.2
"36","PENALVA","210830601A",45.6
"37","PINDARÉ-MIRIM","210850401A",6
"38","PRESIDENTE DUTRA","210910601A",0
"39","PRESIDENTE VARGAS","210930401A",1.2
"40","RAPOSA","210945201A",0
"41","SANTA FILOMENA DO MARANHÃO","210975901A",0
"42","SANTA HELENA","210980901A",16.4
"43","SANTA LUZIA","211000501A",4.4
"44","SANTA QUITÉRIA DO MARANHÃO","211010401A",40.8
"45","SANTO AMARO DO MARANHÃO","211027802A",44.36
"46","SÃO FÉLIX DE BALSAS","211080701A",0
"47","SÃO LUÍS","211130002A",23.8
"48","SÃO LUÍS","211130003A",46.4
"49","SÃO LUÍS","211130004A",90.6
"50","SÃO LUÍS","211130005A",67.6
"51","SÃO LUÍS","211130006A",39.4
"52","SÃO LUÍS","211130007A",34.8
"53","SÃO LUÍS","211130008A",70.2
"54","SÃO LUÍS","211130009A",98.4
"55","SÃO LUÍS","211130010A",35.6
"56","SÃO MATEUS DO MARANHÃO","211150801A",0.2
"57","TIMBIRAS","211210001A",7
"58","TUFILÂNDIA","211227401A",23.4
"59","VARGEM GRANDE","211270401A",14
"60","VITÓRIA DO MEARIM","211290201A",35.8
