"","municipio","codEstacao","PrecM"
"1","ALTO ALEGRE DO MARANHÃO","210043601A",0.4
"2","ALTO ALEGRE DO PINDARÉ","210047701A",1.4
"3","ALTO PARNAÍBA","210050102A",0
"4","APICUM-AÇU","210083201A",69
"5","ARAIOSES","210090701A",4
"6","ARAME","210095601A",10.6
"7","BACURI","210130101A",178.8
"8","BALSAS","210140001A",0
"9","BELA VISTA DO MARANHÃO","210177201A",17.6
"10","BENEDITO LEITE","210180601A",0
"11","BREJO","210210102A",170.91
"12","BURITI","210220001A",85.2
"13","BURITICUPU","210232501A",4.6
"14","CANTANHEDE","210270501A",15.6
"15","CAXIAS","210300001A",9.2
"16","CAXIAS","210300003A",1.6
"17","CENTRO DO GUILHERME","210315801A",0.4
"18","CHAPADINHA","210320801A",16
"19","CHAPADINHA","210320802A",0.2
"20","CODÓ","210330701A",8.8
"21","CODÓ","210330702A",8
"22","COELHO NETO","210340601A",3.2
"23","COLINAS","210350501A",12
"24","COROATÁ","210360401A",42.2
"25","DUQUE BACELAR","210390101A",23.6
"26","FORTUNA","210420601A",1
"27","GRAJAÚ","210480001A",19.6
"28","ICATU","210510401A",163.6
"29","IGARAPÉ DO MEIO","210515301A",21.6
"30","IMPERATRIZ","210530201A",11.4
"31","IMPERATRIZ","210530202A",0.2
"32","IMPERATRIZ","210530203A",0.4
"33","IMPERATRIZ","210530204A",0.4
"34","ITAPECURU MIRIM","210540101A",38.8
"35","JATOBÁ","210545001A",1.2
"36","LAGO DA PEDRA","210570801A",9.6
"37","LAGO DO JUNCO","210580701A",17
"38","LAGO DOS RODRIGUES","210594801A",14.8
"39","LAGO VERDE","210590601A",8.4
"40","LAGOA GRANDE DO MARANHÃO","210596302A",1.19
"41","MAGALHÃES DE ALMEIDA","210630001A",26.4
"42","MARAJÁ DO SENA","210635902A",13.81
"43","MATÕES","210660701A",14.2
"44","MATÕES DO NORTE","210663101A",44.8
"45","MIRADOR","210670601A",0
"46","MIRANDA DO NORTE","210675501A",22.8
"47","MIRINZAL","210680501A",99.8
"48","MONÇÃO","210690401A",4.4
"49","OLINDA NOVA DO MARANHÃO","210745601A",23.6
"50","PALMEIRÂNDIA","210760501A",95.6
"51","PARNARAMA","210780301A",9.8
"52","PENALVA","210830601A",1.2
"53","PIO XII","210870201A",0
"54","PRESIDENTE DUTRA","210910601A",2.4
"55","PRESIDENTE VARGAS","210930401A",21.6
"56","RAPOSA","210945201A",1
"57","SANTA FILOMENA DO MARANHÃO","210975901A",6.8
"58","SANTA HELENA","210980901A",150.6
"59","SANTA LUZIA","211000501A",5.6
"60","SANTA QUITÉRIA DO MARANHÃO","211010401A",21.4
"61","SANTO AMARO DO MARANHÃO","211027802A",0
"62","SATUBINHA","211172201A",9
"63","SÃO FÉLIX DE BALSAS","211080701A",0
"64","SÃO LUÍS","211130002A",134.8
"65","SÃO LUÍS","211130003A",165.8
"66","SÃO LUÍS","211130004A",152.6
"67","SÃO LUÍS","211130005A",156.4
"68","SÃO LUÍS","211130006A",208.4
"69","SÃO LUÍS","211130007A",173.6
"70","SÃO LUÍS","211130008A",193.8
"71","SÃO LUÍS","211130009A",225.2
"72","SÃO LUÍS","211130010A",264.6
"73","SÃO MATEUS DO MARANHÃO","211150801A",12.6
"74","SÃO PEDRO DA ÁGUA BRANCA","211153202A",5.13
"75","TIMBIRAS","211210001A",32.8
"76","TIMON","211220901A",2.2
"77","TUFILÂNDIA","211227401A",0.8
"78","VARGEM GRANDE","211270401A",39.6
"79","VIANA","211280301A",3.2
"80","VITÓRIA DO MEARIM","211290201A",62.8
