"","municipio","codEstacao","PrecM"
"1","ALCÂNTARA","210020401A",32.6
"2","ALTO ALEGRE DO MARANHÃO","210043601A",6
"3","ALTO ALEGRE DO PINDARÉ","210047701A",2.2
"4","ALTO PARNAÍBA","210050102A",0
"5","APICUM-AÇU","210083201A",61.4
"6","ARAIOSES","210090701A",92
"7","ARAME","210095601A",0.8
"8","ARARI","210100401A",4
"9","BACABAL","210120201A",19.2
"10","BACABAL","210120202A",4.2
"11","BACURI","210130101A",99
"12","BALSAS","210140001A",0
"13","BELA VISTA DO MARANHÃO","210177201A",1.8
"14","BENEDITO LEITE","210180601A",0
"15","BREJO","210210102A",8.31
"16","BURITI","210220001A",8.8
"17","BURITICUPU","210232501A",0.2
"18","CAJARI","210250701A",8.6
"19","CANTANHEDE","210270501A",0
"20","CAXIAS","210300001A",17.4
"21","CAXIAS","210300002A",26.2
"22","CAXIAS","210300003A",1.4
"23","CENTRO DO GUILHERME","210315801A",16.2
"24","CHAPADINHA","210320801A",0.2
"25","CHAPADINHA","210320802A",4.17
"26","CODÓ","210330701A",1.4
"27","CODÓ","210330702A",0.2
"28","COELHO NETO","210340601A",0.2
"29","COELHO NETO","210340602A",0.6
"30","COLINAS","210350501A",0
"31","CONCEIÇÃO DO LAGO-AÇU","210355401A",0
"32","COROATÁ","210360401A",5.6
"33","DUQUE BACELAR","210390101A",1
"34","FORTALEZA DOS NOGUEIRAS","210410701A",0
"35","FORTUNA","210420601A",1.8
"36","GRAJAÚ","210480001A",2.6
"37","ICATU","210510401A",134.6
"38","IGARAPÉ DO MEIO","210515301A",11.4
"39","IMPERATRIZ","210530201A",0
"40","IMPERATRIZ","210530202A",0
"41","IMPERATRIZ","210530203A",0
"42","IMPERATRIZ","210530204A",0
"43","ITAPECURU MIRIM","210540101A",0
"44","JATOBÁ","210545001A",0
"45","LAGO DA PEDRA","210570801A",0.6
"46","LAGO DO JUNCO","210580701A",0.2
"47","LAGO DOS RODRIGUES","210594801A",1.6
"48","LAGO VERDE","210590601A",23.2
"49","LAGOA GRANDE DO MARANHÃO","210596302A",0.2
"50","MAGALHÃES DE ALMEIDA","210630001A",13.4
"51","MARAJÁ DO SENA","210635902A",7.11
"52","MATÕES","210660701A",0
"53","MATÕES DO NORTE","210663101A",8.2
"54","MIRADOR","210670601A",0.6
"55","MIRANDA DO NORTE","210675501A",0.6
"56","MIRINZAL","210680501A",252.4
"57","MONÇÃO","210690401A",7.8
"58","NINA RODRIGUES","210720901A",0.8
"59","OLINDA NOVA DO MARANHÃO","210745601A",9.8
"60","PALMEIRÂNDIA","210760501A",25
"61","PARNARAMA","210780301A",0
"62","PEDREIRAS","210820701A",0
"63","PENALVA","210830601A",8
"64","PERITORÓ","210845401A",16.8
"65","PINDARÉ-MIRIM","210850401A",33.6
"66","PIRAPEMAS","210880101A",2.2
"67","POÇÃO DE PEDRAS","210890001A",1.4
"68","PRESIDENTE DUTRA","210910601A",0
"69","PRESIDENTE VARGAS","210930401A",10
"70","RAPOSA","210945201A",21.2
"71","ROSÁRIO","210960101A",37.6
"72","SANTA FILOMENA DO MARANHÃO","210975901A",0.2
"73","SANTA HELENA","210980901A",32.8
"74","SANTA LUZIA","211000501A",7.8
"75","SANTA QUITÉRIA DO MARANHÃO","211010401A",21.4
"76","SANTO AMARO DO MARANHÃO","211027802A",62.29
"77","SATUBINHA","211172201A",7.2
"78","SÃO FÉLIX DE BALSAS","211080701A",0
"79","SÃO LUÍS","211130002A",67.2
"80","SÃO LUÍS","211130003A",97.8
"81","SÃO LUÍS","211130004A",135.4
"82","SÃO LUÍS","211130005A",61.6
"83","SÃO LUÍS","211130006A",117.8
"84","SÃO LUÍS","211130007A",50.4
"85","SÃO LUÍS","211130008A",106
"86","SÃO LUÍS","211130009A",75.4
"87","SÃO LUÍS","211130010A",83.2
"88","SÃO LUÍS GONZAGA DO MARANHÃO","211140901A",0.4
"89","SÃO MATEUS DO MARANHÃO","211150801A",2.6
"90","SÃO PEDRO DA ÁGUA BRANCA","211153202A",0
"91","TIMBIRAS","211210001A",13.8
"92","TIMON","211220901A",2
"93","TRIZIDELA DO VALE","211223301A",0
"94","TUFILÂNDIA","211227401A",2.6
"95","TURILÂNDIA","211245601A",29
"96","VARGEM GRANDE","211270401A",6.4
"97","VIANA","211280301A",25.8
"98","VITÓRIA DO MEARIM","211290201A",15
