"","municipio","codEstacao","PrecM"
"1","ALCÂNTARA","210020401A",26.4
"2","ALTO ALEGRE DO MARANHÃO","210043601A",5
"3","ALTO ALEGRE DO PINDARÉ","210047701A",5.6
"4","APICUM-AÇU","210083201A",10.6
"5","ARAIOSES","210090701A",15
"6","ARAME","210095601A",9.8
"7","ARARI","210100401A",11
"8","BACABAL","210120201A",17
"9","BACABAL","210120202A",8.4
"10","BACURI","210130101A",46.6
"11","BALSAS","210140001A",0.2
"12","BELA VISTA DO MARANHÃO","210177201A",29
"13","BENEDITO LEITE","210180601A",0
"14","BOA VISTA DO GURUPI","210197001A",139.2
"15","BURITI","210220001A",14.2
"16","BURITICUPU","210232501A",1.4
"17","CAJARI","210250701A",6.4
"18","CANTANHEDE","210270501A",8
"19","CAXIAS","210300001A",2.8
"20","CAXIAS","210300002A",8.6
"21","CAXIAS","210300003A",11
"22","CENTRO DO GUILHERME","210315801A",34.8
"23","CHAPADINHA","210320801A",8.4
"24","CODÓ","210330701A",22.6
"25","CODÓ","210330702A",24.2
"26","COELHO NETO","210340601A",15
"27","COELHO NETO","210340602A",11.4
"28","COLINAS","210350501A",19.2
"29","CONCEIÇÃO DO LAGO-AÇU","210355401A",20.6
"30","COROATÁ","210360401A",15.6
"31","DUQUE BACELAR","210390101A",18.6
"32","ESPERANTINÓPOLIS","210400801A",0
"33","FORTALEZA DOS NOGUEIRAS","210410701A",0.6
"34","FORTUNA","210420601A",36.8
"35","GRAJAÚ","210480001A",28.6
"36","GRAJAÚ","210480002A",39
"37","ICATU","210510401A",104.2
"38","IGARAPÉ DO MEIO","210515301A",52.2
"39","IMPERATRIZ","210530201A",5
"40","IMPERATRIZ","210530202A",0.2
"41","IMPERATRIZ","210530203A",1.4
"42","IMPERATRIZ","210530204A",16.8
"43","ITAPECURU MIRIM","210540101A",14
"44","JATOBÁ","210545001A",28
"45","LAGO DA PEDRA","210570801A",23
"46","LAGO DO JUNCO","210580701A",30.4
"47","LAGO DOS RODRIGUES","210594801A",15.8
"48","LAGO VERDE","210590601A",26
"49","MAGALHÃES DE ALMEIDA","210630001A",9.4
"50","MATÕES","210660701A",0
"51","MATÕES DO NORTE","210663101A",2.6
"52","MIRADOR","210670601A",9.6
"53","MIRANDA DO NORTE","210675501A",6.6
"54","MIRINZAL","210680501A",46
"55","MONÇÃO","210690401A",9
"56","NINA RODRIGUES","210720901A",3.8
"57","OLINDA NOVA DO MARANHÃO","210745601A",14.4
"58","PALMEIRÂNDIA","210760501A",5.8
"59","PARNARAMA","210780301A",2.6
"60","PAÇO DO LUMIAR","210750601A",76.8
"61","PEDREIRAS","210820701A",1.4
"62","PENALVA","210830601A",21.4
"63","PERITORÓ","210845401A",22.8
"64","PINDARÉ-MIRIM","210850401A",51.6
"65","PIO XII","210870201A",55.6
"66","PIRAPEMAS","210880101A",14.4
"67","POÇÃO DE PEDRAS","210890001A",2.8
"68","PRESIDENTE DUTRA","210910601A",3
"69","PRESIDENTE VARGAS","210930401A",4.6
"70","RAPOSA","210945201A",33
"71","ROSÁRIO","210960101A",47
"72","SANTA FILOMENA DO MARANHÃO","210975901A",16.8
"73","SANTA HELENA","210980901A",69.8
"74","SANTA LUZIA","211000501A",52
"75","SANTA QUITÉRIA DO MARANHÃO","211010401A",6.8
"76","SATUBINHA","211172201A",64.6
"77","SÃO BERNARDO","211060901A",11.8
"78","SÃO FÉLIX DE BALSAS","211080701A",3.4
"79","SÃO LUÍS","211130002A",48.2
"80","SÃO LUÍS","211130003A",70.2
"81","SÃO LUÍS","211130004A",108
"82","SÃO LUÍS","211130005A",58
"83","SÃO LUÍS","211130006A",106.8
"84","SÃO LUÍS","211130007A",48.8
"85","SÃO LUÍS","211130008A",48
"86","SÃO LUÍS","211130009A",65
"87","SÃO LUÍS","211130010A",75.8
"88","SÃO LUÍS","211130011A",53.8
"89","SÃO LUÍS GONZAGA DO MARANHÃO","211140901A",6.4
"90","SÃO MATEUS DO MARANHÃO","211150801A",31
"91","TIMBIRAS","211210001A",51.6
"92","TIMON","211220901A",0.6
"93","TRIZIDELA DO VALE","211223301A",1.6
"94","TUFILÂNDIA","211227401A",46.2
"95","TURILÂNDIA","211245601A",69.2
"96","VARGEM GRANDE","211270401A",4.2
"97","VIANA","211280301A",38
"98","VITÓRIA DO MEARIM","211290201A",12
