"","municipio","codEstacao","PrecM"
"1","ALCÂNTARA","210020401A",55.2
"2","ALTO ALEGRE DO MARANHÃO","210043601A",18.4
"3","ALTO ALEGRE DO PINDARÉ","210047701A",13.4
"4","APICUM-AÇU","210083201A",97.8
"5","ARAIOSES","210090701A",14
"6","ARAME","210095601A",0.2
"7","ARARI","210100401A",13.2
"8","BACABAL","210120201A",8.2
"9","BACABAL","210120202A",6.8
"10","BACURI","210130101A",128.6
"11","BALSAS","210140001A",0
"12","BELA VISTA DO MARANHÃO","210177201A",17.6
"13","BENEDITO LEITE","210180601A",0
"14","BOA VISTA DO GURUPI","210197001A",41.8
"15","BURITI","210220001A",25.6
"16","BURITICUPU","210232501A",5.4
"17","CAJARI","210250701A",17.6
"18","CANTANHEDE","210270501A",19.2
"19","CAXIAS","210300001A",17.8
"20","CAXIAS","210300002A",20.8
"21","CAXIAS","210300003A",23.4
"22","CENTRO DO GUILHERME","210315801A",41.2
"23","CHAPADINHA","210320801A",10.4
"24","CODÓ","210330701A",34
"25","CODÓ","210330702A",7.4
"26","COELHO NETO","210340601A",31.8
"27","COELHO NETO","210340602A",46.2
"28","COLINAS","210350501A",0.2
"29","CONCEIÇÃO DO LAGO-AÇU","210355401A",16.8
"30","COROATÁ","210360401A",39.6
"31","DUQUE BACELAR","210390101A",25
"32","ESPERANTINÓPOLIS","210400801A",32.8
"33","FORTALEZA DOS NOGUEIRAS","210410701A",0
"34","FORTUNA","210420601A",1.6
"35","GRAJAÚ","210480001A",1.2
"36","GRAJAÚ","210480002A",0.6
"37","ICATU","210510401A",174.8
"38","IGARAPÉ DO MEIO","210515301A",9
"39","IMPERATRIZ","210530201A",18.6
"40","IMPERATRIZ","210530202A",2.4
"41","IMPERATRIZ","210530203A",11
"42","IMPERATRIZ","210530204A",7.8
"43","ITAPECURU MIRIM","210540101A",2
"44","JATOBÁ","210545001A",5
"45","LAGO DA PEDRA","210570801A",35
"46","LAGO DO JUNCO","210580701A",29.2
"47","LAGO DOS RODRIGUES","210594801A",31.6
"48","LAGO VERDE","210590601A",10
"49","MAGALHÃES DE ALMEIDA","210630001A",32.4
"50","MATÕES","210660701A",0.6
"51","MATÕES DO NORTE","210663101A",6.6
"52","MIRADOR","210670601A",0
"53","MIRANDA DO NORTE","210675501A",3.8
"54","MIRINZAL","210680501A",52.2
"55","MONÇÃO","210690401A",6
"56","NINA RODRIGUES","210720901A",21.6
"57","OLINDA NOVA DO MARANHÃO","210745601A",40.6
"58","PALMEIRÂNDIA","210760501A",59.2
"59","PARNARAMA","210780301A",0
"60","PAÇO DO LUMIAR","210750601A",8.6
"61","PENALVA","210830601A",49
"62","PERITORÓ","210845401A",26.2
"63","PINDARÉ-MIRIM","210850401A",22
"64","PIO XII","210870201A",29.8
"65","PIRAPEMAS","210880101A",25.4
"66","POÇÃO DE PEDRAS","210890001A",40.4
"67","PRESIDENTE DUTRA","210910601A",2.2
"68","PRESIDENTE VARGAS","210930401A",23.8
"69","RAPOSA","210945201A",115.6
"70","ROSÁRIO","210960101A",62
"71","SANTA FILOMENA DO MARANHÃO","210975901A",1.2
"72","SANTA HELENA","210980901A",62.2
"73","SANTA LUZIA","211000501A",25.8
"74","SANTA QUITÉRIA DO MARANHÃO","211010401A",94
"75","SATUBINHA","211172201A",42
"76","SÃO BERNARDO","211060901A",53.6
"77","SÃO FÉLIX DE BALSAS","211080701A",0
"78","SÃO LUÍS","211130002A",220.6
"79","SÃO LUÍS","211130003A",129.4
"80","SÃO LUÍS","211130004A",101.4
"81","SÃO LUÍS","211130005A",118
"82","SÃO LUÍS","211130006A",226.8
"83","SÃO LUÍS","211130007A",213.6
"84","SÃO LUÍS","211130008A",145.4
"85","SÃO LUÍS","211130009A",122.2
"86","SÃO LUÍS","211130010A",97.6
"87","SÃO LUÍS GONZAGA DO MARANHÃO","211140901A",15.6
"88","SÃO MATEUS DO MARANHÃO","211150801A",7.4
"89","TIMBIRAS","211210001A",8.2
"90","TIMON","211220901A",6.4
"91","TRIZIDELA DO VALE","211223301A",27.8
"92","TUFILÂNDIA","211227401A",29.2
"93","TURILÂNDIA","211245601A",52.8
"94","VARGEM GRANDE","211270401A",15.6
"95","VIANA","211280301A",7
"96","VITÓRIA DO MEARIM","211290201A",1.8
