"","municipio","codEstacao","Dia","PrecD"
"1","ACAUÃ","220005301U","07",0
"2","ACAUÃ","220005301U","08",0
"3","ACAUÃ","220005301U","09",0
"4","ACAUÃ","220005301U","10",0
"5","ACAUÃ","220005301U","11",0
"6","ACAUÃ","220005301U","12",0
"7","ACAUÃ","220005301U","13",0
"8","ACAUÃ","220005301U","14",0
"9","ACAUÃ","220005301U","15",0
"10","ACAUÃ","220005301U","16",0
"11","ACAUÃ","220005301U","17",0
"12","ACAUÃ","220005301U","18",0
"13","ACAUÃ","220005301U","19",0
"14","ACAUÃ","220005301U","20",0
"15","ACAUÃ","220005301U","21",0
"16","ACAUÃ","220005301U","22",0
"17","ACAUÃ","220005301U","23",0
"18","ACAUÃ","220005301U","24",0
"19","ACAUÃ","220005301U","25",0
"20","ACAUÃ","220005301U","26",0
"21","ACAUÃ","220005301U","27",0
"22","ACAUÃ","220005301U","28",0
"23","ACAUÃ","220005301U","29",0
"24","ACAUÃ","220005301U","30",0
"25","ACAUÃ","220005301U","31",0
"26","ALTO LONGÁ","220030101A","01",0
"27","ALTO LONGÁ","220030101A","02",0.2
"28","ALTO LONGÁ","220030101A","03",0
"29","ALTO LONGÁ","220030101A","04",0
"30","ALTO LONGÁ","220030101A","05",0
"31","ALTO LONGÁ","220030101A","06",1
"32","ALTO LONGÁ","220030101A","07",0
"33","ALTO LONGÁ","220030101A","08",0
"34","ALTO LONGÁ","220030101A","09",0
"35","ALTO LONGÁ","220030101A","10",0
"36","ALTO LONGÁ","220030101A","11",0
"37","ALTO LONGÁ","220030101A","12",0
"38","ALTO LONGÁ","220030101A","13",0
"39","ALTO LONGÁ","220030101A","14",0
"40","ALTO LONGÁ","220030101A","15",0
"41","ALTO LONGÁ","220030101A","16",0
"42","ALTO LONGÁ","220030101A","17",0
"43","ALTO LONGÁ","220030101A","18",0
"44","ALTO LONGÁ","220030101A","19",0
"45","ALTO LONGÁ","220030101A","20",0
"46","ALTO LONGÁ","220030101A","21",0
"47","ALTO LONGÁ","220030101A","22",0
"48","ALTO LONGÁ","220030101A","23",0
"49","ALTO LONGÁ","220030101A","24",0
"50","ALTO LONGÁ","220030101A","25",0
"51","ALTO LONGÁ","220030101A","26",0
"52","ALTO LONGÁ","220030101A","27",0
"53","ALTO LONGÁ","220030101A","28",0
"54","ALTO LONGÁ","220030101A","29",0
"55","ALTO LONGÁ","220030101A","30",0
"56","ALTO LONGÁ","220030101A","31",0
"57","ALVORADA DO GURGUÉIA","220045901C","07",0
"58","ALVORADA DO GURGUÉIA","220045901C","08",0
"59","ALVORADA DO GURGUÉIA","220045901C","09",0
"60","ALVORADA DO GURGUÉIA","220045901C","10",0
"61","ALVORADA DO GURGUÉIA","220045901C","11",0
"62","ALVORADA DO GURGUÉIA","220045901C","12",0
"63","ALVORADA DO GURGUÉIA","220045901C","13",0
"64","ALVORADA DO GURGUÉIA","220045901C","14",0
"65","ALVORADA DO GURGUÉIA","220045901C","15",0
"66","ALVORADA DO GURGUÉIA","220045901C","16",0
"67","ALVORADA DO GURGUÉIA","220045901C","17",0
"68","ALVORADA DO GURGUÉIA","220045901C","18",0
"69","ALVORADA DO GURGUÉIA","220045901C","19",0
"70","ALVORADA DO GURGUÉIA","220045901C","20",0
"71","ALVORADA DO GURGUÉIA","220045901C","21",0
"72","ALVORADA DO GURGUÉIA","220045901C","22",0
"73","ALVORADA DO GURGUÉIA","220045901C","23",0
"74","ALVORADA DO GURGUÉIA","220045901C","24",0
"75","ALVORADA DO GURGUÉIA","220045901C","25",0
"76","ALVORADA DO GURGUÉIA","220045901C","26",0
"77","ALVORADA DO GURGUÉIA","220045901C","27",0
"78","ALVORADA DO GURGUÉIA","220045901C","28",0
"79","ALVORADA DO GURGUÉIA","220045901C","29",0
"80","ALVORADA DO GURGUÉIA","220045901C","30",0
