"","municipio","codEstacao","PrecM"
"1","ALCÂNTARA","210020401A",0.2
"2","ALTO ALEGRE DO MARANHÃO","210043601A",359
"3","ALTO ALEGRE DO PINDARÉ","210047701A",328.2
"4","APICUM-AÇU","210083201A",322.8
"5","ARAIOSES","210090701A",366.6
"6","BACURI","210130101A",349.6
"7","BALSAS","210140001A",0
"8","BELA VISTA DO MARANHÃO","210177201A",413.8
"9","BREJO","210210102A",474.27
"10","BURITI","210220001A",421
"11","BURITICUPU","210232501A",249.4
"12","CAJARI","210250701A",217.2
"13","CANTANHEDE","210270501A",217.6
"14","CAXIAS","210300001A",340.2
"15","CAXIAS","210300003A",286
"16","CENTRO DO GUILHERME","210315801A",138.6
"17","CHAPADINHA","210320801A",398
"18","CHAPADINHA","210320802A",340.27
"19","COELHO NETO","210340601A",376.8
"20","COLINAS","210350501A",91.6
"21","COROATÁ","210360401A",288.6
"22","FORTUNA","210420601A",135.4
"23","GRAJAÚ","210480001A",65.2
"24","IGARAPÉ DO MEIO","210515301A",264.2
"25","IMPERATRIZ","210530201A",111
"26","IMPERATRIZ","210530202A",92.8
"27","IMPERATRIZ","210530203A",79.2
"28","IMPERATRIZ","210530204A",90.4
"29","JATOBÁ","210545001A",121.6
"30","LAGO DA PEDRA","210570801A",394.8
"31","LAGO DO JUNCO","210580701A",397.6
"32","LAGO DOS RODRIGUES","210594801A",454.8
"33","LAGO VERDE","210590601A",0
"34","LAGOA GRANDE DO MARANHÃO","210596302A",2.24
"35","MAGALHÃES DE ALMEIDA","210630001A",245.4
"36","MARAJÁ DO SENA","210635902A",261.31
"37","MATÕES","210660701A",58
"38","MATÕES DO NORTE","210663101A",68
"39","MIRINZAL","210680501A",333
"40","MONÇÃO","210690401A",18.8
"41","OLINDA NOVA DO MARANHÃO","210745601A",274.8
"42","PALMEIRÂNDIA","210760501A",260.4
"43","PARNARAMA","210780301A",146.4
"44","PENALVA","210830601A",351.4
"45","PINDARÉ-MIRIM","210850401A",2
"46","POÇÃO DE PEDRAS","210890001A",42.2
"47","PRESIDENTE DUTRA","210910601A",147.8
"48","PRESIDENTE VARGAS","210930401A",56.6
"49","RAPOSA","210945201A",55.4
"50","SANTA FILOMENA DO MARANHÃO","210975901A",174.8
"51","SANTA HELENA","210980901A",183.6
"52","SANTA LUZIA","211000501A",355.4
"53","SANTA QUITÉRIA DO MARANHÃO","211010401A",283.4
"54","SANTO AMARO DO MARANHÃO","211027802A",276.47
"55","SATUBINHA","211172201A",350.8
"56","SÃO FÉLIX DE BALSAS","211080701A",91.6
"57","SÃO LUÍS","211130002A",324.4
"58","SÃO LUÍS","211130003A",378.4
"59","SÃO LUÍS","211130004A",465.4
"60","SÃO LUÍS","211130005A",367.8
"61","SÃO LUÍS","211130006A",429
"62","SÃO LUÍS","211130007A",431.2
"63","SÃO LUÍS","211130008A",350
"64","SÃO LUÍS","211130009A",547
"65","SÃO LUÍS","211130010A",390.2
"66","SÃO MATEUS DO MARANHÃO","211150801A",82.8
"67","TIMBIRAS","211210001A",360.8
"68","TUFILÂNDIA","211227401A",253.8
"69","VARGEM GRANDE","211270401A",365.6
"70","VIANA","211280301A",231.6
"71","VITÓRIA DO MEARIM","211290201A",5654.2
