"","municipio","codEstacao","PrecM"
"1","ALAGOA GRANDE","250030401A",110.8
"2","BARRA DE SANTA ROSA","250160902U",52.2
"3","BARRA DE SANTANA","250157501C",44.8
"4","BAYEUX","250180701A",247.8
"5","BAYEUX","250180702A",238.6
"6","BAYEUX","250180703A",241.4
"7","CAAPORÃ","250300101A",265.2
"8","CABEDELO","250320901A",278.4
"9","CABEDELO","250320902A",301.2
"10","CABEDELO","250320903A",309.4
"11","CAMALAÚ","250390201C",20.6
"12","CAMPINA GRANDE","250400901A",100.8
"13","CAMPINA GRANDE","250400901C",34.2
"14","CAMPINA GRANDE","250400902A",87.8
"15","CAMPINA GRANDE","250400903A",73.8
"16","CAMPINA GRANDE","250400904A",76.6
"17","CAMPINA GRANDE","250400905A",87.2
"18","CAMPINA GRANDE","250400906A",69.4
"19","CAMPINA GRANDE","250400907A",82.4
"20","CATOLÉ DO ROCHA","250430602U",11.4
"21","ESPERANÇA","250600401C",51.6
"22","ITAPORANGA","250700202U",171.8
"23","JOÃO PESSOA","250750701A",258.6
"24","JOÃO PESSOA","250750702A",264.8
"25","JOÃO PESSOA","250750703A",249
"26","JOÃO PESSOA","250750704A",291.6
"27","JOÃO PESSOA","250750705A",338
"28","JOÃO PESSOA","250750706A",326.4
"29","JOÃO PESSOA","250750707A",279.6
"30","JUAZEIRINHO","250770501C",13.8
"31","LIVRAMENTO","250850501C",27.8
"32","MARI","250910701A",147.6
"33","MASSARANDUBA","250920601C",179.6
"34","MATARACA","250930501A",0.6
"35","MONTEIRO","250970101C",73.6
"36","MULUNGU","250980001A",90
"37","PATOS","251080801C",30
"38","PICUÍ","251140001C",18.6
"39","PITIMBU","251190501A",267.8
"40","REMÍGIO","251270501C",98.4
"41","SALGADO DE SÃO FÉLIX","251310901C",67
"42","SAPÉ","251530201A",165.4
"43","SOLEDADE","251610201C",15.8
"44","SOLÂNEA","251600301C",32.8
"45","SÃO JOSÉ DE PIRANHAS","251450301C",29
"46","TAPEROÁ","251650802U",7.8
"47","VÁRZEA","251710001U",11.2
