"","municipio","codEstacao","PrecM"
"1","ALAGOA GRANDE","250030401A",143.8
"2","ALAGOINHA","250050201A",149.6
"3","BARRA DE SANTANA","250157501C",64.6
"4","BAYEUX","250180701A",597
"5","BAYEUX","250180702A",537
"6","BAYEUX","250180703A",527.8
"7","CAAPORÃ","250300101A",566
"8","CABEDELO","250320901A",502.6
"9","CABEDELO","250320902A",654.2
"10","CABEDELO","250320903A",605.8
"11","CAMALAÚ","250390201C",25.6
"12","CAMPINA GRANDE","250400901A",107.8
"13","CAMPINA GRANDE","250400901C",53.6
"14","CAMPINA GRANDE","250400902A",106
"15","CAMPINA GRANDE","250400903A",89.4
"16","CAMPINA GRANDE","250400904A",80.4
"17","CAMPINA GRANDE","250400905A",90.8
"18","CAMPINA GRANDE","250400906A",97.8
"19","CAMPINA GRANDE","250400907A",79
"20","CONCEIÇÃO","250440501C",3.6
"21","CONDADO","250450401C",5.2
"22","COREMAS","250480101A",5
"23","ESPERANÇA","250600401C",47.2
"24","JOÃO PESSOA","250750701A",533.4
"25","JOÃO PESSOA","250750702A",562.8
"26","JOÃO PESSOA","250750703A",552.4
"27","JOÃO PESSOA","250750704A",643.6
"28","JOÃO PESSOA","250750705A",754.8
"29","JOÃO PESSOA","250750706A",684
"30","JOÃO PESSOA","250750707A",591.2
"31","JUAZEIRINHO","250770501C",29.2
"32","JUNCO DO SERIDÓ","250780401C",0.2
"33","JURU","250800001C",28
"34","MANAÍRA","250900801C",0
"35","MARI","250910701A",214
"36","MASSARANDUBA","250920601C",4.4
"37","MATARACA","250930501A",253.4
"38","MONTEIRO","250970101C",22
"39","MULUNGU","250980001A",154.2
"40","PATOS","251080801A",4
"41","PATOS","251080801C",8.4
"42","PATOS","251080802A",2.8
"43","PITIMBU","251190501A",532
"44","POMBAL","251210101C",11.2
"45","QUEIMADAS","251250702U",87.6
"46","REMÍGIO","251270501C",76.2
"47","SALGADO DE SÃO FÉLIX","251310901C",1.6
"48","SANTA TERESINHA","251380201C",0
"49","SANTANA DE MANGUEIRA","251350501C",8
"50","SANTANA DOS GARROTES","251360401C",35.6
"51","SAPÉ","251530201A",257.8
"52","SOLEDADE","251610201C",35.6
"53","SOLÂNEA","251600301C",43.2
"54","SOUSA","251620101A",8.4
"55","SOUSA","251620102A",4.2
"56","SÃO BENTO","251390101A",6.2
"57","SÃO MAMEDE","251490901C",6
"58","UMBUZEIRO","251700101C",75.4
