"","municipio","codEstacao","PrecM"
"1","ALTO LONGÁ","220030101A",14
"2","BARRAS","220120001A",47.67
"3","BATALHA","220150701A",28
"4","BOQUEIRÃO DO PIAUÍ","220194501A",26.6
"5","BURITI DOS LOPES","220200001A",58.6
"6","CAJUEIRO DA PRAIA","220208301A",66.6
"7","CAMPO MAIOR","220220801A",11.87
"8","CASTELO DO PIAUÍ","220260401A",0.6
"9","CAXINGÓ","220265301A",14.8
"10","COCAL","220270301A",9.8
"11","ESPERANTINA","220370101A",22.04
"12","FLORIANO","220390901A",1.4
"13","FLORIANO","220390902A",0
"14","ILHA GRANDE","220465901A",8.6
"15","LUZILÂNDIA","220580501A",9.4
"16","MATIAS OLÍMPIO","220610001A",34.4
"17","MIGUEL ALVES","220620901A",65.2
"18","PARNAÍBA","220770201A",21.2
"19","PARNAÍBA","220770202A",22.8
"20","PARNAÍBA","220770203A",21.8
"21","PIRACURUCA","220830401A",3.6
"22","SANTA CRUZ DOS MILAGRES","220915301A",3.8
"23","SÃO JOSÉ DO DIVINO","221005201A",4.6
"24","TERESINA","221100101A",40.8
"25","TERESINA","221100102A",42.4
"26","TERESINA","221100103A",15.6
"27","TERESINA","221100104A",41.6
"28","UNIÃO","221110001A",15.4
"29","URUÇUÍ","221120901A",1
