"","municipio","codEstacao","PrecM"
"1","ALAGOINHA DO PIAUÍ","220025101C",0
"2","ALTO LONGÁ","220030101A",2510.4
"3","ALVORADA DO GURGUÉIA","220045901C",0.2
"4","ASSUNÇÃO DO PIAUÍ","220105101C",0
"5","AVELINO LOPES","220110101C",0
"6","BARRAS","220120001A",1.38
"7","BATALHA","220150701A",3.8
"8","BETÂNIA DO PIAUÍ","220173901C",0
"9","BOQUEIRÃO DO PIAUÍ","220194501A",14.2
"10","BURITI DOS LOPES","220200001A",35.6
"11","BURITI DOS MONTES","220202601C",4.8
"12","CAJUEIRO DA PRAIA","220208301A",11.8
"13","CAMPO MAIOR","220220801A",3.56
"14","CANTO DO BURITI","220230701C",0
"15","CASTELO DO PIAUÍ","220260401C",13
"16","CAXINGÓ","220265301A",54.6
"17","COCAL","220270301A",38.6
"18","COLÔNIA DO PIAUÍ","220277801C",0
"19","CURIMATÁ","220320601C",0
"20","CURRAIS","220323001C",0
"21","DIRCEU ARCOVERDE","220335401C",0
"22","ESPERANTINA","220370101A",16.16
"23","FLORESTA DO PIAUÍ","220385901C",0
"24","FLORIANO","220390901A",0
"25","FLORIANO","220390902A",29.4
"26","FRONTEIRAS","220430301C",0.2
"27","ILHA GRANDE","220465901A",34
"28","INHUMA","220470901C",0
"29","JACOBINA DO PIAUÍ","220515101C",1.6
"30","JUREMA","220553201C",0
"31","LUZILÂNDIA","220580501A",81.6
"32","MATIAS OLÍMPIO","220610001A",18.6
"33","MIGUEL ALVES","220620901A",15.4
"34","NAZARÉ DO PIAUÍ","220670401C",0
"35","OEIRAS","220700901C",0
"36","PALMEIRAIS","220750402A",3.75
"37","PARNAÍBA","220770201A",38.2
"38","PARNAÍBA","220770202A",32
"39","PARNAÍBA","220770203A",32.4
"40","PICOS","220800701C",5.2
"41","PIRACURUCA","220830401A",18.4
"42","PIRACURUCA","220830401C",47.4
"43","SANTA CRUZ DO PIAUÍ","220910401C",0
"44","SANTA CRUZ DOS MILAGRES","220915301A",7.6
"45","SANTA ROSA DO PIAUÍ","220937701C",0
"46","SÃO FRANCISCO DE ASSIS DO PIAUÍ","220965801C",2.2
"47","SÃO JOSÉ DO DIVINO","221005201A",17.2
"48","SÃO JOSÉ DO PIAUÍ","221020101C",0
"49","SÃO JULIÃO","221030001C",0
"50","SÃO LOURENÇO DO PIAUÍ","221035901C",0
"51","TERESINA","221100101A",8.2
"52","TERESINA","221100102A",3.8
"53","TERESINA","221100103A",10.6
"54","TERESINA","221100104A",12.8
"55","UNIÃO","221110001A",24.8
"56","URUÇUÍ","221120901A",60
"57","WALL FERRAZ","221170401C",0.8
