"","municipio","codEstacao","PrecM"
"1","ALAGOINHA DO PIAUÍ","220025101C",0
"2","ALTO LONGÁ","220030101A",1
"3","ASSUNÇÃO DO PIAUÍ","220105101C",0
"4","AVELINO LOPES","220110101C",0
"5","BATALHA","220150701A",16.2
"6","BETÂNIA DO PIAUÍ","220173901C",0
"7","BOQUEIRÃO DO PIAUÍ","220194501A",2.2
"8","BURITI DOS LOPES","220200001A",52
"9","BURITI DOS MONTES","220202601C",0
"10","CAJUEIRO DA PRAIA","220208301A",64
"11","CAMPO MAIOR","220220801A",3.55
"12","CANTO DO BURITI","220230701C",0
"13","CASTELO DO PIAUÍ","220260401A",0.8
"14","CASTELO DO PIAUÍ","220260401C",1
"15","CAXINGÓ","220265301A",25.2
"16","COCAL","220270301A",41.4
"17","COLÔNIA DO PIAUÍ","220277801C",315.6
"18","CURIMATÁ","220320601C",0
"19","DIRCEU ARCOVERDE","220335401C",0
"20","FLORESTA DO PIAUÍ","220385901C",0
"21","FLORIANO","220390901A",0
"22","FLORIANO","220390902A",0
"23","FRONTEIRAS","220430301C",0
"24","ILHA GRANDE","220465901A",36
"25","LUZILÂNDIA","220580501A",15.6
"26","MASSAPÊ DO PIAUÍ","220605001C",0
"27","MATIAS OLÍMPIO","220610001A",0.6
"28","MIGUEL ALVES","220620901A",5
"29","OEIRAS","220700901C",0
"30","PALMEIRAIS","220750402A",0
"31","PARNAÍBA","220770201A",77.6
"32","PARNAÍBA","220770202A",82.2
"33","PARNAÍBA","220770203A",68.2
"34","PICOS","220800701C",0
"35","PIRACURUCA","220830401A",0.4
"36","PIRACURUCA","220830401C",3.4
"37","PORTO","220850202A",6.96
"38","SANTA CRUZ DOS MILAGRES","220915301A",0.4
"39","SANTA ROSA DO PIAUÍ","220937701C",0
"40","SÃO FRANCISCO DE ASSIS DO PIAUÍ","220965801C",0.6
"41","SÃO JOSÉ DO DIVINO","221005201A",3
"42","SÃO JOSÉ DO PIAUÍ","221020101C",0
"43","SÃO JULIÃO","221030001C",0
"44","SÃO LOURENÇO DO PIAUÍ","221035901C",0
"45","TERESINA","221100101A",0.2
"46","TERESINA","221100102A",0
"47","TERESINA","221100103A",0.4
"48","TERESINA","221100104A",0.8
"49","UNIÃO","221110001A",3
"50","URUÇUÍ","221120901A",0
"51","WALL FERRAZ","221170401C",0
