"","municipio","codEstacao","PrecM"
"1","ALTO LONGÁ","220030101A",1.8
"2","ALVORADA DO GURGUÉIA","220045901C",1.2
"3","BARRAS","220120001A",27.61
"4","BATALHA","220150701A",43.2
"5","BELA VISTA DO PIAUÍ","220155601C",0.2
"6","BETÂNIA DO PIAUÍ","220173901C",1.4
"7","BOM JESUS","220190301U",1
"8","BOQUEIRÃO DO PIAUÍ","220194501A",36.8
"9","BURITI DOS LOPES","220200001A",47.2
"10","BURITI DOS MONTES","220202601C",1.2
"11","CAJUEIRO DA PRAIA","220208301A",6
"12","CAMPO MAIOR","220220801A",32.26
"13","CASTELO DO PIAUÍ","220260401A",12.8
"14","CASTELO DO PIAUÍ","220260401C",13.2
"15","CAXINGÓ","220265301A",16.2
"16","COCAL","220270301A",66
"17","ESPERANTINA","220370101A",58.05
"18","FLORIANO","220390901A",0
"19","FLORIANO","220390902A",0
"20","ILHA GRANDE","220465901A",43
"21","INHUMA","220470901C",0.2
"22","IPIRANGA DO PIAUÍ","220480801U",0.2
"23","LAGOA DO BARRO DO PIAUÍ","220556501C",0.2
"24","LUZILÂNDIA","220580501A",1.6
"25","MANOEL EMÍDIO","220590401C",0.4
"26","MASSAPÊ DO PIAUÍ","220605001C",1.4
"27","MATIAS OLÍMPIO","220610001A",100
"28","MIGUEL ALVES","220620901A",27.6
"29","PARNAÍBA","220770201A",51.8
"30","PARNAÍBA","220770202A",13.8
"31","PARNAÍBA","220770203A",38.2
"32","PAULISTANA","220780101C",0.4
"33","PIRACURUCA","220830401A",24.6
"34","SANTA CRUZ DOS MILAGRES","220915301A",2.2
"35","SIMÕES","221070601C",2
"36","SÃO JOSÉ DO DIVINO","221005201A",29.6
"37","SÃO JOÃO DA FRONTEIRA","220987201C",44.2
"38","TERESINA","221100101A",19
"39","TERESINA","221100103A",30.8
"40","TERESINA","221100104A",15.8
"41","UNIÃO","221110001A",29.6
"42","URUÇUÍ","221120901A",0
