"","municipio","codEstacao","PrecM"
"1","ABREU E LIMA","260005401A",149.24
"2","ABREU E LIMA","260005402A",2617.07
"3","AFOGADOS DA INGAZEIRA","260010401A",42.82
"4","AFRÂNIO","260020301A",25.09
"5","AGRESTINA","260030201A",752.47
"6","ALAGOINHA","260060901U",23.8
"7","ALIANÇA","260070801A",114.57
"8","ALTINHO","260080701A",34.2
"9","ALTINHO","260080701C",45.2
"10","ALTINHO","260080702A",37.2
"11","AMARAJI","260090601A",115.7
"12","ANGELIM","260100301A",63.21
"13","ARARIPINA","260110201A",0
"14","ARAÇOIABA","260105201A",205.42
"15","ARCOVERDE","260120101C",13.4
"16","BARRA DE GUABIRABA","260130001A",89.98
"17","BARRA DE GUABIRABA","260130002A",90.57
"18","BARREIROS","260140901A",367.25
"19","BARREIROS","260140902A",387.93
"20","BARREIROS","260140903A",415.54
"21","BELO JARDIM","260170601C",54.4
"22","BELÉM DE MARIA","260150802A",110.7
"23","BETÂNIA","260180501A",14.42
"24","BEZERROS","260190401A",28.74
"25","BEZERROS","260190401C",12.8
"26","BOM CONSELHO","260210001C",26.6
"27","BONITO","260230801A",110.05
"28","BREJINHO","260250601A",73.44
"29","BREJO DA MADRE DE DEUS","260260501C",23
"30","BREJÃO","260240701C",6.4
"31","BUENOS AIRES","260270401A",103.95
"32","BUÍQUE","260280301A",4.4
"33","CABO DE SANTO AGOSTINHO","260290204A",125.94
"34","CABO DE SANTO AGOSTINHO","260290206A",0.4
"35","CABROBÓ","260300901A",42.36
"36","CABROBÓ","260300901C",0
"37","CACHOEIRINHA","260310801A",45.85
"38","CACHOEIRINHA","260310802A",51.18
"39","CAETÉS","260320701A",39.9
"40","CAETÉS","260320701C",39.8
"41","CALÇADO","260330601A",35.92
"42","CAMARAGIBE","260345401A",233.48
"43","CAMARAGIBE","260345402A",218.19
"44","CAMARAGIBE","260345403A",209.87
"45","CAMARAGIBE","260345404A",214.84
"46","CAMARAGIBE","260345405A",0
"47","CAMOCIM DE SÃO FÉLIX","260350401A",63.3
"48","CAMUTANGA","260360301A",0.2
"49","CAPOEIRAS","260380101A",46.62
"50","CARNAÍBA","260390001C",18
"51","CARUARU","260410601A",32.16
"52","CARUARU","260410602A",34.28
"53","CARUARU","260410603A",24.11
"54","CARUARU","260410605A",66.8
"55","CARUARU","260410606A",77.13
"56","CARUARU","260410607A",24.8
"57","CARUARU","260410608A",44.77
"58","CASINHAS","260415501A",45.71
"59","CATENDE","260420502A",91.4
"60","CATENDE","260420503A",125.38
"61","CATENDE","260420504A",118.89
"62","CHÃ DE ALEGRIA","260440301A",91.64
"63","CHÃ GRANDE","260450201A",74
"64","CONDADO","260460101A",82.66
"65","CORRENTES","260470001A",124.89
"66","CORRENTES","260470001C",0
"67","CORTÊS","260480901A",100.75
"68","CORTÊS","260480902A",122.1
"69","CUMARU","260490801A",49.49
"70","CUSTÓDIA","260510301A",0
"71","CUSTÓDIA","260510301C",29.4
"72","DORMENTES","260515201A",45.31
"73","DORMENTES","260515201C",0.2
"74","ESCADA","260520201A",111.06
"75","ESCADA","260520202A",119.95
"76","FEIRA NOVA","260540001A",53.05
"77","FERREIROS","260550901A",81.65
"78","FLORES","260560801A",6.91
"79","FLORES","260560801C",0.2
"80","FLORESTA","260570701A",6
"81","FLORESTA","260570702A",2.58
"82","FREI MIGUELINHO","260580601C",41.4
"83","GAMELEIRA","260590501A",100.8
"84","GAMELEIRA","260590502A",127.96
"85","GLÓRIA DO GOITÁ","260610101A",50.23
"86","GLÓRIA DO GOITÁ","260610102A",59.56
"87","GOIANA","260620001A",115.4
"88","GOIANA","260620002A",134
"89","GOIANA","260620003A",202.04
"90","GRANITO","260630901C",10.6
"91","GRAVATÁ","260640801C",0
"92","IATI","260650701A",45.89
"93","IBIMIRIM","260660601A",5.38
"94","IBIMIRIM","260660601C",11.4
"95","IGARASSU","260680403A",184.04
"96","IGARASSU","260680405A",120.57
"97","IGARASSU","260680406A",141.05
"98","IGUARACI","260690301C",20.4
"99","ILHA DE ITAMARACÁ","260760401A",161.59
"100","INGAZEIRA","260710901U",3.4
"101","IPOJUCA","260720801A",190.83
"102","IPOJUCA","260720802A",0.2
"103","IPOJUCA","260720803A",208.52
"104","IPOJUCA","260720804A",205.5
"105","IPOJUCA","260720805A",0.2
"106","IPUBI","260730701A",12.97
"107","IPUBI","260730703A",29.8
"108","ITACURUBA","260740601A",3.95
"109","ITACURUBA","260740601C",3.6
"110","ITAMBÉ","260765301A",147.27
"111","ITAMBÉ","260765302A",169.01
"112","ITAPETIM","260770301A",57.29
"113","ITAPISSUMA","260775201A",180.18
"114","ITAQUITINGA","260780201A",149.35
"115","ITAÍBA","260750501U",53.6
"116","JABOATÃO DOS GUARARAPES","260790101A",224.63
"117","JABOATÃO DOS GUARARAPES","260790102A",206.85
"118","JABOATÃO DOS GUARARAPES","260790104A",201.95
"119","JABOATÃO DOS GUARARAPES","260790106A",162.94
"120","JABOATÃO DOS GUARARAPES","260790107A",216.97
"121","JABOATÃO DOS GUARARAPES","260790108A",210.3
"122","JABOATÃO DOS GUARARAPES","260790109A",220.2
"123","JABOATÃO DOS GUARARAPES","260790110A",173.2
"124","JAQUEIRA","260795001A",108.59
"125","JAQUEIRA","260795002A",114.53
"126","JAQUEIRA","260795004H",111.4
"127","JATAÚBA","260800801C",7.2
"128","JATOBÁ","260805701C",11.4
"129","JUPI","260830501A",54.47
"130","JUREMA","260840401A",32.4
"131","JUREMA","260840401C",36.2
"132","LAGOA DE ITAENGA","260850301A",91.58
"133","LAGOA DO CARRO","260845301A",72.67
"134","LAGOA DO OURO","260860201A",82.42
"135","LAGOA DOS GATOS","260870101A",66.36
"136","LAGOA GRANDE","260875001A",38.18
"137","LAJEDO","260880001A",65.4
"138","LAJEDO","260880001C",7.2
"139","LIMOEIRO","260890901A",76.08
"140","MACAPARANA","260900601A",80.95
"141","MACHADOS","260910501A",111.31
"142","MARAIAL","260920401A",100.72
"143","MARAIAL","260920402A",140.11
"144","MIRANDIBA","260930301C",22.2
"145","MOREILÂNDIA","261430301A",18.41
"146","MORENO","260940201A",88.42
"147","MORENO","260940202A",154.7
"148","NAZARÉ DA MATA","260950101A",103.17
"149","NAZARÉ DA MATA","260950102A",102.15
"150","NAZARÉ DA MATA","260950103A",62.18
"151","NAZARÉ DA MATA","260950104A",102.74
"152","OLINDA","260960002A",159.37
"153","OLINDA","260960003A",116.71
"154","OLINDA","260960004A",120.36
"155","OLINDA","260960005A",124.64
"156","OROBÓ","260970901C",60
"157","OROCÓ","260980801A",2.17
"158","OROCÓ","260980801C",0.2
"159","OURICURI","260990701C",0
"160","PALMARES","261000402A",101.13
"161","PALMEIRINA","261010301A",114.01
"162","PANELAS","261020201A",52.07
"163","PARANATAMA","261030101A",71.17
"164","PARNAMIRIM","261040001A",9
"165","PARNAMIRIM","261040001C",0
"166","PARNAMIRIM","261040002A",27.88
