"","municipio","codEstacao","PrecM"
"1","ABREU E LIMA","260005401A",283.8
"2","ALTINHO","260080701A",259.6
"3","ARCOVERDE","260120101C",14
"4","BARRA DE GUABIRABA","260130001A",440.03
"5","BARREIROS","260140901A",663.39
"6","BARREIROS","260140901H",491.8
"7","BARREIROS","260140902A",621.41
"8","BELÉM DE MARIA","260150802A",154.01
"9","BEZERROS","260190401A",176.49
"10","BODOCÓ","260200101C",10.8
"11","BOM CONSELHO","260210001C",42.2
"12","BREJO DA MADRE DE DEUS","260260501C",130.2
"13","BREJÃO","260240701C",229.6
"14","CABO DE SANTO AGOSTINHO","260290202A",442.41
"15","CABO DE SANTO AGOSTINHO","260290203A",429.27
"16","CABO DE SANTO AGOSTINHO","260290204A",410.53
"17","CABO DE SANTO AGOSTINHO","260290205A",390.63
"18","CABROBÓ","260300901A",2.99
"19","CACHOEIRINHA","260310801A",158.4
"20","CAETÉS","260320701C",46.4
"21","CAMARAGIBE","260345401A",358.07
"22","CAMARAGIBE","260345402A",343.42
"23","CAMARAGIBE","260345404A",316.7
"24","CAMARAGIBE","260345406A",275.05
"25","CARUARU","260410601A",307.68
"26","CARUARU","260410602A",231.93
"27","CARUARU","260410603A",163.29
"28","CARUARU","260410605A",1.4
"29","CARUARU","260410606A",19.63
"30","CARUARU","260410607A",278
"31","CATENDE","260420501A",582.62
"32","CATENDE","260420502A",322.5
"33","CATENDE","260420503A",0
"34","CEDRO","260430401C",11
"35","CHÃ GRANDE","260450201A",385.8
"36","CORRENTES","260470001A",380.51
"37","CORRENTES","260470001C",264.4
"38","CORTÊS","260480901A",536.54
"39","DORMENTES","260515201C",4.4
"40","ESCADA","260520201A",447.01
"41","ESCADA","260520202H",515.2
"42","EXU","260530101C",5.6
"43","FLORESTA","260570701A",24
"44","FREI MIGUELINHO","260580601C",94.4
"45","GAMELEIRA","260590501A",678.56
"46","GARANHUNS","260600201C",121
"47","GOIANA","260620001A",179.6
"48","GOIANA","260620002A",208.6
"49","GOIANA","260620003H",197.8
"50","GRANITO","260630901C",0.4
"51","GRAVATÁ","260640801C",153.2
"52","IBIMIRIM","260660601A",61.03
"53","IBIMIRIM","260660601C",65.2
"54","IGARASSU","260680403A",253.3
"55","IGARASSU","260680404A",299.64
"56","IGARASSU","260680405A",327.82
"57","INAJÁ","260700001C",49.4
"58","INGAZEIRA","260710901U",8
"59","IPOJUCA","260720801A",575.91
"60","IPOJUCA","260720802A",752.74
"61","IPOJUCA","260720803A",569.55
"62","IPOJUCA","260720804A",631.42
"63","IPUBI","260730702A",11.71
"64","JABOATÃO DOS GUARARAPES","260790102A",435.79
"65","JABOATÃO DOS GUARARAPES","260790103A",373.24
"66","JABOATÃO DOS GUARARAPES","260790104A",170.99
"67","JABOATÃO DOS GUARARAPES","260790106A",401.91
"68","JABOATÃO DOS GUARARAPES","260790107A",346.52
"69","JABOATÃO DOS GUARARAPES","260790108A",394.24
"70","JABOATÃO DOS GUARARAPES","260790109A",454.55
"71","JABOATÃO DOS GUARARAPES","260790110A",375.6
"72","JAQUEIRA","260795001A",499.05
"73","JAQUEIRA","260795004H",444.6
"74","JATAÚBA","260800801C",59.2
"75","JATOBÁ","260805701C",72.4
"76","JOAQUIM NABUCO","260820601A",0
"77","JUREMA","260840401A",239.8
"78","JUREMA","260840401C",217.4
"79","LAJEDO","260880001A",209.8
"80","LAJEDO","260880001C",57
"81","MANARI","260915401C",75
"82","MARAIAL","260920401A",441.07
"83","MARAIAL","260920402A",560.71
"84","MIRANDIBA","260930301C",29.2
"85","MORENO","260940201A",282.15
"86","MORENO","260940202A",14.26
"87","NAZARÉ DA MATA","260950101A",163.86
"88","NAZARÉ DA MATA","260950102A",191.91
"89","NAZARÉ DA MATA","260950103A",170.7
"90","OLINDA","260960001A",257.03
"91","OLINDA","260960002A",322.23
"92","OLINDA","260960003A",331.73
"93","OLINDA","260960004A",332.68
