"","municipio","codEstacao","PrecM"
"1","ABREU E LIMA","260005401A",205.8
"2","ABREU E LIMA","260005402A",209.27
"3","AFOGADOS DA INGAZEIRA","260010401A",28.8
"4","AFRÂNIO","260020301A",2.18
"5","ALAGOINHA","260060901U",12.2
"6","ALIANÇA","260070801A",104.82
"7","ALTINHO","260080701A",59.6
"8","ALTINHO","260080702A",61.81
"9","AMARAJI","260090601A",229.65
"10","ANGELIM","260100301A",83.46
"11","ARAÇOIABA","260105201A",150.36
"12","ARCOVERDE","260120101C",48.6
"13","BARRA DE GUABIRABA","260130001A",146.17
"14","BARREIROS","260140901A",222.78
"15","BARREIROS","260140902A",188.15
"16","BARREIROS","260140903A",215.63
"17","BELO JARDIM","260170601C",29.2
"18","BELÉM DE MARIA","260150802A",167.85
"19","BETÂNIA","260180501A",16.48
"20","BEZERROS","260190401A",40.69
"21","BEZERROS","260190401C",40.8
"22","BODOCÓ","260200101C",17.6
"23","BOM CONSELHO","260210001C",57.8
"24","BONITO","260230801A",152.95
"25","BREJINHO","260250601A",58.43
"26","BREJO DA MADRE DE DEUS","260260501C",11.8
"27","BREJÃO","260240701C",145
"28","BUENOS AIRES","260270401A",76.06
"29","BUÍQUE","260280301A",100.43
"30","CABO DE SANTO AGOSTINHO","260290203A",171.34
"31","CABO DE SANTO AGOSTINHO","260290204A",152.25
"32","CABO DE SANTO AGOSTINHO","260290205A",135.35
"33","CABROBÓ","260300901A",1.18
"34","CABROBÓ","260300901C",4.4
"35","CABROBÓ","260300902A",7.33
"36","CACHOEIRINHA","260310801A",47.74
"37","CACHOEIRINHA","260310802A",54.7
"38","CAETÉS","260320701A",54
"39","CAETÉS","260320701C",34
"40","CALUMBI","260340501A",16.21
"41","CALÇADO","260330601A",50.81
"42","CAMARAGIBE","260345401A",159.55
"43","CAMARAGIBE","260345402A",162.15
"44","CAMARAGIBE","260345403A",184.98
"45","CAMARAGIBE","260345404A",156.99
"46","CAMARAGIBE","260345405A",166.37
"47","CAMARAGIBE","260345406A",183.84
"48","CAMOCIM DE SÃO FÉLIX","260350401A",106.68
"49","CAMUTANGA","260360301A",19.2
"50","CANHOTINHO","260370201C",38.4
"51","CAPOEIRAS","260380101A",69.97
"52","CARNAÍBA","260390001C",51.8
"53","CARUARU","260410601A",38.04
"54","CARUARU","260410602A",39.76
"55","CARUARU","260410603A",24.22
"56","CARUARU","260410605A",49.98
"57","CARUARU","260410606A",105.85
"58","CARUARU","260410607A",35
"59","CARUARU","260410608A",49.77
"60","CASINHAS","260415501A",51.07
"61","CATENDE","260420501A",124.87
"62","CATENDE","260420502A",149.23
"63","CATENDE","260420503A",141.8
"64","CATENDE","260420504A",137.14
"65","CHÃ DE ALEGRIA","260440301A",81.05
"66","CHÃ GRANDE","260450201A",118
"67","CONDADO","260460101A",120.61
"68","CORRENTES","260470001A",119.64
"69","CORRENTES","260470001C",18.8
"70","CORTÊS","260480901A",174.71
"71","CORTÊS","260480902A",213.36
"72","CUSTÓDIA","260510301A",98.45
"73","CUSTÓDIA","260510301C",123.6
"74","DORMENTES","260515201A",3.17
"75","ESCADA","260520201A",148.83
"76","ESCADA","260520202H",157.2
"77","EXU","260530101C",0
"78","FEIRA NOVA","260540001A",72.75
"79","FERREIROS","260550901A",86.48
"80","FLORES","260560801A",33.01
"81","FLORES","260560801C",60
"82","FLORESTA","260570701A",2.6
"83","FLORESTA","260570702A",17.26
