"","municipio","codEstacao","PrecM"
"1","ABREU E LIMA","260005401A",721.04
"2","ABREU E LIMA","260005402A",717.99
"3","AFOGADOS DA INGAZEIRA","260010401A",0
"4","AGRESTINA","260030201A",290.2
"5","ALAGOINHA","260060901U",55.4
"6","ALIANÇA","260070801A",492.19
"7","ALTINHO","260080701A",184.4
"8","ALTINHO","260080701C",128.4
"9","ALTINHO","260080702A",334.64
"10","AMARAJI","260090601A",570.32
"11","ARAÇOIABA","260105201A",606.2
"12","BARRA DE GUABIRABA","260130001A",287.49
"13","BARREIROS","260140901A",534.61
"14","BARREIROS","260140902A",50.86
"15","BELÉM DE MARIA","260150802A",354.17
"16","BEZERROS","260190401A",145.71
"17","BOM CONSELHO","260210001C",87.4
"18","BONITO","260230801A",347.1
"19","BONITO","260230802A",532.05
"20","BREJÃO","260240701C",52.6
"21","BUENOS AIRES","260270401A",262.64
"22","BUÍQUE","260280301A",205.18
"23","CABO DE SANTO AGOSTINHO","260290202A",616.42
"24","CABO DE SANTO AGOSTINHO","260290203A",638.23
"25","CABO DE SANTO AGOSTINHO","260290204A",477.44
"26","CABO DE SANTO AGOSTINHO","260290205A",575.95
"27","CABROBÓ","260300901A",47.9
"28","CACHOEIRINHA","260310801A",105.2
"29","CAETÉS","260320701A",117.81
"30","CAETÉS","260320701C",77.8
"31","CALÇADO","260330601A",173.01
"32","CAMARAGIBE","260345401A",90.2
"33","CAMARAGIBE","260345401G",725.2
"34","CAMARAGIBE","260345402A",264.32
"35","CAMARAGIBE","260345404A",674.64
"36","CAMARAGIBE","260345405A",674.55
"37","CAMARAGIBE","260345406A",682.53
"38","CAMUTANGA","260360301A",6.2
"39","CAPOEIRAS","260380101A",144.93
"40","CARUARU","260410601A",117.1
"41","CARUARU","260410602A",0
"42","CARUARU","260410605A",102.29
"43","CARUARU","260410607A",141.2
"44","CASINHAS","260415501A",274.39
"45","CATENDE","260420502A",394.79
"46","CATENDE","260420503A",0
"47","CHÃ DE ALEGRIA","260440301A",528.41
"48","CHÃ GRANDE","260450201A",307.8
"49","CONDADO","260460101A",126.37
"50","CORRENTES","260470001A",293.64
"51","CORTÊS","260480901A",453.69
"52","CUSTÓDIA","260510301A",55.5
"53","DORMENTES","260515201A",41.27
"54","ESCADA","260520201A",520
"55","FEIRA NOVA","260540001A",344.37
"56","FERREIROS","260550901A",402.99
"57","FLORES","260560801A",36.56
"58","FLORESTA","260570701A",52.8
"59","GAMELEIRA","260590501A",437.71
"60","GARANHUNS","260600201C",142.8
"61","GLÓRIA DO GOITÁ","260610102A",447.98
"62","GOIANA","260620001A",46.6
"63","GOIANA","260620002A",458.6
"64","GOIANA","260620003A",612
"65","IATI","260650701C",67.4
"66","IBIMIRIM","260660601A",10.78
"67","IGARASSU","260680403A",671.72
"68","IGARASSU","260680404A",32.22
"69","ILHA DE ITAMARACÁ","260760401A",617.89
"70","IPOJUCA","260720801A",721.57
"71","IPOJUCA","260720801G",21.8
"72","IPOJUCA","260720802A",109.11
"73","IPOJUCA","260720804A",381.52
"74","IPOJUCA","260720805A",638.4
"75","IPUBI","260730701A",52.6
"76","IPUBI","260730702A",34.29
"77","IPUBI","260730703A",5.52
"78","ITACURUBA","260740601A",0
"79","ITAMBÉ","260765301A",357.25
"80","ITAMBÉ","260765302A",503.73
"81","ITAPETIM","260770301A",37.46
"82","ITAPISSUMA","260775201A",893.02
"83","ITAQUITINGA","260780201A",562.6
"84","ITAÍBA","260750501U",108.4
"85","JABOATÃO DOS GUARARAPES","260790101A",661.87
"86","JABOATÃO DOS GUARARAPES","260790101G",19.2
"87","JABOATÃO DOS GUARARAPES","260790102A",737.38
"88","JABOATÃO DOS GUARARAPES","260790102G",782.6
"89","JABOATÃO DOS GUARARAPES","260790103A",65.44
"90","JABOATÃO DOS GUARARAPES","260790103G",2.6
"91","JABOATÃO DOS GUARARAPES","260790104A",663.79
"92","JABOATÃO DOS GUARARAPES","260790106A",688.54
"93","JABOATÃO DOS GUARARAPES","260790107A",354
"94","JABOATÃO DOS GUARARAPES","260790108A",779.26
"95","JABOATÃO DOS GUARARAPES","260790109A",677.24
"96","JAQUEIRA","260795001A",307.92
"97","JAQUEIRA","260795004H",204.8
"98","JOAQUIM NABUCO","260820602A",422.71
"99","JUPI","260830501A",192.85
"100","JUREMA","260840401A",152
"101","JUREMA","260840401C",138.4
"102","LAGOA DE ITAENGA","260850301A",464.75
"103","LAGOA DO CARRO","260845301A",444.75
"104","LAGOA DO OURO","260860201A",183.02
"105","LAGOA DOS GATOS","260870101A",219.98
"106","LAGOA GRANDE","260875001A",43.2
"107","LAJEDO","260880001A",114.4
"108","LAJEDO","260880001C",34.4
"109","LIMOEIRO","260890901A",336.08
"110","MACHADOS","260910501A",436.42
"111","MARAIAL","260920401A",299.58
"112","MARAIAL","260920402A",376.25
"113","MOREILÂNDIA","261430301A",63.76
"114","MORENO","260940201A",467.3
