"","municipio","codEstacao","PrecM"
"1","ABREU E LIMA","260005401A",230.08
"2","ABREU E LIMA","260005402A",192.83
"3","AFOGADOS DA INGAZEIRA","260010401A",0
"4","AGRESTINA","260030201A",80.34
"5","ALIANÇA","260070801A",97.04
"6","ALTINHO","260080701A",115.8
"7","AMARAJI","260090601A",275.78
"8","ANGELIM","260100301A",98.29
"9","ARAÇOIABA","260105201A",118.83
"10","BARRA DE GUABIRABA","260130001A",153.54
"11","BARRA DE GUABIRABA","260130016H",106.2
"12","BARREIROS","260140901A",338.05
"13","BARREIROS","260140902A",339.28
"14","BARREIROS","260140917H",289.6
"15","BELO JARDIM","260170601C",26.6
"16","BELÉM DE MARIA","260150802A",142.54
"17","BEZERROS","260190401A",103.55
"18","BOM CONSELHO","260210001C",61.6
"19","BOM JARDIM","260220901A",153.27
"20","BONITO","260230801A",161.44
"21","BONITO","260230802A",299.39
"22","BREJO DA MADRE DE DEUS","260260501C",13.4
"23","BREJÃO","260240701C",109
"24","BUENOS AIRES","260270401A",175.2
"25","BUÍQUE","260280301A",103.16
"26","CABO DE SANTO AGOSTINHO","260290204A",251.4
"27","CABO DE SANTO AGOSTINHO","260290205A",13.06
"28","CABROBÓ","260300901A",28.45
"29","CACHOEIRINHA","260310801A",108.18
"30","CAETÉS","260320701A",108.79
"31","CAETÉS","260320701C",58.2
"32","CAMARAGIBE","260345401A",300.16
"33","CAMARAGIBE","260345401G",73.6
"34","CAMARAGIBE","260345404A",282.45
"35","CAMARAGIBE","260345405A",288.91
"36","CAMARAGIBE","260345406A",171.12
"37","CAMOCIM DE SÃO FÉLIX","260350401A",130.36
"38","CAMUTANGA","260360301A",72.18
"39","CAPOEIRAS","260380101A",91.74
"40","CARNAUBEIRA DA PENHA","260392601U",11.8
"41","CARUARU","260410601A",41.87
"42","CARUARU","260410602A",66.79
"43","CARUARU","260410607A",60.4
"44","CATENDE","260420502A",242.93
"45","CHÃ DE ALEGRIA","260440301A",150.67
"46","CHÃ GRANDE","260450201A",0
"47","CONDADO","260460101A",99.93
"48","CORRENTES","260470001A",136.72
"49","CORTÊS","260480901A",305.17
"50","CUMARU","260490801A",82.26
"51","CUSTÓDIA","260510301A",32.2
"52","DORMENTES","260515201A",27.9
"53","ESCADA","260520201A",76.56
"54","FEIRA NOVA","260540001A",71.79
"55","FERREIROS","260550901A",92.13
"56","FLORES","260560801A",18.63
"57","FLORESTA","260570701A",53.2
"58","FLORESTA","260570701C",42
"59","FREI MIGUELINHO","260580601A",2.6
"60","GAMELEIRA","260590501A",183.95
"61","GAMELEIRA","260590518H",121
"62","GARANHUNS","260600201C",38.2
"63","GLÓRIA DO GOITÁ","260610102A",117.16
"64","GOIANA","260620001A",139.2
"65","GOIANA","260620002A",101.4
"66","GOIANA","260620003A",256.74
"67","GRANITO","260630901C",0.2
"68","IATI","260650701A",66.01
"69","IATI","260650701C",50.2
"70","IBIMIRIM","260660601A",51.89
"71","IGARASSU","260680403A",127.43
"72","IGARASSU","260680405A",231.3
"73","IGUARACI","260690301C",27.4
"74","ILHA DE ITAMARACÁ","260760401A",214.71
"75","INAJÁ","260700001A",43.64
"76","IPOJUCA","260720801A",303.57
"77","IPOJUCA","260720804A",0
"78","IPOJUCA","260720805A",276.27
"79","IPUBI","260730701A",1.79
"80","IPUBI","260730702A",55.07
"81","IPUBI","260730703A",10.14
"82","ITACURUBA","260740601A",0
"83","ITAMBÉ","260765301A",114.8
"84","ITAMBÉ","260765302A",160.22
"85","ITAPETIM","260770301A",56.72
"86","ITAQUITINGA","260780201A",127.23
"87","ITAÍBA","260750501A",76.54
"88","ITAÍBA","260750501U",14
"89","JABOATÃO DOS GUARARAPES","260790101A",338.27
"90","JABOATÃO DOS GUARARAPES","260790101G",250
"91","JABOATÃO DOS GUARARAPES","260790102A",0
"92","JABOATÃO DOS GUARARAPES","260790102G",295.8
"93","JABOATÃO DOS GUARARAPES","260790103A",3.35
"94","JABOATÃO DOS GUARARAPES","260790103G",308.4
"95","JABOATÃO DOS GUARARAPES","260790104A",55.27
"96","JABOATÃO DOS GUARARAPES","260790106A",208.21
"97","JABOATÃO DOS GUARARAPES","260790107A",290.03
"98","JABOATÃO DOS GUARARAPES","260790108A",283.19
"99","JABOATÃO DOS GUARARAPES","260790109A",275.77
"100","JABOATÃO DOS GUARARAPES","260790115H",248.2
"101","JABOATÃO DOS GUARARAPES","260790119H",279.8
"102","JAQUEIRA","260795001A",201.9
"103","JATOBÁ","260805701A",33.36
"104","JATOBÁ","260805701C",14.8
"105","JOAQUIM NABUCO","260820602A",230.99
"106","JOÃO ALFREDO","260810701A",0
"107","JUCATI","260825501A",94.94
"108","JUPI","260830501A",51.5
"109","LAGOA DE ITAENGA","260850301A",137.71
"110","LAGOA DO CARRO","260845301A",108.78
"111","LAGOA DO OURO","260860201A",117.92
"112","LAGOA DOS GATOS","260870101A",97.29
"113","LAGOA GRANDE","260875001A",88.19
"114","LAJEDO","260880001A",79.4
"115","LIMOEIRO","260890901A",82.57
"116","MACAPARANA","260900601A",102.08
"117","MACHADOS","260910501A",133.66
"118","MARAIAL","260920401A",225.1
"119","MIRANDIBA","260930301C",0.6
"120","MOREILÂNDIA","261430301A",116.29
"121","MORENO","260940202A",215.77
"122","NAZARÉ DA MATA","260950101A",74.22
"123","NAZARÉ DA MATA","260950102A",71.79
"124","NAZARÉ DA MATA","260950103A",135.57
"125","OLINDA","260960001A",229.66
"126","OLINDA","260960001G",219.6
"127","OLINDA","260960003A",254.6
"128","OLINDA","260960004A",116.99
"129","OLINDA","260960005A",214.72
"130","OROBÓ","260970901C",113.8
"131","OROCÓ","260980801A",23.78
"132","OURICURI","260990701C",0.2
"133","PALMARES","261000403A",244.48
"134","PALMEIRINA","261010301A",154.75
"135","PANELAS","261020201A",110.69
"136","PARANATAMA","261030101A",131.57
"137","PARNAMIRIM","261040001A",0
"138","PASSIRA","261050901A",68.48
"139","PAUDALHO","261060802A",0
"140","PAULISTA","261070702A",36.38
"141","PAULISTA","261070704A",198.44
"142","PAULISTA","261070705A",232.67
"143","PEDRA","261080601A",79.99
"144","PESQUEIRA","261090501C",0
"145","PETROLINA","261110101A",25.8
"146","PETROLINA","261110101C",50
"147","PETROLINA","261110102A",18.4
"148","PETROLINA","261110103A",40.6
"149","PETROLINA","261110103C",29.2
"150","PETROLINA","261110104A",16.4
"151","PETROLÂNDIA","261100201A",51.46
"152","POMBOS","261130901A",73.2
"153","POÇÃO","261120001A",95
"154","PRIMAVERA","261140801A",191.06
"155","QUIPAPÁ","261150701A",152.27
"156","QUIPAPÁ","261150702A",131.81
"157","RECIFE","261160603A",300.97
"158","RECIFE","261160603G",285.2
"159","RECIFE","261160605A",776.71
"160","RECIFE","261160605G",286.2
"161","RECIFE","261160606A",261.64
"162","RECIFE","261160606G",264.2
"163","RECIFE","261160609A",29.07
"164","RECIFE","261160609G",137.2
"165","RECIFE","261160610A",288.83
"166","RECIFE","261160613A",8.48
"167","RECIFE","261160614A",265.39
"168","RECIFE","261160615A",283.58
"169","RECIFE","261160617A",276.56
"170","RECIFE","261160618A",272.43
"171","RECIFE","261160620A",274
"172","RECIFE","261160621A",241.8
"173","RECIFE","261160623A",260.22
"174","RIACHO DAS ALMAS","261170501A",53.17
"175","RIBEIRÃO","261180401A",198.99
"176","RIBEIRÃO","261180402A",189.44
"177","RIO FORMOSO","261190302A",165.01
"178","RIO FORMOSO","261190303A",272.03
"179","SALGADINHO","261210901C",11.8
"180","SALOÁ","261230701A",0
"181","SANHARÓ","261240601A",44.6
"182","SANTA CRUZ DA BAIXA VERDE","261247101A",79.88
"183","SANTA CRUZ DO CAPIBARIBE","261250501A",43.19
"184","SANTA CRUZ DO CAPIBARIBE","261250501U",81.4
"185","SANTA FILOMENA","261255401C",5.2
"186","SANTA MARIA DO CAMBUCÁ","261270301A",56.19
"187","SERRA TALHADA","261390901C",56.4
"188","SERRITA","261400601U",16
"189","SERTÂNIA","261410501A",29.95
"190","SERTÂNIA","261410501C",43.2
"191","SIRINHAÉM","261420401A",276.34
"192","SIRINHAÉM","261420402A",0.82
"193","SURUBIM","261450101A",59.26
"194","SÃO BENEDITO DO SUL","261290101A",205.35
"195","SÃO BENTO DO UNA","261300801C",64.8
"196","SÃO CAITANO","261310701A",50.18
"197","SÃO JOAQUIM DO MONTE","261330501U",9.2
"198","SÃO JOAQUIM DO MONTE","261330502A",115.33
"199","SÃO JOSÉ DA COROA GRANDE","261340401A",457.41
"200","SÃO JOSÉ DO BELMONTE","261350302A",87.81
"201","SÃO JOSÉ DO EGITO","261360201C",0.2
"202","SÃO JOÃO","261320601A",59.29
"203","SÃO LOURENÇO DA MATA","261370101A",255.41
"204","SÃO LOURENÇO DA MATA","261370103A",206.54
"205","SÃO LOURENÇO DA MATA","261370104A",283
"206","SÃO VICENTE FERRER","261380001A",126.05
"207","TACAIMBÓ","261470902A",80.09
"208","TACARATU","261480801A",63.65
"209","TACARATU","261480801C",19.6
"210","TAMANDARÉ","261485701A",335.96
"211","TAMANDARÉ","261485702A",241.41
"212","TAQUARITINGA DO NORTE","261500301A",109.91
"213","TEREZINHA","261510201A",117.08
"214","TIMBAÚBA","261530001A",68.56
"215","TORITAMA","261540901A",42.7
"216","TRACUNHAÉM","261550801A",126.28
"217","TRINDADE","261560701U",4
"218","TRIUNFO","261570601A",68.74
"219","TUPARETAMA","261590401A",7.1
"220","VENTUROSA","261600101C",51.6
"221","VICÊNCIA","261630801A",46.1
"222","VICÊNCIA","261630802A",124.06
"223","VITÓRIA DE SANTO ANTÃO","261640702A",126.33
"224","XEXÉU","261650601A",235.08
"225","ÁGUA PRETA","260040101A",286.16
"226","ÁGUAS BELAS","260050002A",47.93
